node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,cladeID
15,16,Kings,Nassau,0.05184,0.05184,0,2020.91470746975,2020.96654746975,Alpha_100
15,21,Kings,Queens,0.00613,0.00613,0,2020.91470746975,2020.92083746975,Alpha_100
21,22,Queens,Queens,0.00203434211100001,0.00816434211100001,0.00613,2020.92083746975,2020.92287181186,Alpha_100
22,7,Queens,Queens,0.000255657889399991,0.0084200000004,0.00816434211100001,2020.92287181186,2020.92312746975,Alpha_100
21,25,Queens,Kings,0.01096,0.01709,0.00613,2020.92083746975,2020.93179746975,Alpha_100
25,11,Kings,Kings,0.00233,0.01942,0.01709,2020.93179746975,2020.93412746975,Alpha_100
22,23,Queens,NewYork,0.01988565789,0.028050000001,0.00816434211100001,2020.92287181186,2020.94275746975,Alpha_100
23,24,NewYork,NewYork,0.001965306354,0.030015306355,0.028050000001,2020.94275746975,2020.9447227761,Alpha_100
24,9,NewYork,NewYork,0.000404693646299997,0.0304200000013,0.030015306355,2020.9447227761,2020.94512746975,Alpha_100
25,26,Kings,Queens,0.02075,0.03784,0.01709,2020.93179746975,2020.95254746975,Alpha_100
23,8,NewYork,Kings,0.01637,0.044420000001,0.028050000001,2020.94275746975,2020.95912746975,Alpha_100
16,18,Nassau,Nassau,0.01557,0.06741,0.05184,2020.96654746975,2020.98211746975,Alpha_100
24,10,NewYork,Suffolk,0.05240469365,0.082420000005,0.030015306355,2020.9447227761,2020.99712746975,Alpha_100
26,12,Queens,NewYork,0.05058,0.08842,0.03784,2020.95254746975,2021.00312746975,Alpha_100
18,19,Nassau,Nassau,0.04009,0.1075,0.06741,2020.98211746975,2021.02220746975,Alpha_100
16,17,Nassau,Nassau,0.05828,0.11012,0.05184,2020.96654746975,2021.02482746975,Alpha_100
19,4,Nassau,Nassau,0.00292000000000001,0.11042,0.1075,2021.02220746975,2021.02512746975,Alpha_100
17,1,Nassau,Nassau,0.000299999999999995,0.11042,0.11012,2021.02482746975,2021.02512746975,Alpha_100
17,2,Nassau,Queens,0.0023,0.11242,0.11012,2021.02482746975,2021.02712746975,Alpha_100
26,27,Queens,Bronx,0.09706,0.1349,0.03784,2020.95254746975,2021.04960746975,Alpha_100
27,14,Bronx,Bronx,0.00251999999999999,0.13742,0.1349,2021.04960746975,2021.05212746975,Alpha_100
18,3,Nassau,Nassau,0.09701,0.16442,0.06741,2020.98211746975,2021.07912746975,Alpha_100
19,20,Nassau,Nassau,0.06289,0.17039,0.1075,2021.02220746975,2021.08509746975,Alpha_100
20,5,Nassau,Nassau,0.0000299999999099909,0.17041999999991,0.17039,2021.08509746975,2021.08512746975,Alpha_100
20,6,Nassau,Nassau,0.0000299999999099909,0.17041999999991,0.17039,2021.08509746975,2021.08512746975,Alpha_100
27,13,Bronx,Bronx,0.04652,0.18142,0.1349,2021.04960746975,2021.09612746975,Alpha_100
4,1,Queens,Queens,0.09491,0.09491,0,2021.16511465757,2021.26002465757,Alpha_364
4,5,Queens,NewYork,0.08972,0.08972,0,2021.16511465757,2021.25483465757,Alpha_364
5,2,NewYork,NewYork,0.000189999999900006,0.0899099999999,0.08972,2021.25483465757,2021.25502465757,Alpha_364
