node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,cladeID
5,1,Kings,Queens,0.07625,0.07625,0,2021.98676369863,2022.06301369863,1036
5,6,Kings,Kings,0.00175,0.00175,0,2021.98676369863,2021.98851369863,1036
6,2,Kings,Kings,5e-04,0.00225,0.00175,2021.98851369863,2021.98901369863,1036
6,7,Kings,Queens,0.01918,0.02093,0.00175,2021.98851369863,2022.00769369863,1036
7,4,Queens,Queens,0.000320000000000001,0.02125,0.02093,2022.00769369863,2022.00801369863,1036
7,3,Queens,NewYork,0.02232,0.04325,0.02093,2022.00769369863,2022.03001369863,1036
4,1,Nassau,Nassau,0.04904515853,0.04904515853,0,2021.96170826613,2022.01075342466,1047
4,5,Nassau,Nassau,0.000705158534300004,0.000705158534300004,0,2021.96170826613,2021.96241342466,1047
5,2,Nassau,NewYork,0.10334,0.1040451585343,0.000705158534300004,2021.96241342466,2022.06575342466,1047
5,3,Nassau,NewYork,0.10334,0.1040451585343,0.000705158534300004,2021.96241342466,2022.06575342466,1047
15,1,Kings,Kings,0.00204,0.00204,0,2021.93156273973,2021.93360273973,1060
15,16,Kings,Kings,0.00811,0.00811,0,2021.93156273973,2021.93967273973,1060
16,17,Kings,Kings,0.00185,0.00996,0.00811,2021.93967273973,2021.94152273973,1060
17,2,Kings,Kings,7.99999999800023e-05,0.01003999999998,0.00996,2021.94152273973,2021.94160273973,1060
16,18,Kings,Bronx,0.00374,0.01185,0.00811,2021.93967273973,2021.94341273973,1060
18,19,Bronx,Bronx,0.00174,0.01359,0.01185,2021.94341273973,2021.94515273973,1060
18,21,Bronx,Queens,0.00174,0.01359,0.01185,2021.94341273973,2021.94515273973,1060
19,20,Bronx,Bronx,0.00185,0.01544,0.01359,2021.94515273973,2021.94700273973,1060
21,22,Queens,Queens,0.00185,0.01544,0.01359,2021.94515273973,2021.94700273973,1060
17,3,Kings,Kings,0.00608,0.01604,0.00996,2021.94152273973,2021.94760273973,1060
19,4,Bronx,Bronx,0.00245,0.01604,0.01359,2021.94515273973,2021.94760273973,1060
20,5,Bronx,Bronx,0.0006000000001,0.0160400000001,0.01544,2021.94700273973,2021.94760273973,1060
20,6,Bronx,Kings,0.0006000000001,0.0160400000001,0.01544,2021.94700273973,2021.94760273973,1060
22,7,Queens,Nassau,0.0006000000001,0.0160400000001,0.01544,2021.94700273973,2021.94760273973,1060
22,8,Queens,Queens,0.0006000000001,0.0160400000001,0.01544,2021.94700273973,2021.94760273973,1060
21,23,Queens,Queens,0.00459,0.01818,0.01359,2021.94515273973,2021.94974273973,1060
23,9,Queens,Queens,0.00086,0.01904,0.01818,2021.94974273973,2021.95060273973,1060
23,24,Queens,NewYork,0.01185,0.03003,0.01818,2021.94974273973,2021.96159273973,1060
24,25,NewYork,Kings,0.00185,0.03188,0.03003,2021.96159273973,2021.96344273973,1060
25,10,Kings,Kings,0.000159999999899997,0.0320399999999,0.03188,2021.96344273973,2021.96360273973,1060
25,11,Kings,Westchester,0.00316,0.03504,0.03188,2021.96344273973,2021.96660273973,1060
24,26,NewYork,NewYork,0.00822,0.03825,0.03003,2021.96159273973,2021.96981273973,1060
26,27,NewYork,NewYork,0.00185,0.0401,0.03825,2021.96981273973,2021.97166273973,1060
26,12,NewYork,Kings,0.00279,0.04104,0.03825,2021.96981273973,2021.97260273973,1060
27,13,NewYork,NewYork,0.0009399999999,0.0410399999999,0.0401,2021.97166273973,2021.97260273973,1060
27,14,NewYork,NewYork,0.0009399999999,0.0410399999999,0.0401,2021.97166273973,2021.97260273973,1060
8,9,Nassau,Bronx,0.00174,0.00174,0,2021.9546330137,2021.9563730137,1061
8,11,Nassau,Nassau,0.00174,0.00174,0,2021.9546330137,2021.9563730137,1061
9,10,Bronx,Bronx,0.00185,0.00359,0.00174,2021.9563730137,2021.9582230137,1061
11,12,Nassau,Nassau,0.00185,0.00359,0.00174,2021.9563730137,2021.9582230137,1061
9,1,Bronx,Bronx,0.00249,0.00423,0.00174,2021.9563730137,2021.9588630137,1061
10,2,Bronx,Bronx,0.000640000000000002,0.00423,0.00359,2021.9582230137,2021.9588630137,1061
10,3,Bronx,Queens,0.000640000000000002,0.00423,0.00359,2021.9582230137,2021.9588630137,1061
12,4,Nassau,Nassau,0.000640000000000002,0.00423,0.00359,2021.9582230137,2021.9588630137,1061
12,5,Nassau,Nassau,0.000640000000000002,0.00423,0.00359,2021.9582230137,2021.9588630137,1061
11,13,Nassau,Kings,0.01281,0.01455,0.00174,2021.9563730137,2021.9691830137,1061
13,6,Kings,Kings,0.00068,0.01523,0.01455,2021.9691830137,2021.9698630137,1061
13,7,Kings,Kings,0.00068,0.01523,0.01455,2021.9691830137,2021.9698630137,1061
7,8,Bronx,Queens,0.0802107886,0.0802107886,0,2021.94101236209,2022.02122315069,1072
