node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear
11759,1,other,other,0.238359547911954,0.238359547911954,0,2019.74554456168,2019.98390410959
11759,11760,other,other,0.0200356068900001,0.0200356068900001,0,2019.74554456168,2019.76558016857
11760,11761,other,other,0.00808298357500004,0.0281185904650001,0.0200356068900001,2019.76558016857,2019.77366315214
11760,23419,other,other,0.02807427218,0.0481098790700001,0.0200356068900001,2019.76558016857,2019.79365444075
11761,11763,other,other,0.0546423227799999,0.082760913245,0.0281185904650001,2019.77366315214,2019.82830547492
23419,23420,other,other,0.04545939041,0.0935692694800001,0.0481098790700001,2019.79365444075,2019.83911383116
23420,23421,other,other,0.00113763886999996,0.0947069083500001,0.0935692694800001,2019.83911383116,2019.84025147003
11763,11770,other,other,0.0258142811299999,0.108575194375,0.082760913245,2019.82830547492,2019.85411975605
11770,11771,other,other,0.02434912113,0.132924315505,0.108575194375,2019.85411975605,2019.87846887718
11771,11772,other,other,0.00357715793000013,0.136501473435,0.132924315505,2019.87846887718,2019.88204603511
23419,23500,other,other,0.09539638814,0.14350626721,0.0481098790700001,2019.79365444075,2019.88905082889
11771,12602,other,other,0.01241067103,0.145334986535,0.132924315505,2019.87846887718,2019.89087954821
12602,12603,other,other,0.00387539001100001,0.149210376546,0.145334986535,2019.89087954821,2019.89475493822
12603,12606,other,other,0.00814214243400002,0.15735251898,0.149210376546,2019.89475493822,2019.90289708066
23500,23501,other,other,0.0244304172699998,0.16793668448,0.14350626721,2019.88905082889,2019.91348124616
23421,23422,other,other,0.0752636034699998,0.16997051182,0.0947069083500001,2019.84025147003,2019.9155150735
23501,23502,other,other,0.00896493744900018,0.176901621929,0.16793668448,2019.91348124616,2019.92244618361
23422,23423,other,other,0.0315554283800001,0.2015259402,0.16997051182,2019.9155150735,2019.94707050188
12606,12607,other,other,0.0442901305000001,0.20164264948,0.15735251898,2019.90289708066,2019.94718721116
12602,14511,other,other,0.06009148761,0.205426474145,0.145334986535,2019.89087954821,2019.95097103582
11772,11816,other,other,0.0740793206299999,0.210580794065,0.136501473435,2019.88204603511,2019.95612535574
23500,23512,other,other,0.0748083927899998,0.21831466,0.14350626721,2019.88905082889,2019.96385922168
12606,12752,other,other,0.06311894941,0.22047146839,0.15735251898,2019.90289708066,2019.96601603007
11772,11773,other,other,0.0845211407399999,0.221022614175,0.136501473435,2019.88204603511,2019.96656717585
23420,23491,other,other,0.1278129767,0.22138224618,0.0935692694800001,2019.83911383116,2019.96692680786
14511,14531,other,other,0.0176100001199999,0.223036474265,0.205426474145,2019.95097103582,2019.96858103594
14511,14512,other,other,0.02512799681,0.230554470955,0.205426474145,2019.95097103582,2019.97609903263
14531,23406,other,other,0.01000666111,0.233043135375,0.223036474265,2019.96858103594,2019.97858769705
11816,11841,other,other,0.0228569456600001,0.233437739725,0.210580794065,2019.95612535574,2019.9789823014
12752,12753,other,other,0.0143746341500002,0.23484610254,0.22047146839,2019.96601603007,2019.98039066422
12753,12754,other,other,0.000856435532799793,0.2357025380728,0.23484610254,2019.98039066422,2019.98124709975
14531,14532,other,other,0.0135979156300001,0.236634389895,0.223036474265,2019.96858103594,2019.98217895157
23491,23492,other,other,0.0161145297800001,0.23749677596,0.22138224618,2019.96692680786,2019.98304133764
23501,11753,other,other,0.0704228634319546,0.238359547911954,0.16793668448,2019.91348124616,2019.98390410959
11773,11781,other,other,0.0194178785599999,0.240440492735,0.221022614175,2019.96656717585,2019.98598505441
12754,12755,other,other,0.00566715125700012,0.2413696893298,0.2357025380728,2019.98124709975,2019.98691425101
12755,12787,other,other,0.000221225495599997,0.2415909148254,0.2413696893298,2019.98691425101,2019.9871354765
12787,12788,other,other,0.00110036398000002,0.2426912788054,0.2415909148254,2019.9871354765,2019.98823584048
12755,12756,other,other,0.00219086865700002,0.2435605579868,0.2413696893298,2019.98691425101,2019.98910511966
