node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear
16396,1,other,other,0.12433342176372,0.12433342176372,0,2019.85955698919,2019.98389041096
16396,16397,other,other,0.00157728692899983,0.00157728692899983,0,2019.85955698919,2019.86113427612
16397,16398,other,other,0.0197403591700001,0.0213176460989999,0.00157728692899983,2019.86113427612,2019.88087463529
16398,16399,other,other,0.0140950792900001,0.035412725389,0.0213176460989999,2019.88087463529,2019.89496971458
16397,16421,other,other,0.0577858926400001,0.0593631795689999,0.00157728692899983,2019.86113427612,2019.91892016876
16421,16485,other,other,0.0038034957669999,0.0631666753359998,0.0593631795689999,2019.91892016876,2019.92272366453
16485,16486,other,other,0.0191750756600002,0.0823417509960001,0.0631666753359998,2019.92272366453,2019.94189874019
16486,16487,other,other,0.01350470584,0.095846456836,0.0823417509960001,2019.94189874019,2019.95540344603
16487,16495,other,other,0.00250152758300004,0.0983479844190001,0.095846456836,2019.95540344603,2019.95790497361
16399,16400,other,other,0.0862284303499998,0.121641155739,0.035412725389,2019.89496971458,2019.98119814493
16487,16488,other,other,0.0273337535999998,0.123180210436,0.095846456836,2019.95540344603,2019.98273719963
16398,25,other,other,0.103015775664721,0.12433342176372,0.0213176460989999,2019.88087463529,2019.98389041096
16421,16422,other,other,0.06791298562,0.127276165189,0.0593631795689999,2019.91892016876,2019.98683315438
16422,16425,other,other,0.0028993303960001,0.130175495585,0.127276165189,2019.98683315438,2019.98973248478
16488,16489,other,other,0.00885190497900012,0.132032115415,0.123180210436,2019.98273719963,2019.99158910461
16425,16426,other,other,0.00478402666499989,0.13495952225,0.130175495585,2019.98973248478,2019.99451651144
16489,93,other,other,0.00330130634868775,0.135333421763688,0.132032115415,2019.99158910461,2019.99489041096
16426,29,other,other,0.00537389951379685,0.140333421763797,0.13495952225,2019.99451651144,2019.99989041096
16425,16429,other,other,0.0130777151300001,0.143253210715,0.130175495585,2019.98973248478,2020.00281019991
16400,16401,other,other,0.0291875909200003,0.150828746659,0.121641155739,2019.98119814493,2020.01038573585
16489,16490,other,other,0.0269989266200001,0.159031042035,0.132032115415,2019.99158910461,2020.01858803123
16490,16491,other,other,0.00100910291499989,0.16004014495,0.159031042035,2020.01858803123,2020.01959713414
16495,16496,other,other,0.0627915972699999,0.161139581689,0.0983479844190001,2019.95790497361,2020.02069657088
16401,16402,other,other,0.01104892644,0.161877673099,0.150828746659,2020.01038573585,2020.02143466229
16401,16411,other,other,0.01182486645,0.162653613109,0.150828746659,2020.01038573585,2020.0222106023
16496,32488,other,other,0.00363724378199981,0.164776825471,0.161139581689,2020.02069657088,2020.02433381467
16496,16497,other,other,0.00506767816000009,0.166207259849,0.161139581689,2020.02069657088,2020.02576424904
16497,16498,other,other,0.0023725676509998,0.1685798275,0.166207259849,2020.02576424904,2020.02813681669
16497,30843,other,other,0.00259494652499992,0.168802206374,0.166207259849,2020.02576424904,2020.02835919557
16429,16430,other,other,0.0261951293599996,0.169448340075,0.143253210715,2020.00281019991,2020.02900532927
16430,16431,other,other,0.0000600768223399939,0.16950841689734,0.169448340075,2020.02900532927,2020.02906540609
16430,16465,other,other,0.0029970586910002,0.172445398766,0.169448340075,2020.02900532927,2020.03200238796
16400,16419,other,other,0.0511613201700003,0.172802475909,0.121641155739,2019.98119814493,2020.0323594651
30843,30844,other,other,0.00589294903599979,0.17469515541,0.168802206374,2020.02835919557,2020.03425214461
30844,30847,other,other,0.00645475240600035,0.181149907816,0.17469515541,2020.03425214461,2020.04070689701
32488,32489,other,other,0.0195560316500001,0.184332857121,0.164776825471,2020.02433381467,2020.04388984632
16465,16466,other,other,0.0121951973500001,0.184640596116,0.172445398766,2020.03200238796,2020.04419758531
30847,30860,other,other,0.00497251175199986,0.186122419568,0.181149907816,2020.04070689701,2020.04567940876
16498,16499,other,other,0.01790365437,0.18648348187,0.1685798275,2020.02813681669,2020.04604047106
32489,32554,other,other,0.0088086146330002,0.193141471754,0.184332857121,2020.04388984632,2020.05269846095
16422,16423,other,other,0.0673983016799999,0.194674466869,0.127276165189,2019.98683315438,2020.05423145606
16491,95,other,other,0.0352932768138605,0.19533342176386,0.16004014495,2020.01959713414,2020.05489041096
32554,32774,other,other,0.00924798514799985,0.202389456902,0.193141471754,2020.05269846095,2020.0619464461
32554,32555,other,other,0.0102827506900001,0.203424222444,0.193141471754,2020.05269846095,2020.06298121164
32489,32490,other,other,0.0224214405400001,0.206754297661,0.184332857121,2020.04388984632,2020.06631128686
16499,16501,other,other,0.02357730656,0.21006078843,0.18648348187,2020.04604047106,2020.06961777763
16399,2,other,other,0.17592069637471,0.21133342176371,0.035412725389,2019.89496971458,2020.07089041096
16488,92,other,other,0.0881532113277097,0.21133342176371,0.123180210436,2019.98273719963,2020.07089041096
30860,30937,other,other,0.0257216382399998,0.211844057808,0.186122419568,2020.04567940876,2020.071401047
16466,16467,other,other,0.02911585886,0.213756454976,0.184640596116,2020.04419758531,2020.07331344417
16501,16502,other,other,0.00380566848100017,0.213866456911,0.21006078843,2020.06961777763,2020.07342344611
16431,33,other,other,0.0448250048665262,0.214333421763866,0.16950841689734,2020.02906540609,2020.07389041096
16465,16470,other,other,0.0447405752100001,0.217185973976,0.172445398766,2020.03200238796,2020.07674296317
30847,30848,other,other,0.0361974693299998,0.217347377146,0.181149907816,2020.04070689701,2020.07690436634
16502,30589,other,other,0.00560680222700016,0.219473259138,0.213866456911,2020.07342344611,2020.07903024833
16402,16405,other,other,0.0586891425,0.220566815599,0.161877673099,2020.02143466229,2020.08012380479
30589,30804,other,other,0.00207189473099989,0.221545153869,0.219473259138,2020.07903024833,2020.08110214306
16485,90,other,other,0.159166746427904,0.222333421763904,0.0631666753359998,2019.92272366453,2020.08189041096
32490,32538,other,other,0.0174331015,0.224187399161,0.206754297661,2020.06631128686,2020.08374438836
30860,30861,other,other,0.03974628413,0.225868703698,0.186122419568,2020.04567940876,2020.08542569289
32490,32491,other,other,0.02163962262,0.228393920281,0.206754297661,2020.06631128686,2020.08795090948
16467,69,other,other,0.0165769667877149,0.230333421763715,0.213756454976,2020.07331344417,2020.08989041096
32555,32559,other,other,0.0276711536300001,0.231095376074,0.203424222444,2020.06298121164,2020.09065236527
