# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Sep 13 12:04:54 CEST 2022 [seed=1663063478612]
# Alpha_DTA.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.NYC_counties.other	location.rates.other.NYC_counties	location.indicators.NYC_counties.other	location.indicators.other.NYC_counties	location.nonZeroRates	location.branchRates	location.treeLikelihood
20000	-5555.684375199062	-548.9517646584959	-5006.7326105405655	0.3006026328210114	0.30060263282100935	1.927989157516143	1.872887604154299	1.0	1.0	2.0	0.0	-5006.7326105405655
21000	-5556.858748744038	-558.1721419239135	-4998.686606820124	0.30641950714291594	0.3064195071429118	1.0707441955483759	1.3514486048621	1.0	1.0	2.0	0.0	-4998.686606820124
22000	-5553.44204630436	-524.7659103675153	-5028.676135936845	0.28916086946937686	0.2891608694693751	0.23169482186186374	0.23218270976928226	1.0	1.0	2.0	0.0	-5028.676135936845
23000	-5556.129984522764	-533.3758316851793	-5022.754152837585	0.2929165224427007	0.29291652244270155	0.9494186547561099	1.2808530135970604	1.0	1.0	2.0	0.0	-5022.754152837585
24000	-5555.894701578694	-530.4627330532691	-5025.431968525425	0.2911547833530237	0.29115478335302314	1.0786546723697539	1.448737866050419	1.0	1.0	2.0	0.0	-5025.431968525425
25000	-5552.5699883600755	-566.4608097931537	-4986.109178566922	0.3118443646663047	0.31184436466630316	0.42755371966170325	0.3987111424736249	1.0	1.0	2.0	0.0	-4986.109178566922
26000	-5555.690829721908	-586.1280465640539	-4969.562783157854	0.3217984111850327	0.3217984111850314	1.1733794915739044	1.183311906043385	1.0	1.0	2.0	0.0	-4969.562783157854
27000	-5553.754769862052	-543.2799370099735	-5010.474832852078	0.2989347953226635	0.2989347953226619	0.5223187568210848	0.6457698577037139	1.0	1.0	2.0	0.0	-5010.474832852078
28000	-5552.690060129319	-537.2663572817536	-5015.423702847565	0.2960232249451956	0.2960232249451944	0.21244793783696309	0.24739781983322798	1.0	1.0	2.0	0.0	-5015.423702847565
29000	-5554.724934315765	-532.4434705874083	-5022.281463728356	0.2921972499032477	0.2921972499032458	1.2505796908583322	1.3579783394188414	1.0	1.0	2.0	0.0	-5022.281463728356
30000	-5555.151826117724	-552.4128992727428	-5002.7389268449815	0.3024726652602386	0.30247266526023925	1.898561142918288	1.9560008007886185	1.0	1.0	2.0	0.0	-5002.7389268449815
31000	-5554.767573502188	-536.8870265923525	-5017.880546909835	0.29532412365497096	0.29532412365496874	0.666007031331262	0.6883871587564103	1.0	1.0	2.0	0.0	-5017.880546909835
32000	-5555.164056008586	-548.9151669458498	-5006.248889062736	0.301220528979474	0.3012205289794688	1.3102077053261982	1.3281797008367362	1.0	1.0	2.0	0.0	-5006.248889062736
33000	-5554.405624204273	-564.3496166192119	-4990.056007585062	0.31025656980116995	0.3102565698011665	0.7499086173082243	0.8582573395445482	1.0	1.0	2.0	0.0	-4990.056007585062
34000	-5554.189171797159	-575.6829929197605	-4978.506178877399	0.3163556706394515	0.3163556706394493	0.9619687687443076	0.8665749222208396	1.0	1.0	2.0	0.0	-4978.506178877399
35000	-5552.203000505971	-546.8112377973098	-5005.391762708662	0.30139954969637217	0.30139954969637345	0.10663976461397044	0.10161855929553945	1.0	1.0	2.0	0.0	-5005.391762708662
36000	-5553.548030179513	-570.8443722851717	-4982.703657894342	0.3138591196254836	0.3138591196254846	0.7965447539649747	0.7422501812922602	1.0	1.0	2.0	0.0	-4982.703657894342
37000	-5556.432336439002	-498.55550615902604	-5057.876830279976	0.27382549409929546	0.27382549409929496	0.9572804848004997	1.2411169712952217	1.0	1.0	2.0	0.0	-5057.876830279976
38000	-5555.737982469002	-598.2053314769548	-4957.532650992048	0.32866441250943773	0.3286644125094335	1.0495331170952693	0.8744987408746593	1.0	1.0	2.0	0.0	-4957.532650992048
39000	-5552.723409369816	-528.9089127220572	-5023.814496647759	0.29152424368491897	0.2915242436849186	0.1430733197333519	0.1572712630280469	1.0	1.0	2.0	0.0	-5023.814496647759
40000	-5554.707194509339	-582.0002714161224	-4972.706923093217	0.31957628104047286	0.31957628104046654	1.1663974611514556	1.1113173466865005	1.0	1.0	2.0	0.0	-4972.706923093217
41000	-5555.541673056381	-559.9284896029872	-4995.6131834533935	0.3064515853939466	0.30645158539394457	2.007292106871841	2.1127983554952174	1.0	1.0	2.0	0.0	-4995.6131834533935
42000	-5552.936728617389	-550.9921081337833	-5001.944620483606	0.30340926804009805	0.3034092680400945	0.35914718096173454	0.3680151804664321	1.0	1.0	2.0	0.0	-5001.944620483606
43000	-5554.197762826397	-588.5202743606934	-4965.677488465703	0.32391558885861865	0.3239155888586203	0.48930618383945407	0.40206369640500905	1.0	1.0	2.0	0.0	-4965.677488465703
44000	-5555.262308651197	-519.9939192445318	-5035.268389406665	0.28603505633902615	0.2860350563390245	0.5858816741732165	0.8019059477975884	1.0	1.0	2.0	0.0	-5035.268389406665
45000	-5553.595147496153	-537.3431777643758	-5016.2519697317775	0.2960975502464695	0.2960975502464673	0.2036273496848164	0.19760596261097618	1.0	1.0	2.0	0.0	-5016.2519697317775
46000	-5554.862600730765	-542.6767523248759	-5012.185848405889	0.2986399274320117	0.29863992743201007	0.4760223813991841	0.6261748157500249	1.0	1.0	2.0	0.0	-5012.185848405889
47000	-5553.086743214977	-555.5259289040034	-4997.560814310974	0.3055452085404132	0.3055452085404135	0.6920689780339035	0.6769788298106754	1.0	1.0	2.0	0.0	-4997.560814310974
48000	-5555.078337331306	-589.5460002810602	-4965.532337050246	0.32467817750214684	0.32467817750214795	0.29465875280666143	0.23298720340016882	1.0	1.0	2.0	0.0	-4965.532337050246
49000	-5554.423924732831	-526.6810311644568	-5027.742893568375	0.2896481342101788	0.2896481342101784	0.6719888605012438	0.8191140124353675	1.0	1.0	2.0	0.0	-5027.742893568375
50000	-5553.97549361315	-567.4578189286185	-4986.517674684532	0.31257366687722943	0.31257366687722726	0.25627772531126647	0.23815135513110106	1.0	1.0	2.0	0.0	-4986.517674684532
51000	-5555.123424360644	-518.6695659179478	-5036.453858442696	0.2848961102626686	0.28489611026266887	1.0409049952333167	1.0979478389493842	1.0	1.0	2.0	0.0	-5036.453858442696
52000	-5556.433425348968	-558.4416161144811	-4997.991809234487	0.306031458287938	0.306031458287937	1.5761401710949148	1.8225939267995384	1.0	1.0	2.0	0.0	-4997.991809234487
53000	-5554.007034161962	-508.84981825218983	-5045.157215909772	0.28038719020356195	0.28038719020356057	0.25346180901434545	0.28199927359225124	1.0	1.0	2.0	0.0	-5045.157215909772
54000	-5556.739093487831	-563.7630944044961	-4992.975999083335	0.3080254604081944	0.30802546040819107	2.588849941871663	2.498082789781136	1.0	1.0	2.0	0.0	-4992.975999083335
55000	-5558.708793985537	-584.1479626023648	-4974.560831383173	0.3192914621717291	0.31929146217172777	2.358474263009711	2.585883375857686	1.0	1.0	2.0	0.0	-4974.560831383173
56000	-5555.858040128656	-560.4953259431794	-4995.362714185477	0.3072001174659312	0.3072001174659303	1.7587374140465295	1.5642851482443825	1.0	1.0	2.0	0.0	-4995.362714185477
57000	-5554.712379850892	-507.61360559704497	-5047.098774253847	0.27906230251433173	0.2790623025143311	0.7664030160712383	0.9471394447553869	1.0	1.0	2.0	0.0	-5047.098774253847
58000	-5554.023217623038	-522.1657992745045	-5031.857418348534	0.2872249961626665	0.2872249961626664	0.6156880455663417	0.7756473403403387	1.0	1.0	2.0	0.0	-5031.857418348534
59000	-5553.913934506936	-560.0402126237414	-4993.873721883195	0.3073845187328938	0.307384518732891	1.2611318228919566	1.2707793541677954	1.0	1.0	2.0	0.0	-4993.873721883195
60000	-5559.153925828074	-578.6647315538418	-4980.4891942742315	0.3171234215619928	0.31712342156199363	1.5734360998382468	1.837962374906066	1.0	1.0	2.0	0.0	-4980.4891942742315
61000	-5553.267355553933	-566.7997997560205	-4986.467555797913	0.31170304626044976	0.31170304626044876	0.7247572330769979	0.6979909504987357	1.0	1.0	2.0	0.0	-4986.467555797913
62000	-5555.353731690346	-546.9472530026412	-5008.406478687704	0.3001286383216187	0.3001286383216187	1.2084225552560524	1.451627043160012	1.0	1.0	2.0	0.0	-5008.406478687704
63000	-5554.318023243177	-524.2021941847362	-5030.115829058441	0.28849359402595615	0.28849359402595603	0.5233734992193434	0.5927017196669817	1.0	1.0	2.0	0.0	-5030.115829058441
64000	-5556.81139540996	-491.041944469418	-5065.769450940542	0.2698161361622406	0.2698161361622407	0.8376502564205122	1.1534993017298005	1.0	1.0	2.0	0.0	-5065.769450940542
65000	-5552.192715598926	-542.2072699786886	-5009.985445620237	0.2988116612581273	0.298811661258129	0.15623304776892277	0.16355710369964332	1.0	1.0	2.0	0.0	-5009.985445620237
66000	-5553.05644800357	-560.2465664870344	-4992.809881516536	0.3080971548113513	0.30809715481134764	0.7296563363194621	0.710114195970852	1.0	1.0	2.0	0.0	-4992.809881516536
67000	-5553.344410617962	-543.0973699418686	-5010.247040676094	0.29896553884783095	0.29896553884782995	0.47051776350447944	0.4589845235809562	1.0	1.0	2.0	0.0	-5010.247040676094
68000	-5556.119754148308	-545.7239516555968	-5010.3958024927115	0.29986754403183324	0.29986754403183224	0.9816391703505541	0.9308600482767262	1.0	1.0	2.0	0.0	-5010.3958024927115
69000	-5552.460027701276	-567.9309093765601	-4984.5291183247155	0.31274289462195276	0.31274289462195315	0.32461867841894104	0.33455522732420434	1.0	1.0	2.0	0.0	-4984.5291183247155
70000	-5554.47886611499	-547.108362797174	-5007.370503317816	0.3000823509624064	0.3000823509624042	1.3883865701909512	1.5171149534307844	1.0	1.0	2.0	0.0	-5007.370503317816
71000	-5553.43401895603	-567.7291366725659	-4985.704882283464	0.3119600686807089	0.311960068680707	0.9709904725425622	0.9127794423319275	1.0	1.0	2.0	0.0	-4985.704882283464
72000	-5552.298451628564	-576.9103535281395	-4975.388098100425	0.31784841557594057	0.3178484155759408	0.16924642442565627	0.1667982729550521	1.0	1.0	2.0	0.0	-4975.388098100425
73000	-5554.436861552403	-567.9053561120063	-4986.531505440396	0.31236082976330165	0.31236082976330115	0.6697005073308331	0.6600711233897273	1.0	1.0	2.0	0.0	-4986.531505440396
74000	-5554.360108226548	-512.0112222277415	-5042.3488859988065	0.28149221322449275	0.2814922132244903	0.7621827675570315	0.9210480866027183	1.0	1.0	2.0	0.0	-5042.3488859988065
75000	-5557.005157957739	-546.6111265970159	-5010.394031360724	0.29939446637018424	0.2993944663701839	1.6666073614094532	1.9950826149975556	1.0	1.0	2.0	0.0	-5010.394031360724
76000	-5553.59175063149	-568.4077155368535	-4985.184035094637	0.31234819525951124	0.3123481952595087	0.9444728634254922	0.9106792237677266	1.0	1.0	2.0	0.0	-4985.184035094637
77000	-5554.175464423728	-580.8139613821796	-4973.3615030415485	0.31932121843516836	0.3193212184351659	0.7728494540046567	0.7832898153004652	1.0	1.0	2.0	0.0	-4973.3615030415485
78000	-5552.866783632201	-525.8504033085635	-5027.016380323637	0.28973718467838155	0.2897371846783821	0.24030080369087325	0.25790630264088277	1.0	1.0	2.0	0.0	-5027.016380323637
79000	-5553.759642432567	-538.913849553663	-5014.845792878904	0.29640412775674235	0.2964041277567415	0.7065138055385652	0.7067569625637898	1.0	1.0	2.0	0.0	-5014.845792878904
80000	-5555.156123512378	-590.1259525523362	-4965.030170960042	0.32515441240684057	0.3251544124068406	0.1150893099885073	0.12480199288135838	1.0	1.0	2.0	0.0	-4965.030170960042
81000	-5553.086585838355	-561.6989846994073	-4991.3876011389475	0.30918656796423427	0.30918656796423316	0.46139597685923806	0.4457777549995424	1.0	1.0	2.0	0.0	-4991.3876011389475
82000	-5555.569672298954	-537.7524563029635	-5017.81721599599	0.2961731943974773	0.29617319439747347	0.29405342619700625	0.3786223678262926	1.0	1.0	2.0	0.0	-5017.81721599599
83000	-5553.6648524186885	-546.6201534668601	-5007.044698951829	0.3004518151508005	0.30045181515079966	0.8084490946091277	0.935627299458107	1.0	1.0	2.0	0.0	-5007.044698951829
84000	-5553.6591773418	-546.1810237384624	-5007.478153603338	0.3000591136332449	0.30005911363324284	1.00040190446133	1.0201022730370308	1.0	1.0	2.0	0.0	-5007.478153603338
85000	-5552.595114254581	-556.3741614099124	-4996.220952844668	0.30656279648078844	0.3065627964807861	0.19126533322042305	0.17185843926764455	1.0	1.0	2.0	0.0	-4996.220952844668
86000	-5552.36275143444	-566.6315674030866	-4985.731184031353	0.312078504949483	0.3120785049494832	0.29638934100469916	0.2740111663094331	1.0	1.0	2.0	0.0	-4985.731184031353
87000	-5557.2045246607595	-526.1975101561543	-5031.007014504605	0.28755630506328855	0.28755630506328456	2.1199332089134355	2.6993968505430077	1.0	1.0	2.0	0.0	-5031.007014504605
88000	-5554.58204423528	-567.4102625305603	-4987.171781704719	0.31210764956180137	0.3121076495618	0.6607327256560636	0.6352591587363693	1.0	1.0	2.0	0.0	-4987.171781704719
89000	-5554.571265438348	-561.8402301455186	-4992.731035292829	0.3088866056291917	0.3088866056291933	0.7835080244712215	0.8114706108318963	1.0	1.0	2.0	0.0	-4992.731035292829
90000	-5553.676070720011	-573.1484582140826	-4980.527612505928	0.3152008966572148	0.3152008966572118	0.7450153426517341	0.6530600635223658	1.0	1.0	2.0	0.0	-4980.527612505928
91000	-5556.5967307896635	-574.6490479823764	-4981.9476828072875	0.3146202463471522	0.3146202463471515	2.1124717646262865	1.84417511276317	1.0	1.0	2.0	0.0	-4981.9476828072875
92000	-5554.789973352306	-557.3219570459567	-4997.468016306349	0.30609593520326256	0.3060959352032593	1.0243336611280944	1.1372573788264633	1.0	1.0	2.0	0.0	-4997.468016306349
93000	-5555.367360782538	-561.9245777830081	-4993.442782999529	0.30845717904662856	0.30845717904662895	1.1549963028341321	1.3067862278352174	1.0	1.0	2.0	0.0	-4993.442782999529
94000	-5552.503174820738	-532.5604454309419	-5019.942729389797	0.2933440715909426	0.29334407159094084	0.2908558871913901	0.3449574144662462	1.0	1.0	2.0	0.0	-5019.942729389797
95000	-5553.605303137507	-564.899435602141	-4988.7058675353655	0.3104897502928878	0.3104897502928865	0.8536032172894044	0.8795066605707966	1.0	1.0	2.0	0.0	-4988.7058675353655
96000	-5553.397297186299	-553.6382500595083	-4999.75904712679	0.304884646773089	0.30488464677308547	0.3351039512219769	0.34988377718989366	1.0	1.0	2.0	0.0	-4999.75904712679
97000	-5556.512582778091	-570.3089680347197	-4986.203614743372	0.3118464178354086	0.31184641783540507	2.306596483986073	2.364085583308093	1.0	1.0	2.0	0.0	-4986.203614743372
98000	-5554.388471313359	-533.8228265288964	-5020.565644784463	0.29352497354988627	0.2935249735498847	0.7800407464302669	0.7885177853940512	1.0	1.0	2.0	0.0	-5020.565644784463
99000	-5556.718551273188	-538.550781658478	-5018.16776961471	0.29505783575199085	0.29505783575199346	1.699421756767669	1.8039491967774284	1.0	1.0	2.0	0.0	-5018.16776961471
100000	-5556.06321191965	-536.9202549019416	-5019.142957017708	0.2945771611540012	0.29457716115399973	1.386854324703136	1.3618614998847336	1.0	1.0	2.0	0.0	-5019.142957017708
101000	-5555.196632039325	-523.0231285478118	-5032.173503491513	0.28738317691717663	0.2873831769171777	0.9693085820736389	0.9911165743937334	1.0	1.0	2.0	0.0	-5032.173503491513
102000	-5557.528582973446	-483.1322471228175	-5074.396335850628	0.26617869063582733	0.26617869063582505	0.2719911859419098	0.4381286282016493	1.0	1.0	2.0	0.0	-5074.396335850628
103000	-5553.1511166843475	-527.7490491086559	-5025.402067575692	0.2905316781959179	0.29053167819591724	0.4324642165130496	0.5166633729305662	1.0	1.0	2.0	0.0	-5025.402067575692
104000	-5554.864414753149	-547.3893000754506	-5007.475114677698	0.30019217029768536	0.3001921702976826	1.5215295081528004	1.4648029150739799	1.0	1.0	2.0	0.0	-5007.475114677698
105000	-5554.319453316469	-547.3484063331132	-5006.971046983355	0.30145515220490104	0.3014551522048983	0.28869355696502735	0.35541805565415274	1.0	1.0	2.0	0.0	-5006.971046983355
106000	-5554.568048448673	-571.2894936093874	-4983.278554839286	0.3134287542933735	0.31342875429337175	1.3977396211753637	1.3703323363539208	1.0	1.0	2.0	0.0	-4983.278554839286
107000	-5553.432011323734	-575.857764386091	-4977.574246937643	0.31702932366224623	0.3170293236622451	0.3850140801489719	0.390868549450328	1.0	1.0	2.0	0.0	-4977.574246937643
108000	-5556.138802042582	-508.46719834247983	-5047.671603700102	0.2790157868823766	0.27901578688237444	1.1821053514355953	1.4697937816809967	1.0	1.0	2.0	0.0	-5047.671603700102
109000	-5556.176935432219	-536.9392619893509	-5019.237673442868	0.2936863032599618	0.29368630325996337	2.0615362976208393	2.3294861406295118	1.0	1.0	2.0	0.0	-5019.237673442868
110000	-5555.2546364145055	-519.6344225906876	-5035.620213823818	0.28506758039009666	0.28506758039009555	1.2600354302665566	1.5312160341816206	1.0	1.0	2.0	0.0	-5035.620213823818
111000	-5553.265280168492	-517.2749302222138	-5035.990349946278	0.28510254713915306	0.28510254713915173	0.17758267531460992	0.1904589771803708	1.0	1.0	2.0	0.0	-5035.990349946278
112000	-5554.72221326676	-557.8970573657747	-4996.825155900986	0.3059406364222201	0.3059406364222205	1.4690025327258747	1.550660223616671	1.0	1.0	2.0	0.0	-4996.825155900986
113000	-5553.9937700076325	-528.8450648533907	-5025.148705154242	0.29070114359256244	0.2907011435925591	0.8219096243191879	0.9144345130035685	1.0	1.0	2.0	0.0	-5025.148705154242
114000	-5554.001764697804	-567.52428475908	-4986.477479938724	0.311808331560558	0.3118083315605586	0.960508010237468	0.9948869883849568	1.0	1.0	2.0	0.0	-4986.477479938724
115000	-5553.069352855899	-536.8593303998887	-5016.21002245601	0.29543151937751894	0.2954315193775179	0.5142990051080366	0.6167058966067	1.0	1.0	2.0	0.0	-5016.21002245601
116000	-5553.922674330033	-523.9122687969948	-5030.0104055330385	0.28797210591470784	0.28797210591470573	0.8069476091359006	0.9694632812274976	1.0	1.0	2.0	0.0	-5030.0104055330385
117000	-5555.128423829506	-512.4819024851315	-5042.646521344374	0.28155758452544843	0.28155758452544893	0.9191483906072214	1.1156397545732324	1.0	1.0	2.0	0.0	-5042.646521344374
118000	-5554.203524743949	-538.8709015460199	-5015.332623197929	0.29566663791662073	0.2956666379166181	1.296248035549533	1.4179026619667185	1.0	1.0	2.0	0.0	-5015.332623197929
119000	-5554.145967132048	-515.861049852047	-5038.2849172800015	0.283922720314429	0.2839227203144286	0.5302493509146953	0.573831404297698	1.0	1.0	2.0	0.0	-5038.2849172800015
120000	-5552.6100325805355	-558.7100041362816	-4993.900028444254	0.3074543969959573	0.30745439699595917	0.5360244000012909	0.538352957482306	1.0	1.0	2.0	0.0	-4993.900028444254
121000	-5553.458535595224	-585.9739018774733	-4967.4846337177505	0.32266090266188496	0.32266090266188374	0.3184598154890912	0.3126038104826257	1.0	1.0	2.0	0.0	-4967.4846337177505
122000	-5556.60830630176	-579.7767567979128	-4976.831549503848	0.31741920670911633	0.3174192067091152	2.1360114080985952	1.8484765018019251	1.0	1.0	2.0	0.0	-4976.831549503848
123000	-5554.9952779291225	-565.6665858798016	-4989.328692049321	0.31117115512783217	0.31117115512782806	0.6893306165982002	0.5693524978030708	1.0	1.0	2.0	0.0	-4989.328692049321
124000	-5557.1167711614	-491.1563509674528	-5065.960420193947	0.2700274850257419	0.2700274850257403	0.6897666835269468	1.0306424044002318	1.0	1.0	2.0	0.0	-5065.960420193947
125000	-5552.843178272689	-580.8150559762532	-4972.028122296436	0.3201587535256532	0.3201587535256495	0.01558968801066917	0.01562219022749984	1.0	1.0	2.0	0.0	-4972.028122296436
126000	-5553.413330284756	-535.4832505017042	-5017.930079783052	0.29487773259292804	0.2948777325929263	0.35496268331360653	0.4090558291355574	1.0	1.0	2.0	0.0	-5017.930079783052
127000	-5554.008812284131	-577.9264086622562	-4976.082403621875	0.31744686818186396	0.3174468681818634	1.0676456041822886	1.0160935608158406	1.0	1.0	2.0	0.0	-4976.082403621875
128000	-5553.474065367524	-527.1240250499247	-5026.350040317599	0.28985302171152916	0.2898530217115275	0.7300219343725127	0.8307285502575057	1.0	1.0	2.0	0.0	-5026.350040317599
129000	-5552.6968632476855	-563.2041614079449	-4989.492701839741	0.31010790105361913	0.3101079010536175	0.37350318975973257	0.3600950440097096	1.0	1.0	2.0	0.0	-4989.492701839741
130000	-5555.629247455736	-588.9593697104222	-4966.669877745314	0.32393573894013616	0.3239357389401368	0.6380291508031695	0.6557222426782523	1.0	1.0	2.0	0.0	-4966.669877745314
131000	-5552.182878283057	-564.1707043392024	-4988.012173943855	0.31062658718185604	0.3106265871818538	0.3858137170882188	0.3692363600047376	1.0	1.0	2.0	0.0	-4988.012173943855
132000	-5552.798437071754	-538.7474545381177	-5014.050982533637	0.2966023320003958	0.29660233200039304	0.4322045073461129	0.45351100177434495	1.0	1.0	2.0	0.0	-5014.050982533637
133000	-5557.1626119226885	-515.2658039347356	-5041.896807987953	0.2824919616117851	0.2824919616117847	1.536428570047703	1.5795937009670227	1.0	1.0	2.0	0.0	-5041.896807987953
134000	-5554.236780828053	-577.3723110662683	-4976.864469761785	0.31701492569370854	0.3170149256937067	1.180384268459063	1.136278901168073	1.0	1.0	2.0	0.0	-4976.864469761785
135000	-5557.259382941916	-505.63062024320624	-5051.62876269871	0.2776029845223433	0.27760298452234167	1.134436946461509	1.2553946305139407	1.0	1.0	2.0	0.0	-5051.62876269871
136000	-5553.464822649035	-536.0321389032763	-5017.432683745759	0.29517336992462123	0.29517336992462045	0.3936998613950295	0.38050544040224477	1.0	1.0	2.0	0.0	-5017.432683745759
137000	-5553.700545194193	-570.9728591198174	-4982.727686074376	0.31415742536048147	0.3141574253604822	0.5860906238746064	0.5376578106715729	1.0	1.0	2.0	0.0	-4982.727686074376
138000	-5553.988613701296	-513.7344389089843	-5040.254174792312	0.2828099111267107	0.2828099111267104	0.4341156239928065	0.5711598166952578	1.0	1.0	2.0	0.0	-5040.254174792312
139000	-5553.865193355573	-570.3868865245516	-4983.478306831022	0.31354902382099137	0.31354902382098926	0.8056276051412052	0.8406976920664643	1.0	1.0	2.0	0.0	-4983.478306831022
140000	-5554.9854396468345	-569.097532490327	-4985.887907156507	0.3120139695298256	0.31201396952982585	1.6408729562137625	1.5130812077833462	1.0	1.0	2.0	0.0	-4985.887907156507
141000	-5556.359882216233	-544.1443544826269	-5012.215527733606	0.29932938244432616	0.2993293824443287	0.5828028021409376	0.7307074691166534	1.0	1.0	2.0	0.0	-5012.215527733606
142000	-5555.809214504084	-495.7456124969012	-5060.063602007182	0.27301881400685224	0.27301881400684935	0.34854336973236727	0.509977078035707	1.0	1.0	2.0	0.0	-5060.063602007182
143000	-5561.912708833302	-562.0975578707443	-4999.815150962558	0.3075402503761088	0.3075402503761071	1.9019628853486454	2.4035346149333785	1.0	1.0	2.0	0.0	-4999.815150962558
144000	-5554.428467151218	-517.7984144663861	-5036.630052684832	0.284856634008804	0.28485663400880057	0.5938262236172981	0.7458100061311614	1.0	1.0	2.0	0.0	-5036.630052684832
145000	-5552.474991635283	-569.3973469922937	-4983.077644642989	0.3138210593584463	0.31382105935844473	0.07832039635539474	0.0827976733151207	1.0	1.0	2.0	0.0	-4983.077644642989
146000	-5552.779052530022	-563.2485512515497	-4989.530501278473	0.3103268566379364	0.31032685663793463	0.18079235789325257	0.19823949436015298	1.0	1.0	2.0	0.0	-4989.530501278473
147000	-5556.114371252315	-541.1372370214916	-5014.977134230824	0.2967439566800016	0.29674395667999875	1.5275569581341548	1.4898780599837351	1.0	1.0	2.0	0.0	-5014.977134230824
148000	-5557.8480820918185	-573.733883394026	-4984.114198697793	0.31356577011887576	0.3135657701188714	2.6710920349384004	2.291717199830144	1.0	1.0	2.0	0.0	-4984.114198697793
149000	-5556.731807263153	-588.9506323594272	-4967.781174903726	0.32267226138722754	0.32267226138722727	1.7832261154247995	1.8038721078118425	1.0	1.0	2.0	0.0	-4967.781174903726
