# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Sep 13 11:31:08 CEST 2022 [seed=1663061462585]
# Iota_DTA.xml
state	joint	prior	likelihood	location.clock.rate	location.meanRate	location.rates.NYC_counties.other	location.rates.other.NYC_counties	location.indicators.NYC_counties.other	location.indicators.other.NYC_counties	location.nonZeroRates	location.branchRates	location.treeLikelihood
0	-5559.182055993301	-1239.900323929595	-4319.281732063706	1.0	1.0	1.0	1.0	1.0	1.0	2.0	0.0	-4319.281732063706
1000	-4893.357030571362	-721.7585295808576	-4171.598500990504	0.580927281362604	0.5809272813626069	2.8791220335515297	0.5638519193024597	1.0	1.0	2.0	0.0	-4171.598500990504
2000	-4894.297595193223	-699.5424619021227	-4194.755133291101	0.5637285496527724	0.5637285496527688	2.1459358506203223	0.408594974915755	1.0	1.0	2.0	0.0	-4194.755133291101
3000	-4891.248332129973	-736.1225449541773	-4155.125787175796	0.5939845724010613	0.593984572401057	1.351593449486322	0.263740205678489	1.0	1.0	2.0	0.0	-4155.125787175796
4000	-4891.096140492028	-760.5688854546622	-4130.527255037366	0.6143444737590371	0.6143444737590308	0.6862732799031961	0.12864293676947836	1.0	1.0	2.0	0.0	-4130.527255037366
5000	-4890.111954718332	-742.9737252435193	-4147.138229474813	0.6007540373879993	0.6007540373879994	0.05994320682867452	0.012211215565396614	1.0	1.0	2.0	0.0	-4147.138229474813
6000	-4891.042350585052	-733.7007856545667	-4157.341564930485	0.5925790549985692	0.592579054998566	0.7795689086761761	0.15690140685115694	1.0	1.0	2.0	0.0	-4157.341564930485
7000	-4891.243012956883	-725.3888645660054	-4165.8541483908775	0.5856892178875526	0.585689217887555	0.9838468969625028	0.18440786612167134	1.0	1.0	2.0	0.0	-4165.8541483908775
8000	-4893.785093852256	-682.2310061786021	-4211.554087673654	0.5517623985459815	0.5517623985459842	0.0680654598544256	0.014142943680305034	1.0	1.0	2.0	0.0	-4211.554087673654
9000	-4894.038675293998	-739.3631144515002	-4154.675560842497	0.5945382092723493	0.5945382092723488	3.467445842180441	0.701926938448434	1.0	1.0	2.0	0.0	-4154.675560842497
