# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Sep 13 16:35:44 CEST 2022 [seed=1663079604808]
# Delta_DTA.xml
state	location.rates.NYC_counties.other	location.rates.other.NYC_counties	location.indicators.NYC_counties.other	location.indicators.other.NYC_counties	location.nonZeroRates
0	1.0	1.0	1.0	1.0	2.0
1000	0.40497504754883684	1.153692520945839	1.0	1.0	2.0
2000	0.3197092629669789	0.9510785163616233	1.0	1.0	2.0
3000	0.4349102038705436	1.098318920821474	1.0	1.0	2.0
4000	0.7063789903514655	2.110631785986926	1.0	1.0	2.0
5000	0.4757104525217494	1.214752557309226	1.0	1.0	2.0
6000	0.08410821728770583	0.22057918303691254	1.0	1.0	2.0
7000	0.11254399769462115	0.27993433705444903	1.0	1.0	2.0
8000	0.15365694852734624	0.37327420027773467	1.0	1.0	2.0
9000	0.32885964693708963	0.8667371287692616	1.0	1.0	2.0
10000	0.36892337561920985	1.0020905145642631	1.0	1.0	2.0
11000	0.6419163010665472	1.7879019710999817	1.0	1.0	2.0
12000	0.14329722472686837	0.3762195996981175	1.0	1.0	2.0
13000	0.19308719620690776	0.6250535668292908	1.0	1.0	2.0
14000	0.2979585051194602	0.8919952303484747	1.0	1.0	2.0
15000	0.4016833179274212	1.051123358684228	1.0	1.0	2.0
16000	0.5434416386671744	1.4623479485385573	1.0	1.0	2.0
17000	0.6988660836014469	1.8398298701376539	1.0	1.0	2.0
18000	0.532132356115974	1.4603141070155314	1.0	1.0	2.0
19000	0.1566494790745685	0.4508373415406593	1.0	1.0	2.0
20000	0.22658879368175297	0.5943364235009045	1.0	1.0	2.0
21000	0.8715753978629128	2.3334586673958135	1.0	1.0	2.0
22000	0.875160037547208	2.427425051911602	1.0	1.0	2.0
23000	1.2436652146356377	4.050785352257503	1.0	1.0	2.0
24000	0.5165326973260163	1.4985506772594241	1.0	1.0	2.0
25000	0.298050104039177	0.8333657268073027	1.0	1.0	2.0
26000	0.6294861561464296	1.7204612462292808	1.0	1.0	2.0
27000	0.25883899880864203	0.6972096254779593	1.0	1.0	2.0
28000	0.28956626533781793	0.7792252051032317	1.0	1.0	2.0
29000	0.3055601115364062	0.8528182142797043	1.0	1.0	2.0
30000	0.358161330592801	0.9602873482828582	1.0	1.0	2.0
31000	0.2613767005475651	0.7785061048725369	1.0	1.0	2.0
32000	1.0832197067969764	2.9836009224446998	1.0	1.0	2.0
33000	0.7591602686690484	1.9300876326660963	1.0	1.0	2.0
34000	0.4977772540615357	1.4264548664149157	1.0	1.0	2.0
35000	0.8989213958842908	2.6438346718949814	1.0	1.0	2.0
36000	1.7619095327936818	4.131516457385002	1.0	1.0	2.0
37000	0.8185642092179047	2.2929355675442156	1.0	1.0	2.0
38000	0.22556146375704123	0.6260678605785595	1.0	1.0	2.0
39000	0.26069427035801224	0.7736402406000363	1.0	1.0	2.0
40000	0.6860005093499869	1.9842826606765671	1.0	1.0	2.0
41000	1.4747030328891544	4.331349157950461	1.0	1.0	2.0
42000	0.2991949250734184	0.8540949883789893	1.0	1.0	2.0
43000	0.17152255633191996	0.5870231406268006	1.0	1.0	2.0
44000	0.8490619947536985	2.548855490928838	1.0	1.0	2.0
45000	0.11891011478373542	0.3102806870784772	1.0	1.0	2.0
46000	0.36729962597359306	1.0426055381078443	1.0	1.0	2.0
47000	0.5240995359644934	1.4596790700147617	1.0	1.0	2.0
48000	0.2226712804156571	0.6111744070513735	1.0	1.0	2.0
49000	0.11251815429314663	0.3159914559752059	1.0	1.0	2.0
50000	0.457907876549238	1.3354399961131953	1.0	1.0	2.0
51000	0.5678921093709779	1.5607729213938224	1.0	1.0	2.0
52000	1.0519255495062967	3.089620182347043	1.0	1.0	2.0
53000	0.31953976069914997	0.817196825366747	1.0	1.0	2.0
54000	0.6186640422729962	1.6392375574145557	1.0	1.0	2.0
55000	0.08509986422354601	0.25861879742953975	1.0	1.0	2.0
56000	1.2692880873475418	3.420840306881634	1.0	1.0	2.0
57000	0.8805701646099883	2.4888315322055306	1.0	1.0	2.0
58000	0.11230173018887481	0.3244644477330223	1.0	1.0	2.0
59000	0.13903578085298388	0.35509069243388053	1.0	1.0	2.0
60000	0.31185392614711177	0.9622759701629839	1.0	1.0	2.0
61000	1.3266143434256743	3.368317762152732	1.0	1.0	2.0
62000	0.32372489780024394	0.8141924369195721	1.0	1.0	2.0
63000	0.40002421479239697	1.0526831225176008	1.0	1.0	2.0
64000	0.4217038972692295	1.1795069972095475	1.0	1.0	2.0
65000	0.5419294838717048	1.5272327869438223	1.0	1.0	2.0
66000	0.280695571574532	0.8182411345681468	1.0	1.0	2.0
67000	1.0551344891671024	2.8503173155354418	1.0	1.0	2.0
68000	0.7659140787873191	2.0851022520883933	1.0	1.0	2.0
69000	0.4499575254459988	1.2576250509259563	1.0	1.0	2.0
70000	1.2333490817698765	2.9985503091349797	1.0	1.0	2.0
71000	0.978808968023135	3.0224597410723226	1.0	1.0	2.0
72000	1.4467537241728656	3.6275472464850256	1.0	1.0	2.0
73000	0.3918392752197201	1.1568574167631656	1.0	1.0	2.0
74000	0.7453538132055697	2.03492204691799	1.0	1.0	2.0
75000	0.28232433881845165	0.7825381357136539	1.0	1.0	2.0
76000	0.26986150968658673	0.767601217127023	1.0	1.0	2.0
77000	0.4012267601391436	1.103799036410401	1.0	1.0	2.0
78000	0.12289234661243026	0.32769649105911947	1.0	1.0	2.0
79000	0.6490379947876707	1.8028954447165808	1.0	1.0	2.0
80000	0.11010625167814887	0.3287751526816531	1.0	1.0	2.0
81000	0.6568431874783033	1.8016790405831293	1.0	1.0	2.0
82000	0.39239752254741606	0.9992834127012854	1.0	1.0	2.0
83000	0.6772758957415168	1.815444668016415	1.0	1.0	2.0
84000	0.9245422627191642	2.575666590532451	1.0	1.0	2.0
85000	0.5746459002304832	1.6758196806993944	1.0	1.0	2.0
86000	0.4011423734009881	1.1420372911839196	1.0	1.0	2.0
87000	1.2426766621788996	3.4777394473192675	1.0	1.0	2.0
88000	2.2602694315511234	5.301243946646069	1.0	1.0	2.0
89000	0.11281027093239866	0.3604039753180498	1.0	1.0	2.0
