# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Sep 13 11:31:08 CEST 2022 [seed=1663061462585]
# Iota_DTA.xml
state	location.rates.NYC_counties.other	location.rates.other.NYC_counties	location.indicators.NYC_counties.other	location.indicators.other.NYC_counties	location.nonZeroRates
66000	2.170877615201827	0.46092715959256586	1.0	1.0	2.0
67000	2.864934485939075	0.6998620676563163	1.0	1.0	2.0
68000	2.4934748377808176	0.5062801820529927	1.0	1.0	2.0
69000	0.8305838104036197	0.1591831693987766	1.0	1.0	2.0
70000	1.6743779624743262	0.3076019863237992	1.0	1.0	2.0
71000	0.8765068908685217	0.19572898934611302	1.0	1.0	2.0
72000	3.0260902364465894	0.6382182311804317	1.0	1.0	2.0
73000	0.3958139707246085	0.08039378590726562	1.0	1.0	2.0
74000	2.124178395392125	0.4756533631287799	1.0	1.0	2.0
75000	1.1640751182826135	0.21451066281247985	1.0	1.0	2.0
76000	1.726001695311245	0.3762601507988296	1.0	1.0	2.0
77000	0.629356264964301	0.145796299084629	1.0	1.0	2.0
78000	2.809665601458246	0.6133583810991801	1.0	1.0	2.0
79000	0.9569759110157404	0.19779235508968573	1.0	1.0	2.0
80000	0.17190692426187842	0.033951431207082695	1.0	1.0	2.0
81000	0.6843729344687843	0.12999243273995215	1.0	1.0	2.0
82000	0.49780199694963634	0.09308434466516062	1.0	1.0	2.0
83000	4.148111429805956	0.8271178837422216	1.0	1.0	2.0
84000	1.0890259236205384	0.21326004136487295	1.0	1.0	2.0
85000	1.8046085299149763	0.3293956654985718	1.0	1.0	2.0
86000	0.6709659826136266	0.12204009193636582	1.0	1.0	2.0
87000	1.9468170615871836	0.382535703442744	1.0	1.0	2.0
88000	2.810363636515078	0.5439060103502683	1.0	1.0	2.0
89000	3.169841667345161	0.5812117822821137	1.0	1.0	2.0
90000	2.0093969637082565	0.3918809954809277	1.0	1.0	2.0
91000	5.242547372243598	1.148675226327986	1.0	1.0	2.0
92000	0.6635584438497425	0.1288065627160108	1.0	1.0	2.0
93000	2.886087365300983	0.5426734799115333	1.0	1.0	2.0
94000	0.7022432621089904	0.14958033694611042	1.0	1.0	2.0
95000	3.5295852448807286	0.7252199208911768	1.0	1.0	2.0
96000	0.20543760545778966	0.040194747078512075	1.0	1.0	2.0
97000	2.3099488889608444	0.49462118922323606	1.0	1.0	2.0
98000	0.9315121485171375	0.1964776738599849	1.0	1.0	2.0
99000	0.15372368268817532	0.03138324680725475	1.0	1.0	2.0
100000	0.20136119343830478	0.038194993824359626	1.0	1.0	2.0
101000	3.5399957904804027	0.7424281889911869	1.0	1.0	2.0
102000	0.2974728026084305	0.05144837126457269	1.0	1.0	2.0
103000	3.2331917481985104	0.6560828678177147	1.0	1.0	2.0
104000	2.099914606411474	0.41276111371991914	1.0	1.0	2.0
105000	2.177783911820823	0.4735282946062288	1.0	1.0	2.0
106000	1.5282051152342975	0.29967651644512966	1.0	1.0	2.0
107000	0.9078814203977962	0.15419894345299678	1.0	1.0	2.0
108000	2.720920968966437	0.5512357330788418	1.0	1.0	2.0
109000	1.6259420622154768	0.33364174425918414	1.0	1.0	2.0
110000	2.844700496853552	0.5477792437027174	1.0	1.0	2.0
111000	0.27076504495934867	0.0535975219620788	1.0	1.0	2.0
112000	1.8959774947534667	0.3361903394079034	1.0	1.0	2.0
113000	1.3110402814552315	0.24738145277566864	1.0	1.0	2.0
114000	1.8162680146718702	0.3709806821681884	1.0	1.0	2.0
115000	1.857904653042259	0.4050835424404078	1.0	1.0	2.0
116000	0.777292426470763	0.16050931020040163	1.0	1.0	2.0
117000	0.9444334393989609	0.1907995960443315	1.0	1.0	2.0
118000	0.7793589235661141	0.15437001564468283	1.0	1.0	2.0
119000	1.4778477241647376	0.2598696009508774	1.0	1.0	2.0
120000	3.2801590485030556	0.6022206469919484	1.0	1.0	2.0
121000	2.5902534299722215	0.508569119205658	1.0	1.0	2.0
122000	1.9423284008138493	0.393956971586021	1.0	1.0	2.0
123000	1.1818281741406307	0.20571068559814268	1.0	1.0	2.0
124000	0.907019717786493	0.18841886681957185	1.0	1.0	2.0
125000	0.3312367007852398	0.07094833055435035	1.0	1.0	2.0
126000	0.3590944911492175	0.062070562551134974	1.0	1.0	2.0
127000	0.5210716162072181	0.11930102516074129	1.0	1.0	2.0
128000	0.5118041632989299	0.10013536029101519	1.0	1.0	2.0
129000	1.5597773311995917	0.3077762959374454	1.0	1.0	2.0
130000	1.0782838646882804	0.2096050530792918	1.0	1.0	2.0
131000	2.3666277093144594	0.4461536785164355	1.0	1.0	2.0
132000	2.5236441231889755	0.4644079021791201	1.0	1.0	2.0
133000	0.5752573695040628	0.13009569190213738	1.0	1.0	2.0
134000	0.48846538387023325	0.09649508096996072	1.0	1.0	2.0
135000	0.9937866600827397	0.18407811045546693	1.0	1.0	2.0
136000	0.8729559543554182	0.17216324245636822	1.0	1.0	2.0
137000	1.2859510321619354	0.22357939056714718	1.0	1.0	2.0
138000	0.3608812191911911	0.06920425564376657	1.0	1.0	2.0
139000	0.6305477485366769	0.11327368165411868	1.0	1.0	2.0
140000	3.3174024144960854	0.6688809859774262	1.0	1.0	2.0
141000	1.5289695963740357	0.31941950748884423	1.0	1.0	2.0
142000	0.2539827111714026	0.04841576042919655	1.0	1.0	2.0
143000	0.7275694420004806	0.13945896273097327	1.0	1.0	2.0
144000	3.3233777001884794	0.7567381528973719	1.0	1.0	2.0
145000	3.63889429877735	0.7174791780209689	1.0	1.0	2.0
146000	0.16865528348306358	0.032736804527015856	1.0	1.0	2.0
147000	2.96636987990475	0.600128105570906	1.0	1.0	2.0
148000	1.0954320458463993	0.2012550609613152	1.0	1.0	2.0
149000	1.171139476975974	0.21883537604377823	1.0	1.0	2.0
150000	1.0501707907258566	0.19120696141945187	1.0	1.0	2.0
151000	7.70596071997547	1.5265281799372123	1.0	1.0	2.0
152000	2.3688754215544088	0.49721934498997034	1.0	1.0	2.0
153000	0.3457467510291733	0.06710909713949824	1.0	1.0	2.0
154000	0.9071256319823369	0.20447639391596797	1.0	1.0	2.0
155000	2.662200383579118	0.5184887419306076	1.0	1.0	2.0
156000	3.2241121032328732	0.6456521776791335	1.0	1.0	2.0
157000	0.7014168536205296	0.1322660282822536	1.0	1.0	2.0
158000	2.1843021854937517	0.424511833648979	1.0	1.0	2.0
159000	0.9870818915707437	0.18773781063763015	1.0	1.0	2.0
160000	0.20549488183412049	0.041633704539728277	1.0	1.0	2.0
161000	1.254393259292667	0.263867921098353	1.0	1.0	2.0
162000	0.2775466579414282	0.05953135365141662	1.0	1.0	2.0
163000	2.3797954723202843	0.4377478483269854	1.0	1.0	2.0
164000	1.6675158632321598	0.305308375129231	1.0	1.0	2.0
165000	2.2720897830249847	0.41134619983408144	1.0	1.0	2.0
166000	1.3996524411287579	0.2782253481888881	1.0	1.0	2.0
167000	0.3448403922691096	0.06645111782613664	1.0	1.0	2.0
168000	1.0442956410242346	0.20308614314558887	1.0	1.0	2.0
169000	0.5106098105921172	0.08900233630468704	1.0	1.0	2.0
170000	2.5525541796705937	0.4904194767545204	1.0	1.0	2.0
171000	1.7047611729134067	0.35162448556354475	1.0	1.0	2.0
172000	3.2256115744232723	0.5638584373222916	1.0	1.0	2.0
173000	0.4708271014646653	0.10962574000510258	1.0	1.0	2.0
174000	3.44529567920104	0.6727877953401835	1.0	1.0	2.0
175000	0.7927074955383234	0.18340218196126268	1.0	1.0	2.0
176000	1.2447197951989253	0.22162024560940793	1.0	1.0	2.0
177000	3.1747067539184344	0.5662988123192245	1.0	1.0	2.0
178000	1.739148439562627	0.38488419683408626	1.0	1.0	2.0
179000	1.9940658006573175	0.3749107375328892	1.0	1.0	2.0
180000	1.8826584192218578	0.35801091426518983	1.0	1.0	2.0
181000	1.0983094355514014	0.21276146188202621	1.0	1.0	2.0
182000	1.017154989279334	0.18353094588382254	1.0	1.0	2.0
183000	0.6350169865785579	0.14662682930341836	1.0	1.0	2.0
184000	1.5361901610920177	0.3102299114288821	1.0	1.0	2.0
185000	0.4586304731135172	0.07131153612145208	1.0	1.0	2.0
186000	0.682557301409819	0.13323272485200888	1.0	1.0	2.0
187000	1.1607854680372036	0.2180489228057241	1.0	1.0	2.0
188000	1.1524884122393604	0.25661380992576927	1.0	1.0	2.0
189000	2.4184201014224462	0.42014998845544915	1.0	1.0	2.0
190000	4.873061998309515	0.9739572473626636	1.0	1.0	2.0
191000	0.46437051646168853	0.09427497771409703	1.0	1.0	2.0
192000	1.0898532259204152	0.23262241036476955	1.0	1.0	2.0
193000	1.2543431612165457	0.22496281905732193	1.0	1.0	2.0
194000	0.9736690503848372	0.17415459988897064	1.0	1.0	2.0
195000	0.8403408355339307	0.17000974386105386	1.0	1.0	2.0
196000	0.7407465455541042	0.1498841366728351	1.0	1.0	2.0
197000	0.7073301952219374	0.13434632108405248	1.0	1.0	2.0
198000	0.09661023820440877	0.019555581892726947	1.0	1.0	2.0
199000	0.8389640570373353	0.1481905265946159	1.0	1.0	2.0
200000	1.1843981030451651	0.2345527744945206	1.0	1.0	2.0
201000	1.478735303128132	0.2925427688242497	1.0	1.0	2.0
202000	3.544653894239862	0.6883630420964874	1.0	1.0	2.0
203000	0.8060921744437101	0.15099372034023084	1.0	1.0	2.0
204000	0.874610317656333	0.17105572927406804	1.0	1.0	2.0
205000	1.4506546917203123	0.2680048174417312	1.0	1.0	2.0
206000	2.1470546838199334	0.4539391656677053	1.0	1.0	2.0
207000	2.273021899222736	0.43069026293748797	1.0	1.0	2.0
208000	4.267085490766551	0.8817840188008107	1.0	1.0	2.0
209000	2.1396456557058436	0.4404966718347675	1.0	1.0	2.0
210000	1.9609332909622355	0.35432825143852226	1.0	1.0	2.0
211000	3.4295826170587627	0.7306587512009579	1.0	1.0	2.0
212000	0.34370976268076847	0.06352372718261719	1.0	1.0	2.0
213000	0.8407628700425321	0.18078948613055468	1.0	1.0	2.0
214000	0.8844053762820203	0.16869715539547997	1.0	1.0	2.0
215000	0.9701954055377415	0.16252772427336995	1.0	1.0	2.0
216000	0.6953021359669559	0.1350930468876915	1.0	1.0	2.0
217000	0.9896353538748867	0.19368599846645376	1.0	1.0	2.0
218000	0.8081431232876961	0.14838730375781592	1.0	1.0	2.0
219000	0.7053175017975702	0.15078750722695589	1.0	1.0	2.0
220000	2.0895401356696435	0.4562685200959139	1.0	1.0	2.0
221000	2.0396653169361834	0.3965998547082162	1.0	1.0	2.0
222000	1.2665117194385522	0.2558294380012641	1.0	1.0	2.0
223000	0.41901833102296937	0.0959360283506374	1.0	1.0	2.0
224000	0.7831968532548801	0.14979339632250988	1.0	1.0	2.0
225000	0.05658908719143689	0.010886786243151059	1.0	1.0	2.0
226000	1.7616172807836934	0.37676921704726374	1.0	1.0	2.0
227000	0.9168134922676224	0.16862868007959497	1.0	1.0	2.0
228000	0.6895012057066019	0.13469995179571043	1.0	1.0	2.0
229000	3.5266352000809555	0.6820504242817658	1.0	1.0	2.0
230000	1.1701401323625413	0.17704566676227748	1.0	1.0	2.0
231000	1.1095266321035138	0.21382122240914608	1.0	1.0	2.0
232000	0.7663414022483442	0.15576250864285096	1.0	1.0	2.0
233000	0.6414457231833254	0.11745433683817501	1.0	1.0	2.0
234000	1.930607867596087	0.3727698924936953	1.0	1.0	2.0
235000	2.5377102245728627	0.5550195081846663	1.0	1.0	2.0
236000	0.6688009306378819	0.14761708556140482	1.0	1.0	2.0
237000	1.7382380313382007	0.3306823456214103	1.0	1.0	2.0
238000	5.742644965002176	1.0325413807767092	1.0	1.0	2.0
239000	2.0253502822532448	0.3714190171057447	1.0	1.0	2.0
240000	0.5359657888959711	0.09668078972766542	1.0	1.0	2.0
241000	3.095627055816613	0.646576578533716	1.0	1.0	2.0
242000	2.225587924599131	0.4330362171017829	1.0	1.0	2.0
243000	2.6769944636185294	0.490666689046558	1.0	1.0	2.0
244000	2.4311521688956312	0.45408019466582666	1.0	1.0	2.0
245000	0.9220681471105721	0.173101553446368	1.0	1.0	2.0
246000	1.188952276989247	0.2274175253401324	1.0	1.0	2.0
247000	1.4311823151676863	0.31630518587181716	1.0	1.0	2.0
248000	1.6697277355082893	0.32242857153219345	1.0	1.0	2.0
249000	3.159866219925498	0.5974153032682339	1.0	1.0	2.0
250000	0.6755020911436391	0.14407947458422324	1.0	1.0	2.0
251000	0.9077968559526397	0.190101804253132	1.0	1.0	2.0
252000	1.4357349939618458	0.2573823238109411	1.0	1.0	2.0
253000	2.6895336718161356	0.5678666552639866	1.0	1.0	2.0
254000	1.8105513767874122	0.37898525660766796	1.0	1.0	2.0
255000	0.6047879943355917	0.10972925738360857	1.0	1.0	2.0
256000	0.4887481641588596	0.09359451490498091	1.0	1.0	2.0
257000	2.2538640321569723	0.4527457302752159	1.0	1.0	2.0
258000	2.995783254368045	0.5942253448072774	1.0	1.0	2.0
259000	1.1377389444597492	0.22744557370664042	1.0	1.0	2.0
260000	0.6749004236772456	0.13900489921991582	1.0	1.0	2.0
261000	0.6878996890586578	0.12867849052140382	1.0	1.0	2.0
262000	0.9244382656267851	0.18746897050024086	1.0	1.0	2.0
263000	2.9397196657490077	0.5941334006330278	1.0	1.0	2.0
264000	3.3258710153611797	0.5983974314610009	1.0	1.0	2.0
265000	0.3819167359552281	0.06867641484692498	1.0	1.0	2.0
266000	0.5823529429690056	0.12429669261546003	1.0	1.0	2.0
267000	1.5437326191218366	0.3220746274622224	1.0	1.0	2.0
268000	0.4521361445592963	0.09274665713646256	1.0	1.0	2.0
269000	1.4666155327368489	0.2982924729180694	1.0	1.0	2.0
270000	2.2999915874032095	0.46378255048705863	1.0	1.0	2.0
271000	1.0576850888835507	0.20618526531932302	1.0	1.0	2.0
272000	0.36819832381785617	0.07321425433441033	1.0	1.0	2.0
273000	3.25696985897242	0.5789828223600728	1.0	1.0	2.0
274000	1.8534318983372005	0.32928972525799843	1.0	1.0	2.0
275000	2.2324706927510083	0.4780256762691491	1.0	1.0	2.0
276000	1.4589018492126633	0.30336644920289224	1.0	1.0	2.0
277000	2.2368391528033156	0.532146383255734	1.0	1.0	2.0
278000	0.6738339338184112	0.1340585300680881	1.0	1.0	2.0
279000	1.1988962209792993	0.24467203303996557	1.0	1.0	2.0
280000	2.0166617073766018	0.47026343734773624	1.0	1.0	2.0
281000	0.6444115391541237	0.11518589896061945	1.0	1.0	2.0
282000	1.0280983901635457	0.19712002395872777	1.0	1.0	2.0
283000	3.2598404688556557	0.6054357437127967	1.0	1.0	2.0
284000	1.974193454581382	0.36257302361947863	1.0	1.0	2.0
285000	1.7013157760719524	0.3542709448001397	1.0	1.0	2.0
286000	1.768992106252871	0.3342364234821458	1.0	1.0	2.0
287000	2.0383067578333236	0.3690356974990846	1.0	1.0	2.0
288000	1.68425889214917	0.3191252942531522	1.0	1.0	2.0
289000	4.44844816937461	1.038069984137399	1.0	1.0	2.0
290000	0.9348994812684414	0.19169555639369837	1.0	1.0	2.0
291000	1.6575204119732823	0.30522407271112156	1.0	1.0	2.0
292000	0.7885241111607811	0.17149741261971105	1.0	1.0	2.0
293000	1.7424896005420387	0.34603161824132495	1.0	1.0	2.0
294000	1.6312701166286272	0.3015094196149599	1.0	1.0	2.0
295000	0.964973756985519	0.18871793134043421	1.0	1.0	2.0
296000	1.788692743317883	0.3540079213409245	1.0	1.0	2.0
297000	2.0620976664868764	0.4573228996997694	1.0	1.0	2.0
298000	1.3969201344615914	0.2814794790792306	1.0	1.0	2.0
299000	0.5079768379012088	0.10621055431546536	1.0	1.0	2.0
300000	1.4636620620103264	0.32007414888905883	1.0	1.0	2.0
