# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Sep 13 12:04:54 CEST 2022 [seed=1663063478612]
# Alpha_DTA.xml
state	location.rates.NYC_counties.other	location.rates.other.NYC_counties	location.indicators.NYC_counties.other	location.indicators.other.NYC_counties	location.nonZeroRates
65000	0.15623304776892277	0.16355710369964332	1.0	1.0	2.0
66000	0.7296563363194621	0.710114195970852	1.0	1.0	2.0
67000	0.47051776350447944	0.4589845235809562	1.0	1.0	2.0
68000	0.9816391703505541	0.9308600482767262	1.0	1.0	2.0
69000	0.32461867841894104	0.33455522732420434	1.0	1.0	2.0
70000	1.3883865701909512	1.5171149534307844	1.0	1.0	2.0
71000	0.9709904725425622	0.9127794423319275	1.0	1.0	2.0
72000	0.16924642442565627	0.1667982729550521	1.0	1.0	2.0
73000	0.6697005073308331	0.6600711233897273	1.0	1.0	2.0
74000	0.7621827675570315	0.9210480866027183	1.0	1.0	2.0
75000	1.6666073614094532	1.9950826149975556	1.0	1.0	2.0
76000	0.9444728634254922	0.9106792237677266	1.0	1.0	2.0
77000	0.7728494540046567	0.7832898153004652	1.0	1.0	2.0
78000	0.24030080369087325	0.25790630264088277	1.0	1.0	2.0
79000	0.7065138055385652	0.7067569625637898	1.0	1.0	2.0
80000	0.1150893099885073	0.12480199288135838	1.0	1.0	2.0
81000	0.46139597685923806	0.4457777549995424	1.0	1.0	2.0
82000	0.29405342619700625	0.3786223678262926	1.0	1.0	2.0
83000	0.8084490946091277	0.935627299458107	1.0	1.0	2.0
84000	1.00040190446133	1.0201022730370308	1.0	1.0	2.0
85000	0.19126533322042305	0.17185843926764455	1.0	1.0	2.0
86000	0.29638934100469916	0.2740111663094331	1.0	1.0	2.0
87000	2.1199332089134355	2.6993968505430077	1.0	1.0	2.0
88000	0.6607327256560636	0.6352591587363693	1.0	1.0	2.0
89000	0.7835080244712215	0.8114706108318963	1.0	1.0	2.0
90000	0.7450153426517341	0.6530600635223658	1.0	1.0	2.0
91000	2.1124717646262865	1.84417511276317	1.0	1.0	2.0
92000	1.0243336611280944	1.1372573788264633	1.0	1.0	2.0
93000	1.1549963028341321	1.3067862278352174	1.0	1.0	2.0
94000	0.2908558871913901	0.3449574144662462	1.0	1.0	2.0
95000	0.8536032172894044	0.8795066605707966	1.0	1.0	2.0
96000	0.3351039512219769	0.34988377718989366	1.0	1.0	2.0
97000	2.306596483986073	2.364085583308093	1.0	1.0	2.0
98000	0.7800407464302669	0.7885177853940512	1.0	1.0	2.0
99000	1.699421756767669	1.8039491967774284	1.0	1.0	2.0
100000	1.386854324703136	1.3618614998847336	1.0	1.0	2.0
101000	0.9693085820736389	0.9911165743937334	1.0	1.0	2.0
102000	0.2719911859419098	0.4381286282016493	1.0	1.0	2.0
103000	0.4324642165130496	0.5166633729305662	1.0	1.0	2.0
104000	1.5215295081528004	1.4648029150739799	1.0	1.0	2.0
105000	0.28869355696502735	0.35541805565415274	1.0	1.0	2.0
106000	1.3977396211753637	1.3703323363539208	1.0	1.0	2.0
107000	0.3850140801489719	0.390868549450328	1.0	1.0	2.0
108000	1.1821053514355953	1.4697937816809967	1.0	1.0	2.0
109000	2.0615362976208393	2.3294861406295118	1.0	1.0	2.0
110000	1.2600354302665566	1.5312160341816206	1.0	1.0	2.0
111000	0.17758267531460992	0.1904589771803708	1.0	1.0	2.0
112000	1.4690025327258747	1.550660223616671	1.0	1.0	2.0
113000	0.8219096243191879	0.9144345130035685	1.0	1.0	2.0
114000	0.960508010237468	0.9948869883849568	1.0	1.0	2.0
115000	0.5142990051080366	0.6167058966067	1.0	1.0	2.0
116000	0.8069476091359006	0.9694632812274976	1.0	1.0	2.0
117000	0.9191483906072214	1.1156397545732324	1.0	1.0	2.0
118000	1.296248035549533	1.4179026619667185	1.0	1.0	2.0
119000	0.5302493509146953	0.573831404297698	1.0	1.0	2.0
120000	0.5360244000012909	0.538352957482306	1.0	1.0	2.0
121000	0.3184598154890912	0.3126038104826257	1.0	1.0	2.0
122000	2.1360114080985952	1.8484765018019251	1.0	1.0	2.0
123000	0.6893306165982002	0.5693524978030708	1.0	1.0	2.0
124000	0.6897666835269468	1.0306424044002318	1.0	1.0	2.0
125000	0.01558968801066917	0.01562219022749984	1.0	1.0	2.0
126000	0.35496268331360653	0.4090558291355574	1.0	1.0	2.0
127000	1.0676456041822886	1.0160935608158406	1.0	1.0	2.0
128000	0.7300219343725127	0.8307285502575057	1.0	1.0	2.0
129000	0.37350318975973257	0.3600950440097096	1.0	1.0	2.0
130000	0.6380291508031695	0.6557222426782523	1.0	1.0	2.0
131000	0.3858137170882188	0.3692363600047376	1.0	1.0	2.0
132000	0.4322045073461129	0.45351100177434495	1.0	1.0	2.0
133000	1.536428570047703	1.5795937009670227	1.0	1.0	2.0
134000	1.180384268459063	1.136278901168073	1.0	1.0	2.0
135000	1.134436946461509	1.2553946305139407	1.0	1.0	2.0
136000	0.3936998613950295	0.38050544040224477	1.0	1.0	2.0
137000	0.5860906238746064	0.5376578106715729	1.0	1.0	2.0
138000	0.4341156239928065	0.5711598166952578	1.0	1.0	2.0
139000	0.8056276051412052	0.8406976920664643	1.0	1.0	2.0
140000	1.6408729562137625	1.5130812077833462	1.0	1.0	2.0
141000	0.5828028021409376	0.7307074691166534	1.0	1.0	2.0
142000	0.34854336973236727	0.509977078035707	1.0	1.0	2.0
143000	1.9019628853486454	2.4035346149333785	1.0	1.0	2.0
144000	0.5938262236172981	0.7458100061311614	1.0	1.0	2.0
145000	0.07832039635539474	0.0827976733151207	1.0	1.0	2.0
146000	0.18079235789325257	0.19823949436015298	1.0	1.0	2.0
147000	1.5275569581341548	1.4898780599837351	1.0	1.0	2.0
148000	2.6710920349384004	2.291717199830144	1.0	1.0	2.0
149000	1.7832261154247995	1.8038721078118425	1.0	1.0	2.0
150000	1.3793151609864622	1.2355834882964052	1.0	1.0	2.0
151000	0.8610587016473382	0.9041559131110168	1.0	1.0	2.0
152000	1.9818216966814814	2.631290865608395	1.0	1.0	2.0
153000	0.7534805053126737	0.674640144654853	1.0	1.0	2.0
154000	0.1185685541029953	0.12125916205189351	1.0	1.0	2.0
155000	0.15324657657611973	0.1478016185752971	1.0	1.0	2.0
156000	1.5893867345027264	1.7200172137066012	1.0	1.0	2.0
157000	4.551747943666705	4.5887695396915475	1.0	1.0	2.0
158000	0.26418793909023197	0.26066714576775674	1.0	1.0	2.0
159000	0.7694427565491959	0.8737481292036169	1.0	1.0	2.0
160000	2.3515550131167475	2.7460171779270426	1.0	1.0	2.0
161000	1.3862729330579864	1.24390942320188	1.0	1.0	2.0
162000	0.4201940235350613	0.4578051483359112	1.0	1.0	2.0
163000	0.8284561152652605	0.8943652116890421	1.0	1.0	2.0
164000	1.010556602325419	0.9241815848814849	1.0	1.0	2.0
165000	1.279401454831708	1.3157138829159778	1.0	1.0	2.0
166000	0.5654111187580039	0.5855595898167266	1.0	1.0	2.0
167000	0.8499195396126833	0.8828095677058931	1.0	1.0	2.0
168000	0.17466020187164746	0.1806706698380455	1.0	1.0	2.0
169000	0.7801759588005927	0.9751055158588942	1.0	1.0	2.0
170000	0.2074021638332777	0.21531798214457928	1.0	1.0	2.0
171000	1.4735186430087173	1.4004081055896334	1.0	1.0	2.0
172000	2.857775239174699	2.52806771722895	1.0	1.0	2.0
173000	1.36948814489354	1.3721277185604193	1.0	1.0	2.0
174000	0.6788841786658051	0.7590135288567762	1.0	1.0	2.0
175000	0.7175672112908797	0.9354283489235238	1.0	1.0	2.0
176000	1.829107074657839	1.7676733213936544	1.0	1.0	2.0
177000	0.1093091601961967	0.10924535002377901	1.0	1.0	2.0
178000	1.4513591762714788	1.3840224342667502	1.0	1.0	2.0
179000	0.6839037629639179	0.6511742815580859	1.0	1.0	2.0
180000	0.41400875006528726	0.46833224465793044	1.0	1.0	2.0
181000	0.5473987482979298	0.6212211518045674	1.0	1.0	2.0
182000	0.2933935097024986	0.2912729215549351	1.0	1.0	2.0
183000	2.076115312270227	2.417437421743752	1.0	1.0	2.0
184000	0.7576968266731909	0.5775353523591767	1.0	1.0	2.0
185000	1.3875116394497036	1.607767690098451	1.0	1.0	2.0
186000	0.1206835202602079	0.13612644578736788	1.0	1.0	2.0
187000	0.40482242355040376	0.38173054428620834	1.0	1.0	2.0
188000	0.21826075266621034	0.25568085117651834	1.0	1.0	2.0
189000	0.5689379447660442	0.5827248118334394	1.0	1.0	2.0
190000	1.3542074563001518	1.1989772941471224	1.0	1.0	2.0
191000	1.7026937636264516	1.5268758200359926	1.0	1.0	2.0
192000	0.5765504291512549	0.540473677239021	1.0	1.0	2.0
193000	0.9159443831713227	0.9210990441760378	1.0	1.0	2.0
194000	2.294530167724305	2.2925682248852177	1.0	1.0	2.0
195000	0.6602595977933314	0.8572858709266862	1.0	1.0	2.0
196000	0.708609148125465	0.8984735314944386	1.0	1.0	2.0
197000	0.4962487445376323	0.48421156705190754	1.0	1.0	2.0
198000	0.5628664470334406	0.534691377303724	1.0	1.0	2.0
199000	0.3142805159876383	0.42859456675037877	1.0	1.0	2.0
200000	1.7861073393772404	2.161589611603345	1.0	1.0	2.0
201000	1.2453340163904738	1.2672219030504253	1.0	1.0	2.0
202000	0.5840483984225185	0.6616677981566944	1.0	1.0	2.0
203000	1.141709289769256	1.1369472049336424	1.0	1.0	2.0
204000	3.1480869061777494	3.9357386407850816	1.0	1.0	2.0
205000	1.3298464251247835	1.2896643004787731	1.0	1.0	2.0
206000	0.7041392517829937	0.6371307216145631	1.0	1.0	2.0
207000	0.21991359277687778	0.21233729286920208	1.0	1.0	2.0
208000	0.9410555403982807	1.0562589689640411	1.0	1.0	2.0
209000	0.8099356446577702	0.8585664097808999	1.0	1.0	2.0
210000	1.031705193753284	1.0768606813525208	1.0	1.0	2.0
211000	0.6546935175820939	0.7731663800637784	1.0	1.0	2.0
212000	0.7646602365924011	0.917928436227531	1.0	1.0	2.0
213000	0.37409024482468156	0.4073251657628147	1.0	1.0	2.0
214000	0.37841898639993876	0.3915362695115468	1.0	1.0	2.0
215000	0.928385106675673	1.0586098667563644	1.0	1.0	2.0
216000	1.4169035377071384	1.4579150957582814	1.0	1.0	2.0
217000	1.1234318140266624	1.1090105931607022	1.0	1.0	2.0
218000	0.8374968694233142	1.0010832425253424	1.0	1.0	2.0
219000	0.53097807704188	0.46674442970800645	1.0	1.0	2.0
220000	0.8111314477141129	0.8056421061197888	1.0	1.0	2.0
221000	0.7629360170661973	0.8973443762596547	1.0	1.0	2.0
222000	0.5176204082657361	0.5371035168475834	1.0	1.0	2.0
223000	0.36277839727968175	0.33617607017527007	1.0	1.0	2.0
224000	0.9270638152954285	0.962688470950982	1.0	1.0	2.0
225000	0.7046400716116569	0.884843682499801	1.0	1.0	2.0
226000	0.23097915150116535	0.18443553071595156	1.0	1.0	2.0
227000	0.8410780542913893	0.7731344352289358	1.0	1.0	2.0
228000	0.5355698103624332	0.5315996181325343	1.0	1.0	2.0
229000	0.08173106444737285	0.07759217249595385	1.0	1.0	2.0
230000	0.9402446770948214	0.8986591715557211	1.0	1.0	2.0
231000	3.380338941979984	3.6940940787682743	1.0	1.0	2.0
232000	0.48256708142546684	0.47149349448366146	1.0	1.0	2.0
233000	2.887085725520022	3.346129834979965	1.0	1.0	2.0
234000	0.12110395080217204	0.1280924367794253	1.0	1.0	2.0
235000	0.24164009833503924	0.2903004944033591	1.0	1.0	2.0
236000	2.780391162328933	2.962779949819704	1.0	1.0	2.0
237000	0.5110791120299603	0.4632307933925655	1.0	1.0	2.0
238000	0.4522552227890165	0.4069130005812874	1.0	1.0	2.0
239000	1.502230293526255	1.6002426287400295	1.0	1.0	2.0
240000	1.3855726808545292	1.9149596136543379	1.0	1.0	2.0
241000	0.3889828391581094	0.414690866501384	1.0	1.0	2.0
242000	0.29078464559243083	0.4164330186567077	1.0	1.0	2.0
243000	1.3320253969410822	1.2146546329141399	1.0	1.0	2.0
244000	0.6325211575079553	0.6552522425717578	1.0	1.0	2.0
245000	0.11897659757546251	0.15864238800098987	1.0	1.0	2.0
246000	1.1948165483549062	1.1603591921932501	1.0	1.0	2.0
247000	1.1904350173397182	1.3829513729605398	1.0	1.0	2.0
248000	0.26943501208381015	0.24182452416787864	1.0	1.0	2.0
249000	0.6002124879217242	0.5501680239135971	1.0	1.0	2.0
250000	0.5130188216550201	0.5203590073377196	1.0	1.0	2.0
251000	0.22962302886574534	0.3023896174729507	1.0	1.0	2.0
252000	1.0969089955219966	1.4089456759916934	1.0	1.0	2.0
253000	1.5354084624906104	1.4245424917029477	1.0	1.0	2.0
254000	0.22551461682220136	0.2232879503004553	1.0	1.0	2.0
255000	0.332054439079889	0.3320117004889357	1.0	1.0	2.0
256000	1.4475781372351975	1.7673051887094122	1.0	1.0	2.0
257000	0.3736176355508243	0.38565844404062166	1.0	1.0	2.0
258000	0.27983407468338106	0.26258405845715377	1.0	1.0	2.0
259000	0.6061592836875428	0.5574734884410423	1.0	1.0	2.0
260000	0.7786622688188182	0.7434732422057901	1.0	1.0	2.0
261000	0.1699406003382106	0.14973928223227018	1.0	1.0	2.0
262000	1.9047947149489508	1.7437615415211616	1.0	1.0	2.0
263000	0.3559426817748622	0.3730750678263969	1.0	1.0	2.0
264000	2.1452713013365186	2.319639513182849	1.0	1.0	2.0
265000	2.1369213936121616	2.279359083493054	1.0	1.0	2.0
266000	1.1564984591044791	1.3101096117352884	1.0	1.0	2.0
267000	0.5305437415813347	0.46714162654360497	1.0	1.0	2.0
268000	0.41966955030072933	0.41425622155706454	1.0	1.0	2.0
269000	1.211894140660966	1.2983376061438576	1.0	1.0	2.0
270000	1.5615351483424862	1.5640582575193387	1.0	1.0	2.0
271000	1.1569140654258077	1.1415779860686057	1.0	1.0	2.0
272000	0.16973347085858118	0.18637258053660583	1.0	1.0	2.0
273000	1.2455371283545968	1.2726149937529576	1.0	1.0	2.0
274000	1.5330386833281227	1.6097055125574822	1.0	1.0	2.0
275000	0.9821037388784586	0.9670065652348457	1.0	1.0	2.0
276000	0.5115762527018148	0.5200425883717404	1.0	1.0	2.0
277000	0.40596692790814354	0.5420817361679082	1.0	1.0	2.0
278000	1.3318578752270378	1.576721998341732	1.0	1.0	2.0
279000	1.1520597198933076	1.152996778293934	1.0	1.0	2.0
280000	0.42290672836666693	0.3944915730207069	1.0	1.0	2.0
281000	0.9667338311730016	1.0067969934498868	1.0	1.0	2.0
282000	2.1321250757435384	2.258507602740651	1.0	1.0	2.0
283000	2.853167683228006	3.2100466648459247	1.0	1.0	2.0
284000	0.6472965287479301	0.6847027416618875	1.0	1.0	2.0
285000	4.800914240425767	4.637143400500158	1.0	1.0	2.0
286000	1.7977284771954913	1.9519831954036433	1.0	1.0	2.0
287000	0.48508148723903627	0.6194318493928334	1.0	1.0	2.0
288000	0.6452269879087732	0.6342556823453949	1.0	1.0	2.0
289000	0.6662215286166844	0.5892051242302847	1.0	1.0	2.0
290000	1.151179134919157	1.2223759877245288	1.0	1.0	2.0
291000	0.6896594932167817	0.5337584078311408	1.0	1.0	2.0
292000	0.13865533809488834	0.12841196091814078	1.0	1.0	2.0
293000	1.0132228366059548	0.9879068766454933	1.0	1.0	2.0
294000	0.6913688107668196	0.7989812802091434	1.0	1.0	2.0
295000	1.052426545914298	1.1484106717329134	1.0	1.0	2.0
296000	0.42723599364306236	0.4692784156390573	1.0	1.0	2.0
297000	1.4500861795496485	1.3889766342883474	1.0	1.0	2.0
298000	0.6918522213550204	0.8021018275515337	1.0	1.0	2.0
299000	0.23655323527849026	0.23583520496016497	1.0	1.0	2.0
300000	0.5724118705201445	0.6295143113445947	1.0	1.0	2.0
