node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
10,1,0.11143,-73.658157882869,40.7123646150895,-73.6845030784767,40.7429415579893,0.11143,0,2021.71865219178,2021.83008219178
10,11,0.00419999999999998,-73.658157882869,40.7123646150895,-73.6541180047511,40.7071522470412,0.00419999999999998,0,2021.71865219178,2021.72285219178
11,12,0.00243000000000004,-73.6541180047511,40.7071522470412,-73.6595749370773,40.7024454604706,0.00663000000000002,0.00419999999999998,2021.72285219178,2021.72528219178
12,13,0.00705999999999998,-73.6595749370773,40.7024454604706,-73.647785788497,40.6952167039967,0.01369,0.00663000000000002,2021.72528219178,2021.73234219178
13,14,0.01428,-73.647785788497,40.6952167039967,-73.6270368051751,40.6857209059729,0.02797,0.01369,2021.73234219178,2021.74662219178
14,15,0.0323,-73.6270368051751,40.6857209059729,-73.6542549253252,40.6809127188149,0.06027,0.02797,2021.74662219178,2021.77892219178
15,16,0.00320000000000001,-73.6542549253252,40.6809127188149,-73.6634522543843,40.6801565752483,0.06347,0.06027,2021.77892219178,2021.78212219178
16,17,0.00228,-73.6634522543843,40.6801565752483,-73.682377530237,40.6700148277148,0.06575,0.06347,2021.78212219178,2021.78440219178
13,4,0.11174,-73.647785788497,40.6952167039967,-73.6623946045438,40.7082241388701,0.12543,0.01369,2021.73234219178,2021.84408219178
14,5,0.11346,-73.6270368051751,40.6857209059729,-73.4931626039019,40.6718790651608,0.14143,0.02797,2021.74662219178,2021.86008219178
15,6,0.11116,-73.6542549253252,40.6809127188149,-73.6568458555644,40.6524965918677,0.17143,0.06027,2021.77892219178,2021.89008219178
11,2,0.17023,-73.6541180047511,40.7071522470412,-73.5694214784088,40.7044751272946,0.17443,0.00419999999999998,2021.72285219178,2021.89308219178
17,8,0.11168,-73.682377530237,40.6700148277148,-73.6720838898617,40.666578919052,0.17743,0.06575,2021.78440219178,2021.89608219178
16,7,0.11696,-73.6634522543843,40.6801565752483,-73.601327451499,40.7441743917006,0.18043,0.06347,2021.78212219178,2021.89908219178
17,9,0.12268,-73.682377530237,40.6700148277148,-73.9022986163983,40.5835628828208,0.18843,0.06575,2021.78440219178,2021.90708219178
12,3,0.2528,-73.6595749370773,40.7024454604706,-74.0026313495473,40.6061717515871,0.25943,0.00663000000000002,2021.72528219178,2021.97808219178
