node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
8,1,0.04436944728,-73.8531361681484,40.7189645655117,-73.8883360188574,40.6898402640978,0.04436944728,0,2022.02956205957,2022.07393150685
8,9,0.001149447278,-73.8531361681484,40.7189645655117,-73.8499443626346,40.7205568796736,0.001149447278,0,2022.02956205957,2022.03071150685
9,13,0.000829999999999997,-73.8499443626346,40.7205568796736,-73.8570159071289,40.7262577928621,0.001979447278,0.001149447278,2022.03071150685,2022.03154150685
9,10,0.02795,-73.8499443626346,40.7205568796736,-73.7340802392671,40.6778626846995,0.029099447278,0.001149447278,2022.03071150685,2022.05866150685
13,6,0.03139,-73.8570159071289,40.7262577928621,-73.8656285141496,40.7377991273613,0.033369447278,0.001979447278,2022.03154150685,2022.06293150685
10,11,0.01202,-73.7340802392671,40.6778626846995,-73.7151198808115,40.6795020828933,0.041119447278,0.029099447278,2022.05866150685,2022.07068150685
11,3,0.000249999999899997,-73.7151198808115,40.6795020828933,-73.7186393791504,40.6769006217833,0.0413694472779,0.041119447278,2022.07068150685,2022.07093150685
10,2,0.01527,-73.7340802392671,40.6778626846995,-73.6944797473769,40.6646865632396,0.044369447278,0.029099447278,2022.05866150685,2022.07393150685
11,12,0.00822,-73.7151198808115,40.6795020828933,-73.6878261645517,40.6877905687646,0.049339447278,0.041119447278,2022.07068150685,2022.07890150685
12,4,2.99999999300027e-05,-73.6878261645517,40.6877905687646,-73.6888080319912,40.6849182148247,0.04936944727793,0.049339447278,2022.07890150685,2022.07893150685
12,5,2.99999999300027e-05,-73.6878261645517,40.6877905687646,-73.6864316910156,40.6900062316515,0.04936944727793,0.049339447278,2022.07890150685,2022.07893150685
13,7,0.05339,-73.8570159071289,40.7262577928621,-73.9551712407776,40.7624749107266,0.055369447278,0.001979447278,2022.03154150685,2022.08493150685
