# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Sep 23 09:11:09 CEST 2022 [seed=1663917067208]
# -overwrite All_clades.xml
state	location.rates.NewYork.Bronx	location.rates.NewYork.Kings	location.rates.NewYork.Queens	location.rates.NewYork.Richmond	location.rates.NewYork.Nassau	location.rates.NewYork.Suffolk	location.rates.NewYork.Westchester	location.rates.Bronx.Kings	location.rates.Bronx.Queens	location.rates.Bronx.Richmond	location.rates.Bronx.Nassau	location.rates.Bronx.Suffolk	location.rates.Bronx.Westchester	location.rates.Kings.Queens	location.rates.Kings.Richmond	location.rates.Kings.Nassau	location.rates.Kings.Suffolk	location.rates.Kings.Westchester	location.rates.Queens.Richmond	location.rates.Queens.Nassau	location.rates.Queens.Suffolk	location.rates.Queens.Westchester	location.rates.Richmond.Nassau	location.rates.Richmond.Suffolk	location.rates.Richmond.Westchester	location.rates.Nassau.Suffolk	location.rates.Nassau.Westchester	location.rates.Suffolk.Westchester	location.rates.Bronx.NewYork	location.rates.Kings.NewYork	location.rates.Queens.NewYork	location.rates.Richmond.NewYork	location.rates.Nassau.NewYork	location.rates.Suffolk.NewYork	location.rates.Westchester.NewYork	location.rates.Kings.Bronx	location.rates.Queens.Bronx	location.rates.Richmond.Bronx	location.rates.Nassau.Bronx	location.rates.Suffolk.Bronx	location.rates.Westchester.Bronx	location.rates.Queens.Kings	location.rates.Richmond.Kings	location.rates.Nassau.Kings	location.rates.Suffolk.Kings	location.rates.Westchester.Kings	location.rates.Richmond.Queens	location.rates.Nassau.Queens	location.rates.Suffolk.Queens	location.rates.Westchester.Queens	location.rates.Nassau.Richmond	location.rates.Suffolk.Richmond	location.rates.Westchester.Richmond	location.rates.Suffolk.Nassau	location.rates.Westchester.Nassau	location.rates.Westchester.Suffolk	location.indicators.NewYork.Bronx	location.indicators.NewYork.Kings	location.indicators.NewYork.Queens	location.indicators.NewYork.Richmond	location.indicators.NewYork.Nassau	location.indicators.NewYork.Suffolk	location.indicators.NewYork.Westchester	location.indicators.Bronx.Kings	location.indicators.Bronx.Queens	location.indicators.Bronx.Richmond	location.indicators.Bronx.Nassau	location.indicators.Bronx.Suffolk	location.indicators.Bronx.Westchester	location.indicators.Kings.Queens	location.indicators.Kings.Richmond	location.indicators.Kings.Nassau	location.indicators.Kings.Suffolk	location.indicators.Kings.Westchester	location.indicators.Queens.Richmond	location.indicators.Queens.Nassau	location.indicators.Queens.Suffolk	location.indicators.Queens.Westchester	location.indicators.Richmond.Nassau	location.indicators.Richmond.Suffolk	location.indicators.Richmond.Westchester	location.indicators.Nassau.Suffolk	location.indicators.Nassau.Westchester	location.indicators.Suffolk.Westchester	location.indicators.Bronx.NewYork	location.indicators.Kings.NewYork	location.indicators.Queens.NewYork	location.indicators.Richmond.NewYork	location.indicators.Nassau.NewYork	location.indicators.Suffolk.NewYork	location.indicators.Westchester.NewYork	location.indicators.Kings.Bronx	location.indicators.Queens.Bronx	location.indicators.Richmond.Bronx	location.indicators.Nassau.Bronx	location.indicators.Suffolk.Bronx	location.indicators.Westchester.Bronx	location.indicators.Queens.Kings	location.indicators.Richmond.Kings	location.indicators.Nassau.Kings	location.indicators.Suffolk.Kings	location.indicators.Westchester.Kings	location.indicators.Richmond.Queens	location.indicators.Nassau.Queens	location.indicators.Suffolk.Queens	location.indicators.Westchester.Queens	location.indicators.Nassau.Richmond	location.indicators.Suffolk.Richmond	location.indicators.Westchester.Richmond	location.indicators.Suffolk.Nassau	location.indicators.Westchester.Nassau	location.indicators.Westchester.Suffolk	location.nonZeroRates
0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	56.0
500000	1.9917360943745817	3.461598056407145	3.4142663517242418	0.48937650184855935	2.2035455869938465	1.313769063719256	0.6560594594023376	0.5939574471893998	1.36826449040586	0.2663527046264631	3.496635299513963	0.38541229437612234	0.3710388061616322	0.3421788128366151	0.43179705047301886	1.2668612038251588	0.6103953313975768	1.0988544859440923	0.2923715477881165	1.3382187242132393	1.0386977896760772	1.1058670016823486	2.223493230558859	0.4768322313873753	2.6810461574917595	1.3557437294323034	1.2533571448981953	0.7690110650338455	0.3905702899177473	1.4443573548415158	1.8336360912310572	0.6821602046287542	0.22206429004477723	0.0031631746075098414	1.5171496319579632	1.7832095193381372	3.1130903408508095	1.0645340859275558	1.1042478313094601	0.3168998292123231	0.19816815727625148	1.6823790275716008	0.003590845818502008	0.7089988992506457	0.1766017468787698	0.43066178203915617	0.6419378952410847	0.9974931786027671	2.090397609356607	0.11607012395575574	0.3145439063170403	1.8816840517621447	1.8604822161671992	0.6637495145445538	2.6560511682945873	0.6816823273630828	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	29.0
1000000	1.7287683402192688	2.198969378177175	2.3350908214298434	0.3687556561221456	1.6044892191244817	1.08158253664429	1.067079869340445	3.0604971273193917	0.5768411638657369	0.03643672718307426	3.762427083358026	0.9137191226938897	0.8416113192073289	1.1234331769554158	0.25864047988564	0.8102942573549222	0.2912040609550029	1.5711996324277504	1.3738732742458868	0.8772567285373237	0.9473425570921712	1.0037033846914325	1.8991954885923445	1.0603354654098844	4.137214313039633	1.4077442492432726	0.8797648328790032	2.0712729704889363	0.27355320074622363	1.9957195908617569	2.6867938767310204	2.66172608780853	1.2549509705518507	0.007647074371206093	0.8150186675713139	0.1513166976046575	0.6250908561672543	0.27063592902230305	1.1797073667044002	0.5412230799970545	0.459448394425685	1.4968618349592775	0.0023477143972527657	1.2182589014121035	0.3533765555829715	1.3633428738133921	0.3763751141381974	1.6384455918650118	0.6985589134890543	0.2846989025259721	0.27739293963792033	1.4297866226838771	0.07890318423259761	0.7230566681616993	0.7937703658122229	0.6125063355823832	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	28.0
1500000	1.4435728374788392	2.768724279239702	2.2291254647036407	0.6574536662749364	1.1110984390033172	0.934062140952014	0.8244360076386672	0.9067941723200883	0.4358721906038938	1.489526248743227	2.8615686072056086	0.4655945202750671	0.3265627461401001	0.8007936938286976	0.4049940381382549	0.8038580707254526	0.036248558104855916	1.601387208218869	0.13402797414051829	1.0637506776027952	1.0130461701845235	0.24050419859372707	0.044919417359825194	0.7101775107052836	0.23242456308221826	1.6870417429155595	0.7589735818726311	1.3756945754168626	0.32201248140129884	1.2247607663143942	1.613955549086488	3.8438346375980266	0.30206512971255467	1.6922376368004752	0.8420714141773555	0.46103417249211465	0.7165852117573022	0.4120182084226149	1.1248246991996151	0.9382860792598519	0.13227589470720627	1.3857414839813573	0.050425172755448416	0.29330331458468345	1.301441550478497	2.6135383528158536	1.276854287714432	1.2357423086656325	1.3878147318977454	0.18435447258483595	0.45607700204821633	0.5864125632066373	0.9274605319496384	0.7317653642835374	0.07980271620648484	0.4159077606322253	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	30.0
2000000	0.6141503960952407	2.833117423156707	1.9273760559620272	1.0878932931512464	0.8257802502267402	0.7287407447783476	0.951998859341274	2.9745889402057646	0.49261051111113396	0.28226975744885047	1.6013401722678373	3.0034029116406913	1.007669003913942	0.813939782592159	0.5481223393575135	0.9909084363747676	0.42522609001999595	0.7735340283135875	0.5911350722000247	0.4183284543241695	2.830570605259097	0.2411169094828647	0.33953688337584703	0.18492812310900017	0.8748686753359423	0.9451992471372722	0.5986915785885145	0.2264237581486986	3.7309452428777146	1.3346604644585418	1.5447482832699364	2.763084184952877	3.9489576583839927	1.909504539841503	0.6909333384009232	2.286154148369502	0.5498142490783038	0.22919452529320206	0.48572108771102124	2.037665709614577	0.24357347080752206	1.2019722251454423	0.40327391410879104	0.46216818668535137	0.2685819229669798	0.417428997410018	0.06002052567794543	0.9767259207315473	0.42275132339237936	0.2505089820391541	3.207480841936595	0.4828501280487705	1.222943398797731	0.41631986175472735	2.2175722608307935	0.3312037891862774	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	28.0
2500000	1.5671865761211463	2.115808506992944	2.6722379407877606	0.10546728349873646	1.421007551760115	0.8317805775916253	1.0595331089283613	1.4449013846244227	0.6716664397964345	1.8627610933437682	0.5039944994045618	0.6646896431372941	0.049218460536891606	0.8126401370541755	0.45784619308031543	0.4957580597218954	3.95764207204385	1.1689458491085132	1.7405440912405106	1.6278924546406008	1.0599490773368292	0.4548595531564138	0.17948566794036924	0.3842609927807762	0.6033104040891033	2.1550086358124663	0.6313733612729157	0.36077830479924106	0.9247035079438142	1.6197216793288856	1.4138332307390054	2.695788570707968	0.07768824888015435	0.7417790460569408	0.8224036569180742	2.3717539152441147	1.3609229321061656	0.2514418464396471	0.7145516178222758	0.8992271678101512	0.2874279307216117	2.0154486795695776	0.4891186827837015	1.0100992643045867	0.19869877501920308	1.2806130858747196	0.30243377095348806	0.9235569528361047	0.10912809633106099	0.25740479672536065	0.10616477480299764	0.7983325949895516	0.9103709492193037	0.6390466605992267	0.15183195982047185	0.5645138179728962	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	28.0
3000000	1.2413710225570271	2.1226742087320707	1.2265150169462538	0.2329894562661828	0.7046805648748722	0.6953972127734551	0.7389117860292078	3.3246383555255146	0.3757212530639659	3.2412023197598687	1.7287236043077503	0.2103876833580009	0.8466715638664489	0.7332952977568966	0.6310778307881706	0.7189078382550768	3.693586194506896	0.5852244129096051	0.06051642859151285	0.7571598667705732	0.6237431732510965	0.40209229731698526	1.9183420949870509	0.5515546485325522	1.0524458198868574	1.393951778352534	0.40328927736379705	0.3043959912648296	0.49022573550122245	0.8913165587660238	1.433132412261841	1.4636315104888633	0.04952975601508662	0.4497484816057049	0.7310990985851775	0.7565519119108942	1.8827348024949806	0.1694172082456817	0.2739732213524568	0.06424503856469292	0.2673200053477245	1.0398899984896826	0.31987543728778467	0.8533345537800087	0.8932695349407408	0.6885165677500908	0.19703026748084757	1.3201449125347402	4.4255809943317574	0.4486141389166972	0.8950295096837605	2.3485994849442924	0.09101182670081166	0.14610700236291269	1.0016220839995809	0.32217189602429047	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	28.0
3500000	1.6193681631791925	2.852341290833904	1.745745211954216	1.1403816209839055	1.0124004170729222	0.394782653188334	0.6355185630164718	0.41922707450540897	0.4016337822832994	0.1949859981539405	3.4908618969256104	1.2868604787665117	0.4472231547426867	0.8295077511924311	0.41141663765904857	0.2430048228455101	1.7410747736818502	0.8833901708965628	0.2935282692715507	1.1721293920787097	3.015353120026553	0.8268362880972622	0.9227425902953434	0.3574046028935846	0.4414403703532683	0.623815398949028	0.41703625684062934	0.6627101162311542	0.3622364658006253	1.2143165789076171	1.36945959495633	0.0849425136944318	0.0949317266800928	0.3498232250307908	0.613904556464815	0.10779747382419128	0.15654497759323022	3.852372611830164	0.36180281024801947	1.1803440466824962	0.42375917375714334	0.9358888967354176	0.3326093251998115	0.8439890162740283	1.2675735096334677	1.0591636750870526	0.17539525916300888	0.8082207828152388	1.0639507835567636	4.163007240546875	0.10133642943554529	1.105867206539537	0.21641071854556693	1.0404486418648131	0.3130303455273306	0.8881710142676625	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	29.0
4000000	1.861968771393832	1.7339548741565625	2.8977353569575035	0.631537983983756	1.471103853415535	0.9428276600365902	1.0008376162723986	0.33819000952931316	0.7018092731378739	0.05726795379554725	0.30288411630872797	0.2493192660531243	0.5436731785461598	1.0944653521135526	0.5134299413415079	1.23621065118734	0.5339232802879726	0.5789822864452876	0.6219071857654884	1.0788048065649567	0.2713115524595706	0.3765373879576986	1.1245527674846458	0.3176413004762999	0.3058109211585762	1.9141356554924618	0.9023213644142654	0.3308987669137067	0.7740082042309968	2.8069487151373056	1.3057732051543205	1.0337697105774846	0.7938286903923389	2.48489759121861	1.256198352234255	1.843096278173561	1.10086875886609	1.0471035350298734	1.3070661242215196	0.2831567689037382	0.6092064340139636	1.2314811429331414	0.0014291636415756086	1.402354336628935	0.5399891709210479	0.4990172326601282	2.608652305964883	1.3500235440555421	0.04009321543061504	0.33237843207909595	0.2051228919452299	0.4379311215928301	3.509133660988704	0.3345211018233667	1.2111089846340333	0.2954009182752385	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	30.0
4500000	1.3061971254170937	3.2756499835127477	2.2091246513906735	0.054335050701931474	1.276544188822339	0.8802996164254752	0.743218622478844	1.155263081886916	0.38408234519899287	0.6566343544360724	0.22330409466932052	2.3283007804606495	0.46657808217670377	1.3702752581958217	0.23471637761035608	0.11518489959053503	0.13360900325719835	1.2692303541311365	0.059905131958453324	1.2309735438672318	0.6217743496148894	0.17944962234482187	1.4023317777837634	0.9448617969812938	0.5250075619411164	1.1174903166758123	0.605662292362021	0.2450227287346862	0.2633706246320362	0.77608772598055	1.870649332545485	2.582296589829577	0.8585617148884115	0.6026017925875715	0.37669125726073993	0.15768547930729482	2.598182910572058	3.1192825039569545	0.36559317974012256	0.5956535342987309	0.4597154983938369	0.8434377573045437	3.8269210678117664	0.574239236567769	0.5356844979848059	0.6274672112459531	0.06079536965402968	1.853018965573367	1.5304920790117322	0.45064911988888046	0.10451611967269933	0.12448076325330003	1.5145698828666425	0.6472900613575043	1.1216758913425544	0.6374936555757058	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	0.0	1.0	0.0	1.0	29.0
