node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,cladeID
4,1,Westchester,Westchester,0.01607946384,0.01607946384,0,2021.94004382383,2021.95612328767,1005
4,5,Westchester,Westchester,0.004516723219,0.004516723219,0,2021.94004382383,2021.94456054705,1005
5,2,Westchester,Westchester,0.02256274062,0.027079463839,0.004516723219,2021.94456054705,2021.96712328767,1005
5,3,Westchester,Westchester,0.02256274062,0.027079463839,0.004516723219,2021.94456054705,2021.96712328767,1005
4,5,Queens,Queens,0.008564554588,0.008564554588,0,2022.04281508238,2022.05137963697,1026
5,1,Queens,Queens,0.01437378769,0.022938342278,0.008564554588,2022.05137963697,2022.06575342466,1026
5,2,Queens,Queens,0.01437378769,0.022938342278,0.008564554588,2022.05137963697,2022.06575342466,1026
4,3,Queens,Queens,0.02293834228,0.02293834228,0,2022.04281508238,2022.06575342466,1026
6,7,Queens,Queens,0.001194910223,0.001194910223,0,2021.95271692562,2021.95391183584,1056
6,8,Queens,Queens,0.001877566851,0.001877566851,0,2021.95271692562,2021.95459449247,1056
7,2,Queens,Queens,0.001951177858,0.003146088081,0.001194910223,2021.95391183584,2021.9558630137,1056
8,9,Queens,Queens,0.001532789059,0.00341035591,0.001877566851,2021.95459449247,2021.95612728153,1056
8,3,Queens,Queens,0.00426852123,0.006146088081,0.001877566851,2021.95459449247,2021.9588630137,1056
7,1,Queens,Nassau,0.007951177858,0.009146088081,0.001194910223,2021.95391183584,2021.9618630137,1056
9,4,Queens,Queens,0.007735732171,0.011146088081,0.00341035591,2021.95612728153,2021.9638630137,1056
9,5,Queens,NewYork,0.01373573217,0.01714608808,0.00341035591,2021.95612728153,2021.9698630137,1056
16,1,Nassau,Nassau,0.00946239399400001,0.00946239399400001,0,2021.90535952382,2021.91482191781,106
16,17,Nassau,Nassau,0.008898573967,0.008898573967,0,2021.90535952382,2021.91425809779,106
17,2,Nassau,Nassau,0.000563820026799999,0.0094623939938,0.008898573967,2021.91425809779,2021.91482191781,106
17,18,Nassau,Nassau,0.00789029588,0.016788869847,0.008898573967,2021.91425809779,2021.92214839367,106
18,20,Nassau,NewYork,0.004364441442,0.021153311289,0.016788869847,2021.92214839367,2021.92651283511,106
20,24,NewYork,NewYork,0.002993358404,0.024146669693,0.021153311289,2021.92651283511,2021.92950619351,106
18,19,Nassau,Nassau,0.01036941523,0.027158285077,0.016788869847,2021.92214839367,2021.9325178089,106
19,4,Nassau,Nassau,0.001304108917,0.028462393994,0.027158285077,2021.9325178089,2021.93382191781,106
20,21,NewYork,NewYork,0.007321507816,0.028474819105,0.021153311289,2021.92651283511,2021.93383434292,106
19,3,Nassau,Nassau,0.004304108917,0.031462393994,0.027158285077,2021.9325178089,2021.93682191781,106
24,25,NewYork,NewYork,0.008814582176,0.032961251869,0.024146669693,2021.92950619351,2021.93832077569,106
24,26,NewYork,NewYork,0.009801582247,0.03394825194,0.024146669693,2021.92950619351,2021.93930777576,106
