# BEAST v1.10.5 Prerelease #23570d1
# Generated Wed May 18 06:20:08 EDT 2022 [seed=1652869207600]
# -overwrite All_clades.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate3	coordinates.diffusionRate16	coordinates.diffusionRate17	coordinates.diffusionRate49	coordinates.diffusionRate64	coordinates.diffusionRate100	coordinates.diffusionRate173	coordinates.diffusionRate253	coordinates.diffusionRate340	coordinates.diffusionRate352	coordinates.diffusionRate428	coordinates.diffusionRate440	coordinates.diffusionRate457	coordinates.diffusionRate465	coordinates.diffusionRate478	coordinates.diffusionRate482	coordinates.diffusionRate527	coordinates.diffusionRate603	coordinates.diffusionRate628	coordinates.diffusionRate663	coordinates.diffusionRate690	coordinates.diffusionRate718	coordinates.traitLikelihood3	coordinates.traitLikelihood16	coordinates.traitLikelihood17	coordinates.traitLikelihood49	coordinates.traitLikelihood64	coordinates.traitLikelihood100	coordinates.traitLikelihood173	coordinates.traitLikelihood253	coordinates.traitLikelihood340	coordinates.traitLikelihood352	coordinates.traitLikelihood428	coordinates.traitLikelihood440	coordinates.traitLikelihood457	coordinates.traitLikelihood465	coordinates.traitLikelihood478	coordinates.traitLikelihood482	coordinates.traitLikelihood527	coordinates.traitLikelihood603	coordinates.traitLikelihood628	coordinates.traitLikelihood663	coordinates.traitLikelihood690	coordinates.traitLikelihood718
2870000	-543.9493833262899	-373.4997792556493	-170.4496040706406	7.081543034336287	1.0881156701278898	1.0881156701278898	4.0793504855316955	-0.20244898570799633	0.14724717427347714	-0.03927634025987343	-0.03927634025987343	0.25561353578231083	133.57213002878396	101.56040132748278	499.7624011079612	184.53523933069465	190.72358266878166	354.04859271002914	282.079305605758	3153.0511415293254	216.18544432247475	248.22833640718886	160.02150512196278	108.6341115667334	72.17299323215914	307.34638144939026	583.3462490845498	1038.7118710319148	308.08669853555415	446.46775874639684	266.4653237225512	853.3660155310679	126.74163326190039	144.24184675278076	-9.60038155632547	-9.636141069289568	-12.549345509267521	-5.374384499675502	-5.6245047010517375	-12.214492101946874	-6.359181449552855	-9.724825145119961	-11.326465210323008	6.0338404369395064	-12.008597339558374	-8.897223164236618	32.60261222572633	-14.160586080949624	-12.619666793036664	-13.392085517042124	-15.326557005181662	-15.635853203742865	-11.748987377354254	-17.22723208651461	-0.43948764132547957	-5.220059281811674
2880000	-531.5146279291919	-360.99366083651165	-170.52096709268022	5.99171010395202	-1.0982773622714315	-1.0982773622714315	3.6242892538119116	0.2356813460691853	0.1767129014138298	0.053549748834198496	0.05354974883419849	0.29214348048691097	179.7182827545273	84.71057767757922	324.3154133225894	382.69198308365293	168.27665656615204	431.3707891088846	413.50261114870233	2492.555583127295	118.11734753812637	273.3286125604432	221.6715586233686	120.60339780149401	88.31622422562575	127.8920558494505	1402.519996870591	968.7342682225799	191.27131583749576	468.46892231464057	437.8433842622577	347.96288928907575	128.5109935154709	222.5211625413093	-11.370581093265239	-10.08001068990739	-9.914063403811316	-7.4127547564369385	-6.234512889990993	-12.624727083632758	-8.887043884972325	-11.480436646907972	-11.711635990612825	14.720093615464286	-13.160550890574829	-11.85367813559517	27.468820859799578	-14.629215252611885	-12.915574152323257	-12.922586659804182	-12.351294663180456	-17.730167283425878	-11.43273119306927	-12.296251664547889	-1.7352280960851516	-1.9668371371883495
2890000	-625.1592222047557	-367.1897535748577	-257.9694686298979	1.181413169700217	-0.3046234156066529	-0.3046234156066529	5.280630019283324	0.12196058794433352	0.8592243585757793	0.04956602866059384	0.049566028660593835	0.19223065604706283	284.9813786616509	119.15775895434892	589.3166902574327	398.67004578347286	520.3113922517279	579.0740099562387	1298.3764402825302	4439.517322135864	203.74480294762114	281.1566782773134	205.8027596154425	142.9987427213654	113.14536618773963	210.89066798311828	1645.9121424650386	1374.1073964227548	297.0672927601075	416.9708813121312	732.0014681692086	613.9245987823338	162.56926787617235	167.22068153630025	-13.604363199094742	-11.791371694204425	-14.64107933453419	-12.849975461160273	-13.018196822762894	-13.703549015421268	-9.130515662550645	-12.618307805153977	-13.164934082636364	-1.5014698236804183	-14.66455980188033	-11.603171349774424	11.790841916734792	-14.378398958365349	-17.66214524447835	-15.558097871393823	-14.635261990163682	-15.984760996114556	-15.981163844231371	-15.474914274337262	-10.286560714783217	-7.507512599911151
2900000	-570.10185372457	-351.96826492739797	-218.13358879717205	6.404069741049692	3.5142761764982655	3.5142761764982655	4.235824360340649	-0.6747437806199927	0.28666189262858377	-0.23783069699649184	-0.2378306969964918	0.4333991677471518	162.30575032186903	321.3592687616624	318.3431062743687	449.35254222669664	313.9403442430793	1152.5143223196476	748.5286011857194	2370.586737332741	151.80038189044922	298.9719572272759	166.1075679132437	108.63241406313088	93.57379405812712	186.64874415726106	673.8530493560861	1190.5026328975255	233.98850460765962	431.83770684427697	604.6993057311139	426.6234390606468	157.08665632403543	191.81901226324172	-14.13934669876399	-12.242641889556818	-13.026121462342337	-13.563759452312315	-7.049921890867104	-16.129583997553596	-6.836299217707605	-11.353224981972645	-11.643026812043104	0.4331475042763504	-14.745697127321193	-11.353966570901129	28.236381645433575	-13.168472721173686	-12.92456317971952	-16.470189961540022	-14.59267870107718	-12.747955223393214	-13.79084301063045	-15.24400575309442	-7.708431384118497	-8.072387910793164
2910000	-638.5736248878965	-424.08792902535146	-214.48569586254504	6.173360492166537	-0.37015491960452823	-0.37015491960452823	1.0541915309226488	0.14509850749668474	0.1654700651347442	0.05810097772584123	0.058100977725841225	0.9689950381644701	189.57375673103255	236.18625788338312	360.29056903925834	505.0925405554094	249.85510630477228	597.7647638578745	419.0415157500945	1292.1527744367027	168.39664912044074	286.00906177869746	175.9072151830166	170.05529621722985	95.97235360549374	293.153530448646	1148.0084026776824	1562.116239986365	187.4427468714582	418.70883368672384	2999.174439642894	982.2627085726559	143.69221453634265	162.6291604228053	-11.459977641003107	-10.975007568502297	-14.897060970874865	-11.076137791929963	-9.584042894287506	-14.643114516956373	-11.451100062958204	-9.84112690136908	-12.139569962718692	10.180644044796395	-11.407844378261093	-10.142756505177077	23.741397590987248	-13.882203841782019	-16.87528927358936	-16.067417638489545	-15.801431104890135	-16.64406880513523	-13.79474971159353	-15.147105515114978	-1.2145162614248157	-11.36321615227081
2920000	-558.9268919156483	-371.7927251613426	-187.13416675430565	4.861908085035345	-2.085947189939886	-2.085947189939886	3.920420040050672	0.4777862385458594	0.26652216078030966	0.14180907827652253	0.1418090782765225	0.3305274014266412	131.98589814260194	113.88224328205452	262.18016071047407	510.77452424518606	241.1673897377176	576.7739856336915	967.7090929983272	2079.0191184341716	165.43326334403204	256.36036179744656	155.96009995209252	147.50247164594998	75.9702064756204	211.26911649371186	564.6272336420192	1869.843293170407	269.86483147442163	433.86893138363513	568.7866476559232	348.2741889942415	177.95093561806888	168.68684808574315	-14.322415541547533	-11.511437488526866	-10.209864637379887	-9.379645595467405	-7.998626779155574	-14.55459908391374	-13.320727549633666	-11.403249610798412	-12.781334047755177	15.46518088911392	-11.280490615833045	-14.971033508165819	29.2121681197995	-9.775773707110783	-12.36827356756746	-15.672453128929027	-13.202970913882373	-15.448775216931017	-11.91618857092842	-14.09891007668893	-2.910876814763615	-4.6838693082403235
2930000	-732.7989884904367	-383.2840155118199	-349.5149729786168	2.221562758645454	2.088948577030238	2.088948577030238	2.575777849515023	-0.8732613800262665	1.8959813455859293	-1.537635528111759	-1.5376355281117589	1.6352503183584934	195.55068586174377	1702.9024027293046	828.6627495626454	2330.007549872119	434.8630103183532	412.0690082215922	688.9633800618755	4238.789514263072	401.6140901722561	357.16714847519927	196.31780534984668	243.1556259190814	140.75105090993554	781.1087161439282	1682.6549849376859	4550.367148763665	193.36927455428432	1236.4625525052072	556.6225333006913	554.357796384986	301.03617429874413	456.7069572833419	-17.7808828522055	-16.20175996726764	-17.626232900868885	-17.45101076840696	-11.791517823301769	-16.631541442482835	-11.822830403440452	-11.859931923317099	-16.4780452774506	-20.369352206134963	-18.400574237515347	-20.008648462997797	4.3631458044667255	-18.8581474569691	-19.06570322100989	-18.062828381990943	-20.09733856579419	-21.831014024342704	-15.31876718316197	-16.40578546982121	-14.938690669602668	-12.877515545000985
2940000	-561.0774039767456	-379.7275771324409	-181.34982684430472	4.891565179870935	0.3920099522249398	0.3920099522249398	4.445022219159622	-0.08406906210788169	0.2058886832310963	-0.01815748243713773	-0.01815748243713773	0.2265720763963051	153.68421289095076	192.0521813090247	356.7643732551521	362.81149155243236	299.43671135301884	849.8717696403346	1057.1424087055668	3055.5095847227244	85.28755668816841	251.99381633042708	153.54681895981065	114.99128321972907	70.47693854245416	155.98841871914922	658.413396094765	1247.4183699206824	189.3612275883738	340.05254810600525	673.2237024560818	235.37808437198834	134.89773628857492	140.46189026059926	-13.585408442701969	-9.824072274175244	-13.47701005528987	-7.939135276521962	-11.062076502693067	-13.344563189117814	-7.001862343982024	-8.967961565745195	-12.539565779048933	7.607975187342149	-14.125245217696886	-7.848797642599221	35.685418564493006	-11.216075983019772	-11.610587804445064	-14.899232374974046	-13.626210348861319	-16.553785671966338	-13.144249925829442	-12.17926507910572	-7.558917763579056	-4.139197354786907
2950000	-566.0163567525167	-387.8317009373243	-178.18465581519237	9.925287670895505	-2.1690618790780727	-2.1690618790780727	10.222235805601882	0.21534135563630438	0.10565203267668953	0.022418363348704312	0.022418363348704312	0.10258292190406508	146.90378140537857	140.75113721671238	223.09883278757871	182.34292692581894	159.54251740819052	772.4805729074225	615.9134802554042	923.3545283437932	75.35359313785746	222.3589109319642	131.75686956365843	107.62943135414456	62.89313116237102	325.74483897160934	449.5857351763327	589.9071216132776	205.93483650920174	293.52657811017514	256.9654082301753	563.6149930871868	156.25252128631294	179.7168078839116	-10.259771096555577	-8.213923742965658	-10.833154258347497	-4.59180755832833	-9.034765781751418	-11.351691656981444	-8.677980415841752	-7.783750003953803	-14.03849074032412	-8.29899139208455	-7.93691687685237	-4.544075670913898	32.31307843231951	-12.323931660142827	-10.355707379204063	-11.994502216395649	-27.051842600831733	-21.33512290086182	-10.467964499563776	-11.932537844138613	-1.7843854265071446	2.3135794750341816
2960000	-585.7720575114544	-358.28646913749856	-227.48558837395578	5.268745187843374	-2.914746646811227	-2.914746646811227	14.752287623484932	0.3306111742546398	0.21309005433030667	0.04210218355147283	0.04210218355147283	0.07610461692346443	104.95275298709679	41.880194614789374	263.9946510018096	405.7040896282165	327.14718398885026	569.7235260825431	295.8197684621062	1603.8809162674922	174.88476913593618	240.35343284167942	117.60948173998923	115.1524388037032	67.70997140910224	174.18338740894617	738.4642230583007	670.7141350999295	344.5518289512097	332.96578714835476	475.4119134152952	236.01991338644913	146.3623880846203	129.6482215660639	-11.219221481423403	-9.496546153193016	-12.516040309174375	-8.28128023894891	-9.128569370526218	-10.681513533824038	-3.3615192029569254	-8.08091110187875	-11.512243562832296	-37.20085006109329	-11.452892402579671	-9.192787741240634	20.123309098177735	-10.000885225160399	-11.380314653730517	-12.711645201381089	-20.464815817228597	-15.727151914807987	-10.098081267576513	-12.03204297463864	-10.689250529518825	-2.380334728419429
2970000	-653.8073982245896	-375.11299483258193	-278.69440339200764	2.487916209813256	-3.8835977738048078	-3.8835977738048078	10.811038090618457	0.7488290255475062	0.9150555239210965	0.32871104197584683	0.3287110419758469	0.2105793589625789	431.16815571998427	93.48694143910058	312.656438425207	361.80183161126433	256.00668572046135	192.88442617203268	310.26530290537	2039.6543009113807	298.1059489217576	288.7773676857123	220.80143676989428	125.43341057912394	96.35899305067834	243.99080708135523	499.55790351046704	2240.3446922824173	349.4657292691781	545.5495468941683	817.504649508728	229.0382235768027	236.56929673285845	234.3791391789086	-14.202588304152918	-10.712443672649822	-15.329152527474399	-12.04751340268907	-10.151793652295263	-12.946821496448498	-8.838831031181165	-9.03321114509524	-12.658239016057365	-18.045449064170136	-14.388974621732416	-13.876189733431126	5.332519324705103	-13.97546350500284	-14.882018176540862	-15.619011185534402	-19.654007319485192	-18.213722528324286	-13.548414789614348	-14.766472926718066	-13.538197828453686	-7.598406789661624
2980000	-639.9105226650811	-380.54721332804803	-259.3633093370331	2.5473257446626403	0.6279092835319292	0.6279092835319292	1.6904086456041827	-0.30259295257107055	0.43213601160055237	-0.1605187089749329	-0.16051870897493292	0.6511982711449501	164.30831230767163	109.0735976757438	503.06866743664375	270.54890852425575	502.40412674507195	722.6542146102752	787.8823100484166	4262.416509629518	217.6307875645677	268.0936119820338	139.98465666448757	113.14160134701686	102.87324636819208	261.3614740093433	710.4363196085819	1407.926573504544	393.50982323779925	500.662523826153	311.43186184284696	637.9108101021342	181.3375632596416	354.2896185784336	-15.724041858192267	-12.30789119556964	-14.865584015417713	-13.176045498737984	-13.84392234463464	-14.680813816290783	-16.269695110199734	-15.107623205842533	-13.493692272085033	0.7538395294374531	-14.196889122711035	-12.271258625077195	14.97217070526835	-14.104200837305687	-14.779367672215642	-16.33602921628914	-14.600037936540092	-17.09787844957662	-12.551752211374634	-13.727742298118788	-7.204790823362888	-8.75006306219684
2990000	-634.0198667890465	-396.7831309730459	-237.2367358160006	2.0994022920612503	-0.016740346157976694	-0.016740346157976694	3.728574395916593	0.005983360831742909	0.47634310282985826	0.0021386587967963115	0.0021386587967963115	0.26820862230448644	288.50389924661124	459.71840836263937	363.52131435063325	546.0991907972259	148.24302516853533	246.97194047246523	607.9881103073906	1614.4632519762972	212.4183254722966	263.83874054440724	208.47787773943816	128.575042551167	112.07057977485877	365.04961976157153	1313.2513214697951	1252.3654915569916	512.1845452357509	494.11061001311936	413.20503310231135	327.8285606360868	209.16278937732534	318.75627858904693	-15.083972256115256	-14.341050676979794	-12.061928224203761	-10.54111350036814	-12.216777814963702	-13.185565915042428	-10.698447051484752	-8.459452939975328	-13.313198942048906	3.6462365613986236	-13.474320188406963	-12.759206109620933	16.78819231832696	-15.49066226821197	-14.881514195031858	-16.198995676119317	-16.087004252530456	-14.238823509018316	-14.533988645021093	-12.667447176479758	-9.489386671928242	-7.9483086821752655
3000000	-558.4831302589896	-380.1792613493282	-178.30386890966142	5.484068314325374	0.49084491370627265	0.49084491370627265	4.525155060634922	-0.09853173593225052	0.1841340450527592	-0.01997307456722315	-0.019973074567223158	0.22315338779147	135.41176357911132	270.23991328726896	288.3474490560332	320.56854884470704	114.48675537615439	373.5104273232613	446.05080639270807	733.383514736267	114.96350841811567	244.2965013125599	194.63692492169386	92.33747294207669	105.90059698986677	159.134071863574	926.7010501719045	1242.833917971979	331.81554223384717	339.6168220044189	211.01687732932567	381.4676134754251	213.4174107438498	320.9999015032379	-11.985372280597549	-9.904400710134636	-11.300446728708643	-5.785779002647308	-10.764362315860092	-11.296826385203007	-7.9278125369250105	-6.405983941567216	-12.436452598484092	8.36212946375409	-10.15545450472821	-9.339951213486257	20.09664619183983	-12.703651289610436	-12.996591941509488	-13.328195265872356	-16.61491970829595	-12.69928957225068	-10.657030607135768	-13.643279675266436	-2.8409269248784508	-3.9759173620937407
3010000	-568.3562114768712	-343.0250768415004	-225.33113463537077	3.569721418234711	-0.7284722375050618	-0.7284722375050618	3.50841567291071	0.2058449995696782	0.29252899116100667	0.06073945295922191	0.060739452959221917	0.29764061689294996	240.29173822283403	224.1428931714769	350.09693887243566	431.3079252584041	416.7582749042314	451.0409811413183	693.5823419545957	2471.0411382554025	71.90611625801134	268.92379853331516	324.36421038948635	131.0524384557235	81.20159372463024	319.39648996018406	727.4368109867131	2771.3812918353283	372.91410632490897	452.7031950122591	330.4527902392262	479.58865036097615	150.16186162744836	182.72111862308896	-14.497977224677483	-10.892995190569506	-11.42546851275766	-10.685763571574348	-12.071774571473796	-14.977281973328086	-15.556848915391576	-12.850915060593342	-12.432535876585089	7.4150169167424025	-14.329624182111072	-10.943397299553638	19.815836548622393	-16.758475371986318	-13.105935572556284	-15.779493921247695	-16.139340971908368	-16.459146429144198	-10.367468997858824	-12.720840297338295	-4.495383721274013	-6.071320438805968
3020000	-631.9866901399232	-379.6439649725972	-252.34272516732608	7.90450514086341	-1.4463934000871395	-1.4463934000871395	0.7620966045566858	0.5893103586159728	0.19382190187223972	0.3678571955105626	0.3678571955105626	2.0103307252657956	217.36298993305982	87.1679882976321	318.3548251665212	346.04210439223624	620.1583501706978	1225.4196754402626	1083.6277392511838	2647.6056986904696	345.99357776996465	322.5863638442772	136.49686810510082	201.153578460798	121.35244429519443	172.09647602284582	772.0769710579825	947.247053324868	272.4167733219743	431.0680653142789	701.882368481395	260.8195041034795	308.49112015870054	312.0849846712103	-17.411842352478114	-12.824325866385776	-14.74463806825062	-12.439738594168848	-18.19171793420297	-15.3036584632008	-9.523065208974788	-12.06789073106949	-15.371018331759558	6.031453857448977	-14.34265801665991	-13.764218032072081	19.642248792194266	-15.35046203026763	-15.526982294766114	-14.7567614239921	-15.159969785615548	-14.964651593932443	-13.127851360279791	-13.452574838356796	-10.776873669743257	-8.9155292207927
3030000	-539.415190888524	-349.5261607878176	-189.88903010070635	6.912828595412652	0.9068441803059558	0.9068441803059558	2.1204599236369153	-0.23685891827965325	0.15325660942854233	-0.06554232070338996	-0.06554232070338997	0.4996258878953575	194.3667477358658	124.54426908116226	276.95103456178634	249.4667790551294	554.0449844951927	1286.122461012419	1412.15656185143	1378.1778707903923	109.12698666376805	264.89573248050783	222.67044258787323	124.00854514380312	80.32094313745219	302.3023744882296	1276.6279851594452	941.7351744425866	718.0759821974489	264.184931866683	777.725056817367	313.73722809045387	160.6853197284464	159.05917951454387	-13.03661854917053	-11.995748386748115	-11.497782946927606	-8.4453716600731	-13.98976169357202	-13.937881446164864	-10.802607634059852	-10.077431860097857	-11.773364176368522	11.792706911227338	-9.353551153198014	-8.483311418168364	27.38648484132583	-14.758608101007326	-15.21777549057849	-13.741366044709777	-16.442381743078215	-13.486863147186137	-10.563587649643653	-12.576472006198168	-4.516353807979566	-4.371382938329326
3040000	-628.4348516378209	-352.4010784942953	-276.03377314352554	1.472738995388759	0.8554505980531377	0.8554505980531377	12.619237205036708	-0.1984337268857294	0.7068394098947278	-0.04791622394423585	-0.047916223944235864	0.08249230484502305	381.5881081555164	270.8956516588522	551.6867011179434	253.4025912302139	749.9646642491906	365.93799044485723	1305.6815577480406	1975.6220052619296	176.33100029126632	320.0924591057175	292.0126142501543	174.3386624859642	78.01248303078755	733.4391811532493	951.7006850475173	7377.613700054601	487.76021760590845	446.0069109724635	2201.88599576488	1249.406445471601	165.16722541145532	217.33272635705083	-13.364432018758901	-9.878980540390696	-14.063570250981819	-7.046301587277621	-9.904831625949495	-17.377795083290756	-7.443095524337014	-8.251269315557575	-10.884165395619465	-19.422602478757135	-17.514150036820734	-14.21465891211411	9.15972349117401	-14.505002552283361	-14.78128967991976	-16.668944389431676	-17.278320772946692	-16.278359126330038	-17.32388937737042	-13.910577815586649	-15.726066789478342	-9.355193361497285
3050000	-526.0027139522152	-321.5275200376449	-204.47519391457033	7.794606232191018	2.427052872336773	2.427052872336773	3.1146298237700347	-0.492582442919865	0.1693955513491106	-0.1320002641486572	-0.1320002641486572	0.4239256974214023	209.04315529478805	79.36314622670132	555.8304832009022	404.54260478841627	253.4249683010401	398.92590951898694	805.7997092945843	2340.361506690985	94.90989637066068	240.99897844311673	173.76159125210086	120.74185648500995	88.34650454931936	203.96085095169363	592.2760013965922	901.0784005266728	433.59721398681614	498.1658266224255	286.35594476490985	332.5638874519319	250.66285241766215	159.52794839025896	-11.377716716348088	-10.659225083296324	-12.607449710260433	-10.798750695108012	-7.473912507980319	-15.337284573352612	-8.817637130548098	-12.152429323344172	-14.370638325652727	7.276023771906527	-12.176991808881422	-9.820808388250994	24.253808684357196	-15.320189621657462	-14.527604545539269	-14.416046302699609	-14.073724588116725	-13.973286079765728	-11.052311877750004	-12.419737748459536	-7.412489122391973	-7.216792221430513
3060000	-518.7562941133355	-359.6049196033592	-159.15137450997625	6.5830041434445645	-1.622306262943928	-1.622306262943928	5.120840298146551	0.27941528807163485	0.16477043635897168	0.052200048290885724	0.05220004829088572	0.211817670951557	135.44005990016748	40.6818840815484	326.7938010795732	524.0234662822535	173.62860523667803	497.03463616274223	883.4852825897751	1650.4619647212403	121.24631190475648	220.7989184286817	147.39819715083715	108.18284898354683	72.84404911763677	245.41209101595337	1023.9438601925742	863.7653926288749	266.39978540253406	327.4357700763216	320.55083344657623	389.53556424263377	139.6198996210368	157.12021746500625	-11.517789117140978	-11.555363035632123	-11.432776796742065	-9.726969735903676	-4.377153109555074	-12.93420286312428	-8.146832607419977	-5.48150419169324	-9.256612121353609	9.267237639050013	-11.120206287590465	-5.999893852578998	26.15280725350609	-11.816256745945058	-13.199043956476457	-13.870593918654748	-13.107820965935344	-11.796398979988213	-11.21940194577271	-14.292617371758567	-1.3382429844956416	-2.3817388147711327
3070000	-578.8659032261452	-362.3132003404677	-216.5527028856775	3.6401741954194873	2.438302630454152	2.438302630454152	5.87785150410965	-0.5271293753439144	0.3804167808848389	-0.15780787194978785	-0.15780787194978785	0.23559345592744785	308.1159485871647	152.58971096873015	422.0206149898435	445.88490301860105	189.75781191285787	604.0211708282922	855.8057323153514	7339.067156269638	213.0952322865435	276.3286951367704	154.48350660160756	94.1551082739515	96.17680816518246	168.9163640890604	748.8569488396619	1245.4120026547669	375.43809397121413	504.3230274730609	280.19850959671203	221.37350096530207	171.60807245573764	140.36199736158224	-11.41335638321957	-10.776271586765866	-11.524287991119545	-14.938905858614824	-9.174742619200934	-13.585500543177782	-7.69688275495357	-14.064830291395273	-11.985318690064677	-4.101867385591159	-13.316834242095744	-9.557522217687215	22.950608128536196	-12.429214469415987	-12.966329034712533	-14.513960809050065	-14.385444274243032	-14.570616420325969	-11.78358334806207	-13.496017491806619	-5.9818287935528485	-7.239995809158417
3080000	-546.166891846439	-359.2316448764679	-186.93524696997102	3.7935250484041743	0.6632191566430299	0.6632191566430299	9.047643923381202	-0.1132055799347998	0.2670291772517753	-0.019574031342937816	-0.019574031342937816	0.11196084650740822	139.95010156939833	347.54924200498874	397.81191848315603	237.93164807719992	164.23549260312527	317.2109094283827	251.69103347412343	1345.5168881721672	58.17884639541816	273.6129676930783	142.2698343412961	88.00326603951088	66.99921386048374	262.52263758566215	913.6489223965772	2127.9042708971438	184.3882668343759	315.5358995462779	482.92917683522836	371.89294385702067	362.04211753250024	219.5867656413373	-11.267213671887795	-10.920252397781518	-12.019757025492034	-6.335918723194896	-5.768570380582531	-12.98867503397977	-5.860848956996932	-7.764182188670278	-10.843737758577234	-0.33209558061029654	-12.70637562976066	-9.918581423673672	22.917699602025223	-12.26548902914459	-14.8211330030336	-14.472223984892414	-13.860147807311124	-14.130669280429137	-9.556329969078547	-14.341010984387134	-5.009108327087432	-4.670625415424649
3090000	-544.819436576171	-366.5115972891716	-178.30783928699947	5.3365359126876255	-1.2797065761530897	-1.2797065761530897	4.5697783856266785	0.2591392001258447	0.2008769948404143	0.0562529710639121	0.05625297106391209	0.23458190015742533	216.1218589988251	206.41830752330006	506.8310969250063	245.68017964709588	249.88063140861544	371.05779109073376	476.3687234531081	3282.7990635805763	127.71534554315963	253.64679787464289	155.35553635231523	106.28969851286053	70.17470546969368	264.216439067912	652.2426907042916	1053.4897663445415	244.34255370783185	437.7889580074544	301.66770466272686	348.3441600010948	166.89689763537012	139.80531273190206	-11.484062778101025	-14.505929180627454	-11.716700261446924	-6.898409008948546	-10.954191359517448	-13.638411967722003	-7.960874059678183	-10.323189549210767	-11.351534118107814	10.67666351492553	-11.217339684768447	-6.831172057959059	28.621254723257266	-10.61890201500727	-11.7583417084589	-13.029276116771795	-16.00219609902067	-15.685622731463964	-12.243713554070435	-12.716707268607781	-4.492342358545642	-4.176841647148127
3100000	-644.3870331063721	-342.4509379542348	-301.9360951521373	1.0498987869017482	0.5634136816135773	0.5634136816135773	2.889115505591125	-0.3234977165013202	1.0638002863318825	-0.20745436956879026	-0.20745436956879032	0.3865828929179684	188.61902187652163	68.9343422816431	601.6533237829494	655.331017397617	284.2376445370871	522.8657119858757	911.9635034056537	1945.4847535164408	162.8825370061436	340.53031659224195	174.5815261456063	186.79831928314456	127.25448722879531	559.749356646592	842.937551843872	1688.7925730381967	239.3327651866133	880.5258782205925	256.72382003231525	523.5943394726179	260.8368324186295	286.16021492157876	-15.07535864507639	-15.3595001609573	-16.723673632525717	-15.73639870498516	-11.337281787099744	-15.216199314897565	-14.003147012998664	-16.096149513158156	-15.618284260487952	-6.851009610089772	-16.91330535148134	-20.403861767591213	14.015437877078305	-16.549017462164958	-15.541193785660093	-16.706178971752998	-15.897724685778154	-19.672813817479934	-13.08838555407436	-16.03095469381093	-11.999914805238408	-11.131179491906826
3110000	-516.3560469210206	-375.1987328603725	-141.15731406064805	9.99778108702093	-0.8385611571106855	-0.8385611571106855	3.7836124389779746	0.1363419834862271	0.1019167382086751	0.022587783315433513	0.022587783315433513	0.2693038079737339	148.3583738069491	185.0902848305694	223.32699268869862	296.5213690219815	200.86518885060093	315.5940851460578	399.8720485066362	3395.8901650674707	48.147185957204115	249.05101201976825	156.62693578620087	99.30949333973541	73.05403921473656	319.96422680919227	581.0843205044558	674.3881864416225	187.9978454319579	367.364369152738	690.2106348259664	762.4624975647242	154.37793985774405	143.42887383797614	-10.73220230453848	-10.165191494586177	-9.032505359449683	-6.14594571437324	-6.704139536729807	-12.070318676947144	-6.458799454038794	-7.092657475965795	-9.418211578151952	15.862164969667358	-11.657299129645317	-6.211924393944988	31.622045555227984	-12.01136571098548	-12.608328506709833	-12.395344761563354	-12.322941264683646	-10.664600549131713	-11.40431530679472	-15.563473799056498	-1.3149495981618156	-4.667009970084962
3120000	-532.2707085161552	-370.938639245856	-161.33206927029923	8.211306953047735	3.4581364863119894	3.4581364863119894	8.605586652201097	-0.4113824359994805	0.14659183703409595	-0.058907614405747336	-0.058907614405747336	0.13987548081806056	114.79127950916778	154.8675224490594	209.71182870127467	175.9752800088049	141.12178216723302	607.8934025583255	92.35624520237893	1683.0000285683668	139.13816803300818	220.24962406900187	154.2707523650696	127.06696492519109	76.1809019089757	214.86373802114022	534.1890059470237	1087.5035252823168	199.2600009055546	344.0692465653987	327.8676330916622	663.8619745394693	141.35298706858217	171.8288315204983	-9.330917698874343	-9.524220915161992	-9.69831123553342	-7.198282482260409	-7.7879505732595895	-12.543533359546252	-5.6653803390630255	-6.378516550135266	-10.795641855085412	6.043922368190206	-12.200558750615015	-10.10651261143336	28.523574947607443	-11.542908660233316	-14.666804859598926	-13.030571930341697	-12.682501490414804	-12.383843116007496	-9.124448324174296	-13.578625662819752	-3.627632819033458	-4.032403352505078
3130000	-531.5914305194337	-380.3886103738258	-151.20282014560786	7.983089625326184	-4.056421358612269	-4.056421358612269	6.507248323142921	0.562806193625037	0.18333689439817819	0.11428666270710536	0.11428666270710537	0.22491762830140777	189.85810600307184	113.96002579239233	241.33053443494103	291.66983887168703	232.62047021383717	589.7704807572995	181.5707423168914	1878.5618494769942	151.36405118495884	244.03088468874418	151.66978378029862	138.3903899110583	70.47413135542779	362.07844052521807	532.9394095246464	1397.4314105609328	304.0436135916679	344.40883067652885	255.26691395694704	757.3224014255552	165.41142654857958	186.67136352564157	-9.95407683272544	-8.66867741936018	-10.390522625502005	-7.32038924435583	-6.066400638137886	-12.480214344608797	-9.022081470911058	-9.22512230321544	-12.02704403397517	19.48096820475935	-13.852463568470032	-13.314644327096733	29.985245451963905	-13.603943395626514	-10.542890910523013	-13.173090503699116	-14.548586723128029	-11.930346333199784	-12.287711949749168	-12.660415056889947	-0.5192750453463013	0.9188629241893054
