node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,cladeID
4,1,NewYork,NewYork,0.05922948976,0.05922948976,0,2021.30515407188,2021.36438356164,107
4,5,NewYork,NewYork,0.01244219615,0.01244219615,0,2021.30515407188,2021.31759626803,107
5,2,NewYork,NewYork,0.000787293611000002,0.013229489761,0.01244219615,2021.31759626803,2021.31838356164,107
5,3,NewYork,NewYork,0.03578729361,0.04822948976,0.01244219615,2021.31759626803,2021.35338356164,107
6,1,Nassau,Bronx,0.07674810478,0.07674810478,0,2021.08763545686,2021.16438356164,122
6,7,Nassau,Westchester,0.03022701056,0.03022701056,0,2021.08763545686,2021.11786246742,122
7,8,Westchester,Westchester,0.02049547774,0.0507224883,0.03022701056,2021.11786246742,2021.13835794516,122
8,9,Westchester,Westchester,0.000989945337200003,0.0517124336372,0.0507224883,2021.13835794516,2021.1393478905,122
7,2,Westchester,Westchester,0.02452109422,0.05474810478,0.03022701056,2021.11786246742,2021.14238356164,122
9,4,Westchester,Westchester,0.006035671138,0.0577481047752,0.0517124336372,2021.1393478905,2021.14538356164,122
8,3,Westchester,Westchester,0.007025616476,0.057748104776,0.0507224883,2021.13835794516,2021.14538356164,122
9,5,Westchester,Westchester,0.009035671138,0.0607481047752,0.0517124336372,2021.1393478905,2021.14838356164,122
13,14,NewYork,NewYork,0.00914975683500002,0.00914975683500002,0,2021.02827872716,2021.037428484,129
13,21,NewYork,Nassau,0.08141481011,0.08141481011,0,2021.02827872716,2021.10969353728,129
14,15,NewYork,NewYork,0.1214575324,0.130607289235,0.00914975683500002,2021.037428484,2021.1588860164,129
14,16,NewYork,NewYork,0.1215187935,0.130668550335,0.00914975683500002,2021.037428484,2021.1589472775,129
16,17,NewYork,NewYork,0.01678283466,0.147451384995,0.130668550335,2021.1589472775,2021.17573011216,129
16,3,NewYork,Bronx,0.03281984579,0.163488396125,0.130668550335,2021.1589472775,2021.19176712329,129
17,18,NewYork,NewYork,0.02579583325,0.173247218245,0.147451384995,2021.17573011216,2021.20152594541,129
15,2,NewYork,Kings,0.04888110692,0.179488396155,0.130607289235,2021.1588860164,2021.20776712332,129
18,5,NewYork,NewYork,0.01224117788,0.185488396125,0.173247218245,2021.20152594541,2021.21376712329,129
21,9,Nassau,Westchester,0.106073586,0.18748839611,0.08141481011,2021.10969353728,2021.21576712327,129
15,1,NewYork,NewYork,0.06288110692,0.193488396155,0.130607289235,2021.1588860164,2021.22176712332,129
21,22,Nassau,Queens,0.1181244152,0.19953922531,0.08141481011,2021.10969353728,2021.22781795247,129
17,19,NewYork,NewYork,0.05575112937,0.203202514365,0.147451384995,2021.17573011216,2021.23148124153,129
22,10,Queens,Queens,0.01294917085,0.21248839616,0.19953922531,2021.22781795247,2021.24076712332,129
18,4,NewYork,NewYork,0.04224117788,0.215488396125,0.173247218245,2021.20152594541,2021.24376712329,129
19,8,NewYork,NewYork,0.01528588176,0.218488396125,0.203202514365,2021.23148124153,2021.24676712329,129
22,23,Queens,Queens,0.02053112222,0.22007034753,0.19953922531,2021.22781795247,2021.24834907469,129
23,11,Queens,Queens,0.00941804862699999,0.229488396157,0.22007034753,2021.24834907469,2021.25776712332,129
23,12,Queens,Richmond,0.01741804863,0.23748839616,0.22007034753,2021.24834907469,2021.26576712332,129
19,20,NewYork,NewYork,0.03965599415,0.242858508515,0.203202514365,2021.23148124153,2021.27113723568,129
20,6,NewYork,NewYork,0.002629887612,0.245488396127,0.242858508515,2021.27113723568,2021.27376712329,129
20,7,NewYork,NewYork,0.05762988761,0.300488396125,0.242858508515,2021.27113723568,2021.32876712329,129
4,1,Suffolk,Suffolk,0.0411504511,0.0411504511,0,2021.17769886397,2021.21884931507,132
4,5,Suffolk,Suffolk,0.04115388767,0.04115388767,0,2021.17769886397,2021.21885275164,132
5,3,Suffolk,Suffolk,0.05499656343,0.0961504511,0.04115388767,2021.21885275164,2021.27384931507,132
5,2,Suffolk,Suffolk,0.08799656343,0.1291504511,0.04115388767,2021.21885275164,2021.30684931507,132
4,5,Kings,Kings,0.1474964642,0.1474964642,0,2021.04655912745,2021.19405559165,136
4,3,Kings,Kings,0.1394956671,0.1394956671,0,2021.04655912745,2021.18605479455,136
5,2,Kings,Kings,0.02499920287,0.17249566707,0.1474964642,2021.19405559165,2021.21905479452,136
5,1,Kings,Queens,0.05799920287,0.20549566707,0.1474964642,2021.19405559165,2021.25205479452,136
9,10,Bronx,Bronx,0.00313259781400001,0.00313259781400001,0,2021.08484209894,2021.08797469675,139
9,11,Bronx,Bronx,0.001103488687,0.001103488687,0,2021.08484209894,2021.08594558762,139
11,12,Bronx,NewYork,0.00407822085499999,0.00518170954199999,0.001103488687,2021.08594558762,2021.09002380848,139
10,1,Bronx,Bronx,0.00836776900099999,0.011500366815,0.00313259781400001,2021.08797469675,2021.09634246575,139
10,2,Bronx,Bronx,0.00836776900099999,0.011500366815,0.00313259781400001,2021.08797469675,2021.09634246575,139
12,3,NewYork,NewYork,0.01431865727,0.019500366812,0.00518170954199999,2021.09002380848,2021.10434246575,139
12,4,NewYork,NewYork,0.01431865727,0.019500366812,0.00518170954199999,2021.09002380848,2021.10434246575,139
11,13,Bronx,Bronx,0.01942141517,0.020524903857,0.001103488687,2021.08594558762,2021.10536700279,139
13,14,Bronx,Bronx,0.00776968387800001,0.028294587735,0.020524903857,2021.10536700279,2021.11313668667,139
14,6,Bronx,Bronx,0.00520577908,0.033500366815,0.028294587735,2021.11313668667,2021.11834246575,139
13,5,Bronx,Bronx,0.01297546296,0.033500366817,0.020524903857,2021.10536700279,2021.11834246575,139
14,15,Bronx,Bronx,0.0186524481,0.046947035835,0.028294587735,2021.11313668667,2021.13178913477,139
15,8,Bronx,Kings,0.01955333098,0.066500366815,0.046947035835,2021.13178913477,2021.15134246575,139
15,7,Bronx,Bronx,0.04355333098,0.090500366815,0.046947035835,2021.13178913477,2021.17534246575,139
15,16,Nassau,Nassau,0.01347319002,0.01347319002,0,2021.03299839804,2021.04647158806,141
15,18,Nassau,Nassau,0.01349095449,0.01349095449,0,2021.03299839804,2021.04648935253,141
18,19,Nassau,Nassau,0.00219180010100001,0.015682754591,0.01349095449,2021.04648935253,2021.04868115263,141
19,4,Nassau,NewYork,0.05012706657,0.065809821161,0.015682754591,2021.04868115263,2021.0988082192,141
19,5,Nassau,Suffolk,0.05212706657,0.067809821161,0.015682754591,2021.04868115263,2021.1008082192,141
16,17,Nassau,Nassau,0.05767278464,0.07114597466,0.01347319002,2021.04647158806,2021.1041443727,141
18,20,Nassau,Nassau,0.08525113576,0.09874209025,0.01349095449,2021.04648935253,2021.13174048829,141
20,21,Nassau,Nassau,0.00303061191500001,0.101772702165,0.09874209025,2021.13174048829,2021.1347711002,141
21,27,Nassau,Nassau,0.00412703437599998,0.105899736541,0.101772702165,2021.1347711002,2021.13889813458,141
17,2,Nassau,Nassau,0.0436638465,0.11480982116,0.07114597466,2021.1041443727,2021.1478082192,141
17,3,Nassau,Nassau,0.0436638465,0.11480982116,0.07114597466,2021.1041443727,2021.1478082192,141
16,1,Nassau,Nassau,0.1093366311,0.12280982112,0.01347319002,2021.04647158806,2021.15580821916,141
21,22,Nassau,Nassau,0.05326620292,0.155038905085,0.101772702165,2021.1347711002,2021.18803730312,141
20,6,Nassau,Nassau,0.06806773091,0.16680982116,0.09874209025,2021.13174048829,2021.1998082192,141
22,23,Nassau,Nassau,0.03369966469,0.188738569775,0.155038905085,2021.18803730312,2021.22173696781,141
27,14,Nassau,Nassau,0.08291008462,0.188809821161,0.105899736541,2021.13889813458,2021.2218082192,141
22,7,Nassau,Nassau,0.05577091608,0.210809821165,0.155038905085,2021.18803730312,2021.2438082192,141
23,24,Nassau,Nassau,0.03104399179,0.219782561565,0.188738569775,2021.22173696781,2021.2527809596,141
24,25,Nassau,Nassau,0.00343940817499999,0.22322196974,0.219782561565,2021.2527809596,2021.25622036778,141
24,9,Nassau,Nassau,0.0100272596,0.229809821165,0.219782561565,2021.2527809596,2021.2628082192,141
25,10,Nassau,Nassau,0.009587851423,0.232809821163,0.22322196974,2021.25622036778,2021.2658082192,141
23,8,Nassau,Nassau,0.04407125139,0.232809821165,0.188738569775,2021.22173696781,2021.2658082192,141
25,26,Nassau,Nassau,0.02578582656,0.2490077963,0.22322196974,2021.25622036778,2021.28200619434,141
26,12,Nassau,Nassau,0.00580202486300002,0.254809821163,0.2490077963,2021.28200619434,2021.2878082192,141
26,11,Nassau,Nassau,0.01680202486,0.26580982116,0.2490077963,2021.28200619434,2021.2988082192,141
27,13,Nassau,Nassau,0.1789100846,0.284809821141,0.105899736541,2021.13889813458,2021.31780821918,141
60,61,Nassau,Nassau,0.01633860251,0.01633860251,0,2020.99564080011,2021.01197940262,142
60,65,Nassau,Nassau,0.00426312091300002,0.00426312091300002,0,2020.99564080011,2020.99990392102,142
65,73,Nassau,Nassau,0.000399172876799969,0.00466229378979999,0.00426312091300002,2020.99990392102,2021.0003030939,142
73,81,Nassau,Nassau,0.00592618063200001,0.0105884744218,0.00466229378979999,2021.0003030939,2021.00622927453,142
81,83,Nassau,Nassau,0.00030352062279998,0.0108919950446,0.0105884744218,2021.00622927453,2021.00653279515,142
81,82,Nassau,NewYork,0.01003867255,0.0206271469718,0.0105884744218,2021.00622927453,2021.01626794708,142
83,84,Nassau,Nassau,0.0160870545,0.0269790495446,0.0108919950446,2021.00653279515,2021.02261984965,142
82,22,NewYork,NewYork,0.01937588855,0.0400030355218,0.0206271469718,2021.01626794708,2021.03564383563,142
82,23,NewYork,NewYork,0.01937588855,0.0400030355218,0.0206271469718,2021.01626794708,2021.03564383563,142
65,66,Nassau,Nassau,0.037771893,0.042035013913,0.00426312091300002,2020.99990392102,2021.03767581402,142
61,63,Nassau,Nassau,0.04095109634,0.05728969885,0.01633860251,2021.01197940262,2021.05293049896,142
66,68,Nassau,Nassau,0.01881199802,0.060847011933,0.042035013913,2021.03767581402,2021.05648781204,142
83,85,Nassau,Nassau,0.05472102053,0.0656130155746,0.0108919950446,2021.00653279515,2021.06125381568,142
85,89,Nassau,Nassau,0.000454138203400012,0.066067153778,0.0656130155746,2021.06125381568,2021.06170795388,142
89,91,Nassau,Nassau,0.000957914716399999,0.0670250684944,0.066067153778,2021.06170795388,2021.0626658686,142
85,86,Nassau,Nassau,0.00522527827300001,0.0708382938476,0.0656130155746,2021.06125381568,2021.06647909395,142
73,74,Nassau,Nassau,0.06934117495,0.0740034687398,0.00466229378979999,2021.0003030939,2021.06964426885,142
74,75,Nassau,Nassau,0.00669550778299999,0.0806989765228,0.0740034687398,2021.06964426885,2021.07633977663,142
89,90,Nassau,Nassau,0.01792043953,0.083987593308,0.066067153778,2021.06170795388,2021.07962839342,142
68,72,Nassau,Nassau,0.0232582141,0.084105226033,0.060847011933,2021.05648781204,2021.07974602614,142
