# BEAST v1.10.5 Prerelease #23570d1
# Generated Fri Feb 10 11:10:18 CET 2023 [seed=1676023816886]
# All_clades.xml
state	location.rates.NewYork.Bronx	location.rates.NewYork.Kings	location.rates.NewYork.Queens	location.rates.NewYork.Richmond	location.rates.NewYork.Nassau	location.rates.NewYork.Suffolk	location.rates.NewYork.Westchester	location.rates.Bronx.Kings	location.rates.Bronx.Queens	location.rates.Bronx.Richmond	location.rates.Bronx.Nassau	location.rates.Bronx.Suffolk	location.rates.Bronx.Westchester	location.rates.Kings.Queens	location.rates.Kings.Richmond	location.rates.Kings.Nassau	location.rates.Kings.Suffolk	location.rates.Kings.Westchester	location.rates.Queens.Richmond	location.rates.Queens.Nassau	location.rates.Queens.Suffolk	location.rates.Queens.Westchester	location.rates.Richmond.Nassau	location.rates.Richmond.Suffolk	location.rates.Richmond.Westchester	location.rates.Nassau.Suffolk	location.rates.Nassau.Westchester	location.rates.Suffolk.Westchester	location.rates.Bronx.NewYork	location.rates.Kings.NewYork	location.rates.Queens.NewYork	location.rates.Richmond.NewYork	location.rates.Nassau.NewYork	location.rates.Suffolk.NewYork	location.rates.Westchester.NewYork	location.rates.Kings.Bronx	location.rates.Queens.Bronx	location.rates.Richmond.Bronx	location.rates.Nassau.Bronx	location.rates.Suffolk.Bronx	location.rates.Westchester.Bronx	location.rates.Queens.Kings	location.rates.Richmond.Kings	location.rates.Nassau.Kings	location.rates.Suffolk.Kings	location.rates.Westchester.Kings	location.rates.Richmond.Queens	location.rates.Nassau.Queens	location.rates.Suffolk.Queens	location.rates.Westchester.Queens	location.rates.Nassau.Richmond	location.rates.Suffolk.Richmond	location.rates.Westchester.Richmond	location.rates.Suffolk.Nassau	location.rates.Westchester.Nassau	location.rates.Westchester.Suffolk	location.indicators.NewYork.Bronx	location.indicators.NewYork.Kings	location.indicators.NewYork.Queens	location.indicators.NewYork.Richmond	location.indicators.NewYork.Nassau	location.indicators.NewYork.Suffolk	location.indicators.NewYork.Westchester	location.indicators.Bronx.Kings	location.indicators.Bronx.Queens	location.indicators.Bronx.Richmond	location.indicators.Bronx.Nassau	location.indicators.Bronx.Suffolk	location.indicators.Bronx.Westchester	location.indicators.Kings.Queens	location.indicators.Kings.Richmond	location.indicators.Kings.Nassau	location.indicators.Kings.Suffolk	location.indicators.Kings.Westchester	location.indicators.Queens.Richmond	location.indicators.Queens.Nassau	location.indicators.Queens.Suffolk	location.indicators.Queens.Westchester	location.indicators.Richmond.Nassau	location.indicators.Richmond.Suffolk	location.indicators.Richmond.Westchester	location.indicators.Nassau.Suffolk	location.indicators.Nassau.Westchester	location.indicators.Suffolk.Westchester	location.indicators.Bronx.NewYork	location.indicators.Kings.NewYork	location.indicators.Queens.NewYork	location.indicators.Richmond.NewYork	location.indicators.Nassau.NewYork	location.indicators.Suffolk.NewYork	location.indicators.Westchester.NewYork	location.indicators.Kings.Bronx	location.indicators.Queens.Bronx	location.indicators.Richmond.Bronx	location.indicators.Nassau.Bronx	location.indicators.Suffolk.Bronx	location.indicators.Westchester.Bronx	location.indicators.Queens.Kings	location.indicators.Richmond.Kings	location.indicators.Nassau.Kings	location.indicators.Suffolk.Kings	location.indicators.Westchester.Kings	location.indicators.Richmond.Queens	location.indicators.Nassau.Queens	location.indicators.Suffolk.Queens	location.indicators.Westchester.Queens	location.indicators.Nassau.Richmond	location.indicators.Suffolk.Richmond	location.indicators.Westchester.Richmond	location.indicators.Suffolk.Nassau	location.indicators.Westchester.Nassau	location.indicators.Westchester.Suffolk	location.nonZeroRates
0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	1.0	56.0
100000	1.3608613830878593	5.289241776502955	5.873319712639326	1.4195000021547022	4.34068613742816	1.558621101060292	1.0359537250425674	0.7643904493774146	0.3684094094497737	0.5887363556750844	1.6281853073922141	3.569497791763343	1.2860475614682876	1.522583214812076	0.33289201258725115	0.1148501495366846	0.7546348344537741	4.652820316104561	0.22374413213212913	0.281306415656842	0.6789926521693767	0.7441084226696401	0.5240979765972423	1.238515174341766	0.18421040135793232	1.8988820998112337	0.9000615801734091	0.7292294131546868	0.7495658650972337	2.92601477701541	0.2139234085929005	0.72516805490741	0.17144046854221762	1.867937459683502	1.3021131515654054	0.50013360543644	1.7281348050650347	0.3529508464274917	1.129816116927772	0.25567463599983525	0.3298657517351317	1.2188015362988505	1.380537870812049	1.4459476275418208	1.624843667356434	0.6163174822858624	0.2778553346594728	1.4876072347394538	1.96455361913672	0.2384665502426984	1.3142288257694072	0.17591155104979894	0.8052787783468423	1.0924765853515734	0.3005211923282685	0.5121338650516166	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	26.0
200000	2.606221061722385	4.404154750158191	5.281015767258792	0.6549998328942183	2.1987922080867275	1.0249991215681449	2.5331543038020383	1.49811765731745	0.7560528114510167	4.843786652064552	0.729621234678601	1.2315930874147152	2.800819842996075	2.0343433537510442	0.8799789923458193	2.177536768865609	0.028451189847920826	0.2333386716694949	0.09564109676978357	0.8766752523749969	1.1763232329375737	1.709541887930998	1.597034245086183	1.5208496330808636	0.32227845897122914	1.5122305114971968	0.43748732784067623	0.36740284931496586	0.964473359192776	1.0231442632793082	2.535061097119153	1.9639858805561818	0.14712905310580876	0.7865875194636929	1.0026445801538912	1.6951647647230372	0.2857093932157111	0.9600600935533192	0.5729783222171453	0.04544176970260894	0.3688287578195096	0.4270147626573913	1.8294717982770075	1.3962767950827293	0.4399059318888141	0.31259296569950723	2.448750525070448	1.6281079164975532	2.173921561811318	1.1617317914087284	0.4321874259568916	4.595068751603021	3.0805085234544585	1.078812307296782	0.5915546059428424	1.1289852094034205	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	23.0
300000	1.4740514345774585	2.2675658522223165	3.3188697125692945	0.9869323290128151	1.913665923983181	0.7412303579009935	1.70676372238337	0.8421866176661147	0.4288867094570475	0.5199808859819967	0.2564371217536094	0.9581316888614653	0.3407404629025056	0.40939713019871554	0.7881422600195127	0.26474455299817073	0.899839170581215	1.081920888611766	0.5743348428855736	0.7656662116920632	1.0148976089112236	0.9749377202642514	2.3685733827417876	0.4143854294988416	0.4872049874431517	1.327028740835975	0.9865237531264435	0.00806561355209934	1.6647141884400471	1.398832861885985	3.275064923238218	2.159700895216027	0.1311690193959732	1.2690785675260827	1.1470379688750427	0.899519843722342	1.2834111511003319	0.2526352957940739	0.37915864491027174	0.08684848548897947	0.17924811242797978	1.2507258891021018	0.7691713298766067	0.6114918571316663	0.5283641277554422	0.3915026752829787	1.8847956821293759	1.2311849568716617	7.077589062999526	2.0926765611339055	0.14420267903389672	1.8575103338992192	1.3732621587354876	0.3390264969319	0.9902983309166407	1.3120801462006695	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	23.0
400000	0.7336345615477758	3.1063784865464013	3.708153311118442	1.8682604980575275	1.2554281375717258	0.35054171210826307	1.2715506964505383	0.26576537006733475	0.13181912583380437	2.1693729993571345	0.4774986884389214	0.7044726781851859	1.958442461432206	0.8338246934129686	0.44497427799325395	1.002469840331927	3.745798568294974	0.8495662533717826	0.3618895396152229	0.8152178051147287	1.0420530746114416	1.0435842808432838	3.866343520359244	0.05501296931964851	0.037679567123576986	1.1116462924772919	0.9439426806744076	4.651509037720178E-4	0.841666237925664	0.2788017876314832	1.721246726190326	0.5787006152601927	0.2057780886805845	0.14133414385520124	0.8889257540295953	1.4853888779867845	1.9853090633945132	0.06859421207717481	0.4497277602018793	0.17092534877491034	0.2692289168089399	0.6385696591063978	0.3298154702636792	0.48727552851508343	0.12551668278144956	0.10178970885750503	0.03766790987617981	0.914437291977092	4.457351214064118	0.4218252934003875	0.10777571399108664	0.8042065046775135	5.280897858229947	0.4308313452863096	2.5177486533823927	0.397240160118324	1.0	1.0	1.0	0.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	27.0
500000	2.326030136575867	4.516899636574969	5.913524772403524	0.23896020315856778	1.8864461614361245	0.9841883353088392	2.744253667522471	1.0280327591848453	0.6720889450560866	1.2088479299775865	0.5915210447330534	1.5770347573993757	0.8479552231471379	0.4800358750159613	0.4435476603404117	0.8688425221952075	0.35510430298821577	0.2713628622212057	3.0309596233051788	0.18663082434773323	0.371420098977086	0.9195517694656221	0.18087686015671717	0.8362039836867369	0.19139008705035984	1.8320701100941867	0.7999045247287639	0.4460413417976007	0.5124134208920484	0.9710420506637926	0.9634941968597058	0.22037270401383796	1.1780225889889073	0.9745110737347008	1.131417203865272	0.11857846590001248	2.714674003497168	0.32913145743609307	0.4177895049943607	2.8498487498829808	0.4014697458994121	0.6986641330183078	0.31123961494270613	0.9047473520295973	1.0899693267660466	0.26685573300994847	1.2255359375692718	1.548373114057192	0.39681462088540326	0.9157233151309084	1.2624293215274645	0.07850090247050705	2.3108940120893484	0.6957237783553049	0.420090660013621	0.6896786112706048	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	0.0	27.0
600000	1.6721100419878803	3.49587766202959	5.429500179646416	1.7380430437067944	1.946758072547358	0.7030125786864745	1.5614859325904258	0.12360083730236948	0.5347569995198083	1.683368622261318	0.11300530724712789	2.605412934508274	1.0690218284707287	3.134077377693737	0.4169692900964246	0.8390742888848824	0.17228715296493952	0.444446961637881	2.501096744230295	0.2698696800687883	0.08494264142290046	0.7056444913810043	0.3137065473741219	0.6729322099159445	0.13838842377402122	1.8072785435047891	0.6820338393033872	0.29856746083304747	0.6753991033531579	1.5199972126771562	0.7485953271673645	0.25007613048716887	1.9444865594896135	0.43168975150490063	1.6511654744484203	0.1460662927230968	0.936499478651604	0.10109384167709538	0.8964445268303681	2.6788607823562627	1.5342114161805294	1.076662041354416	0.03087980857756396	1.3425009146505367	0.4871369320160098	0.23985424700097693	0.09281809891823012	1.3075627555992602	1.8888508085416746	1.0511725381972012	3.252025151573762	0.019877456630603745	2.330116255264055	0.7871182065603608	2.3690271701281103	0.22429471862310443	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	25.0
700000	1.7145182019268268	5.659997612440035	3.9979177792042964	0.027121069234766752	1.8013850852431414	0.6949044317982399	0.9747843760317069	1.475474092683877	0.2777571716894681	2.953195862670487	0.2934248867965354	1.8611034034699188	4.376123319121769	4.017269604130946	0.3227275330824186	0.1855426424451108	0.053038670359346285	2.030232033123346	1.0552755475467235	0.09803100573489558	0.8147946619431409	0.8143810724026259	1.0293643628058677	1.170845375000887	0.17814706657337157	0.9750127896219715	0.8756680331698421	1.3721349746151472	0.4505027509842572	1.3998562481892736	0.9112997097672272	0.2478440325831992	3.5207261459531067	1.349519626507926	1.2590689511232331	0.2160082473151508	0.6167907157452864	0.3824499487886012	0.7359188074321897	0.4098988195949559	0.6452221131162844	1.1311376493724854	0.00944536134374727	0.6553296373506191	1.157655546306771	0.7975356831566637	0.2819673577349307	1.4382771260577436	1.7917100444610872	0.9870117103270718	1.11590470591348	0.015001579020576871	2.422831699049929	1.0475791086116835	0.3309913753333125	0.30128943300044314	1.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	1.0	1.0	28.0
800000	1.1926141866620896	2.813301175480207	4.193537813130518	0.4253330094942507	1.1985218591716336	0.637697772025408	0.8762348256441114	3.4319758923726105	0.5413878839543971	0.6496186972041486	1.2168044982614545	3.832744472189639	1.3305882565373555	3.0187759493003936	0.43865731324040785	2.4073470351632165	0.21799291183154051	1.016703703583565	0.17125808225236036	0.7965089469681055	0.29964580775832494	0.6339174854784095	1.3991596718009587	0.2526593422402299	0.21285736912365155	0.784567916670934	0.1897709901290987	0.3806701346933375	0.599126645839752	1.3874410841461795	0.37239449585915824	1.4056996891413898	0.6934850248031238	1.1839493352998907	1.1290432530607402	2.6823231290431675	1.4519230962733611	0.5585309603522934	0.6688073869461933	0.6631587485284527	0.38355532525228303	1.0759620824333196	8.457986979389685E-4	0.6503926417333639	0.23063407481249287	0.7156009882404161	1.7153562723051043	1.5408462292688567	2.739222853022782	0.42877165851433446	1.2412756205201836	0.26792526998962096	0.12261506779036771	0.9146312755921592	0.010538249506233513	1.4361485207081275	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	1.0	1.0	1.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	1.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	0.0	0.0	29.0
900000	1.3667714356049148	2.5694727605203243	4.549846502594077	0.9180910777480836	2.686031772265632	0.6926408846691633	1.6289582624508938	1.0911806518042833	0.46400061078829213	2.3929758988854672	0.23145567906063905	0.4765220151729538	1.3214590399274098	1.6944345801528065	0.6165862126830334	3.039636035706404	3.1330251964704963	0.34318599364306074	0.050418277364351935	0.8005643126009336	0.9138525047450051	0.3534871108649799	1.9075534114634225	0.7827117579808321	1.0731756937229802	1.0639254811511947	0.743381855667639	0.20370881017429662	0.7458331303999416	1.4848715432249346	1.7058035713512738	0.2501533020128765	2.8031250282632683	1.4710561000886184	1.1538121927122262	0.82950387130445	0.23167192962950128	1.835265425998856	0.6390348602420887	3.2498955367933626	0.38683048924158475	1.10117198147042	5.702348501788059E-4	1.441431840458417	2.2888046246549605	0.4649310203191647	2.0921228986286806	1.5849817018078995	0.5228437221505895	0.0304518685574413	1.352169601841413	2.578272496896439	0.03570259116424611	0.788223267943445	0.15909464564907064	0.8261756431315493	1.0	1.0	1.0	0.0	1.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	1.0	0.0	1.0	0.0	0.0	1.0	1.0	1.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	0.0	1.0	0.0	1.0	1.0	0.0	1.0	0.0	1.0	0.0	1.0	0.0	0.0	0.0	0.0	0.0	1.0	0.0	0.0	25.0
