node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,cladeID
5,1,Westchester,Westchester,0.11151,0.11151,0,2021.52924342466,2021.64075342466,10
5,6,Westchester,Westchester,0.01918,0.01918,0,2021.52924342466,2021.54842342466,10
6,7,Westchester,Westchester,0.00273999999999999,0.02192,0.01918,2021.54842342466,2021.55116342466,10
6,2,Westchester,Westchester,0.11133,0.13051,0.01918,2021.54842342466,2021.65975342466,10
7,4,Westchester,Westchester,0.11159,0.13351,0.02192,2021.55116342466,2021.66275342466,10
7,3,Westchester,Westchester,0.11459,0.13651,0.02192,2021.55116342466,2021.66575342466,10
14,15,NewYork,NewYork,0.00715118512200003,0.00715118512200003,0,2021.51463456832,2021.52178575344,1000
14,25,NewYork,NewYork,0.00167118512199999,0.00167118512199999,0,2021.51463456832,2021.51630575344,1000
15,16,NewYork,NewYork,0.0360799999999999,0.043231185122,0.00715118512200003,2021.52178575344,2021.55786575344,1000
16,17,NewYork,NewYork,0.00228,0.045511185122,0.043231185122,2021.55786575344,2021.56014575344,1000
16,18,NewYork,Westchester,0.06150032558,0.104731510702,0.043231185122,2021.55786575344,2021.61936607902,1000
18,24,Westchester,Westchester,0.00190967441900003,0.106641185121,0.104731510702,2021.61936607902,2021.62127575344,1000
25,12,NewYork,Bronx,0.11116,0.112831185122,0.00167118512199999,2021.51630575344,2021.62746575344,1000
25,13,NewYork,Nassau,0.11116,0.112831185122,0.00167118512199999,2021.51630575344,2021.62746575344,1000
15,1,NewYork,Bronx,0.11168,0.118831185122,0.00715118512200003,2021.52178575344,2021.63346575344,1000
17,2,NewYork,NewYork,0.11132,0.156831185122,0.045511185122,2021.56014575344,2021.67146575344,1000
17,3,NewYork,Queens,0.11132,0.156831185122,0.045511185122,2021.56014575344,2021.67146575344,1000
18,19,Westchester,Westchester,0.1145996744,0.219331185102,0.104731510702,2021.61936607902,2021.73396575342,1000
19,20,Westchester,Westchester,0.00617999999999999,0.225511185102,0.219331185102,2021.73396575342,2021.74014575342,1000
20,21,Westchester,Westchester,0.01498,0.240491185102,0.225511185102,2021.74014575342,2021.75512575342,1000
21,22,Westchester,Westchester,0.00228,0.242771185102,0.240491185102,2021.75512575342,2021.75740575342,1000
24,11,Westchester,Westchester,0.17419,0.280831185121,0.106641185121,2021.62127575344,2021.79546575344,1000
22,23,Westchester,Westchester,0.06027,0.303041185102,0.242771185102,2021.75740575342,2021.81767575342,1000
24,10,Westchester,Westchester,0.20119,0.307831185121,0.106641185121,2021.62127575344,2021.82246575344,1000
