node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
10,11,0.03969,-73.8642068780507,40.7140958913409,-73.8675580819083,40.7200293127877,0.03969,0,2021.72201808219,2021.76170808219
10,12,0.02258,-73.8642068780507,40.7140958913409,-73.8616218959828,40.7087353791124,0.02258,0,2021.72201808219,2021.74459808219
12,13,0.00484000000000001,-73.8616218959828,40.7087353791124,-73.8589409417353,40.71938080443,0.02742,0.02258,2021.74459808219,2021.74943808219
13,16,0.00218000000000002,-73.8589409417353,40.71938080443,-73.8562107756476,40.7289541673259,0.0296,0.02742,2021.74943808219,2021.75161808219
16,17,0.04225,-73.8562107756476,40.7289541673259,-73.8140231260997,40.7479548425039,0.07185,0.0296,2021.75161808219,2021.79386808219
13,14,0.06793,-73.8589409417353,40.71938080443,-73.8595865302882,40.7187575825957,0.09535,0.02742,2021.74943808219,2021.81736808219
14,15,0.01096,-73.8595865302882,40.7187575825957,-73.8534133659809,40.7064598813077,0.10631,0.09535,2021.81736808219,2021.82832808219
16,7,0.11156,-73.8562107756476,40.7289541673259,-73.8993963426833,40.7611108292551,0.14116,0.0296,2021.75161808219,2021.86317808219
12,3,0.15958,-73.8616218959828,40.7087353791124,-73.8828312613914,40.6435003719673,0.18216,0.02258,2021.74459808219,2021.90417808219
17,8,0.11631,-73.8140231260997,40.7479548425039,-73.8581321751408,40.72999961943,0.18816,0.07185,2021.79386808219,2021.91017808219
17,9,0.11631,-73.8140231260997,40.7479548425039,-73.6464351671585,40.8165647501486,0.18816,0.07185,2021.79386808219,2021.91017808219
11,1,0.16747,-73.8675580819083,40.7200293127877,-73.8702247064228,40.7299603261298,0.20716,0.03969,2021.76170808219,2021.92917808219
14,4,0.11181,-73.8595865302882,40.7187575825957,-73.85998887672,40.7340464349519,0.20716,0.09535,2021.81736808219,2021.92917808219
15,6,0.11185,-73.8534133659809,40.7064598813077,-73.7532003688116,40.606124401791,0.21816,0.10631,2021.82832808219,2021.94017808219
11,2,0.18647,-73.8675580819083,40.7200293127877,-73.8568726348585,40.7222539810391,0.22616,0.03969,2021.76170808219,2021.94817808219
15,5,0.19085,-73.8534133659809,40.7064598813077,-73.9774952144,40.7839686951113,0.29716,0.10631,2021.82832808219,2022.01917808219
