# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Sep 13 12:56:02 CEST 2022 [seed=1663066532401]
# O-BA1_DTA.xml
state	location.rates.NYC_counties.other	location.rates.other.NYC_counties	location.indicators.NYC_counties.other	location.indicators.other.NYC_counties	location.nonZeroRates
98000	0.2853358115529727	1.1147931502882842	1.0	1.0	2.0
99000	0.5853575040743272	1.8868015581235833	1.0	1.0	2.0
100000	0.445026715890972	1.4571697547636255	1.0	1.0	2.0
101000	0.04034769729231619	0.13873598349065702	1.0	1.0	2.0
102000	0.1141026059919805	0.42628775892936654	1.0	1.0	2.0
103000	0.6891165737683868	2.027523416727387	1.0	1.0	2.0
104000	0.23875467910504383	0.7287123877858573	1.0	1.0	2.0
105000	0.4474676856868775	1.5920464737861921	1.0	1.0	2.0
106000	0.3638284414555936	1.2632133756045334	1.0	1.0	2.0
107000	0.0792177757577906	0.28359729016534246	1.0	1.0	2.0
108000	0.9309873803198745	3.1746568198384666	1.0	1.0	2.0
109000	0.840128074254983	2.8045325971124138	1.0	1.0	2.0
110000	1.3404926002792599	4.492107761024007	1.0	1.0	2.0
111000	0.6485772258478743	1.9282973309732405	1.0	1.0	2.0
112000	0.9987046332426746	3.324636594968357	1.0	1.0	2.0
113000	0.048477879721134785	0.17065164556051707	1.0	1.0	2.0
114000	0.41659712168563007	1.4243949156714097	1.0	1.0	2.0
115000	0.13208040594565226	0.4877394963340982	1.0	1.0	2.0
116000	0.294995519712684	1.1249897973379965	1.0	1.0	2.0
117000	0.2346041080860617	0.7420386658502921	1.0	1.0	2.0
118000	0.6852826634432586	2.2604568387217028	1.0	1.0	2.0
119000	0.38494252463825523	1.2939289801523313	1.0	1.0	2.0
120000	0.4420462698269184	1.4762440035752338	1.0	1.0	2.0
121000	0.11856511912842356	0.42157534967507315	1.0	1.0	2.0
122000	0.09096449147018087	0.29125288663132565	1.0	1.0	2.0
123000	0.053925739626058206	0.17265804115602967	1.0	1.0	2.0
124000	0.5670825650049703	2.1478063617477425	1.0	1.0	2.0
125000	1.1693548332903625	3.7706900064173774	1.0	1.0	2.0
126000	0.8787005236185494	3.163669815518492	1.0	1.0	2.0
127000	0.14388386427618371	0.5319724688787122	1.0	1.0	2.0
128000	0.21768888626819877	0.8301792370398751	1.0	1.0	2.0
129000	0.2131374694140987	0.6707924209378093	1.0	1.0	2.0
130000	0.48548096701560145	1.7439935777119655	1.0	1.0	2.0
131000	0.06654891765619277	0.22530030984236493	1.0	1.0	2.0
132000	0.21058723006041138	0.7368453628058718	1.0	1.0	2.0
133000	0.15932005319431172	0.5344727394811228	1.0	1.0	2.0
134000	0.24557615842322492	0.7918191720909759	1.0	1.0	2.0
135000	1.1861275727989071	3.888004277420057	1.0	1.0	2.0
136000	0.2973927797521295	1.2447202464073144	1.0	1.0	2.0
137000	0.24070537072380893	0.8423503025634587	1.0	1.0	2.0
138000	0.2882330934191889	1.1222005816396627	1.0	1.0	2.0
139000	0.8324493358991629	2.8735063528177256	1.0	1.0	2.0
140000	0.7370053941875112	2.374929075672444	1.0	1.0	2.0
141000	0.23764942004873021	0.7320883906687756	1.0	1.0	2.0
142000	0.3038532800034415	1.0287525494288954	1.0	1.0	2.0
143000	0.9141359939933079	2.898124336502011	1.0	1.0	2.0
144000	0.392294448801049	1.4767791578756095	1.0	1.0	2.0
145000	0.20436048894564252	0.7055797686478209	1.0	1.0	2.0
146000	0.3904477678112189	1.5581049409370036	1.0	1.0	2.0
147000	0.8565217904997313	3.2974026191182437	1.0	1.0	2.0
148000	0.5405960555595613	1.6303483473157665	1.0	1.0	2.0
149000	0.2772013866719967	1.0549661850304064	1.0	1.0	2.0
150000	0.4814482879327468	1.8385701841633917	1.0	1.0	2.0
151000	0.8779252262918843	2.869747993575714	1.0	1.0	2.0
152000	1.0970780186879066	4.021670564471493	1.0	1.0	2.0
153000	0.35268769480488693	1.2879465661550222	1.0	1.0	2.0
154000	0.16626399911709744	0.5618122701029727	1.0	1.0	2.0
155000	0.31640368753876097	1.1805614391618429	1.0	1.0	2.0
156000	0.5516464690582948	1.7420588021086325	1.0	1.0	2.0
157000	0.34724718469507104	1.1987082209708733	1.0	1.0	2.0
158000	0.5935112906542241	2.070854395676318	1.0	1.0	2.0
159000	0.3226534546444335	1.2660522486717607	1.0	1.0	2.0
160000	0.699446121761521	2.1102782175515222	1.0	1.0	2.0
161000	0.17039773066584715	0.5099466423194174	1.0	1.0	2.0
162000	0.2863553257770336	1.0084939148690442	1.0	1.0	2.0
163000	0.360443580105003	1.1415809149123242	1.0	1.0	2.0
164000	0.359184451122468	1.2798114373798726	1.0	1.0	2.0
165000	0.11982061591797684	0.45893958157774234	1.0	1.0	2.0
166000	0.14971706276784258	0.6336195095569286	1.0	1.0	2.0
167000	0.36483324762124864	1.1570263312492701	1.0	1.0	2.0
168000	0.5206236104386169	1.9254878333149101	1.0	1.0	2.0
169000	0.08444724861445457	0.28438184730878463	1.0	1.0	2.0
170000	0.3253360167063254	1.206855542325441	1.0	1.0	2.0
171000	0.4931808443647487	1.7535690949259573	1.0	1.0	2.0
172000	0.517737071295402	1.7289605470953175	1.0	1.0	2.0
173000	0.322447642642727	0.9284295773930269	1.0	1.0	2.0
174000	0.18559653791995406	0.5279021164027359	1.0	1.0	2.0
175000	0.8079008505614624	2.947576074443856	1.0	1.0	2.0
176000	0.5250646671719338	1.9612860397461118	1.0	1.0	2.0
177000	0.36200764613017294	1.2005242608816022	1.0	1.0	2.0
178000	0.48339863598855926	1.7289817858536523	1.0	1.0	2.0
179000	0.6436373956957371	2.1339341705813424	1.0	1.0	2.0
180000	0.46369153389922857	1.5344552135338387	1.0	1.0	2.0
181000	0.2316237927128561	0.8369932221577507	1.0	1.0	2.0
182000	0.675652577382026	2.0063563070172576	1.0	1.0	2.0
183000	0.15774888425477818	0.4585900734025493	1.0	1.0	2.0
184000	0.32793266292751533	1.3083012284546514	1.0	1.0	2.0
185000	1.3356610058123894	4.503624660310645	1.0	1.0	2.0
186000	0.3125183403853578	1.3246496921187467	1.0	1.0	2.0
187000	0.34346317848936425	1.060426592738572	1.0	1.0	2.0
188000	0.26661310333099947	0.8748450423004489	1.0	1.0	2.0
189000	0.45301481745143707	1.5537214127960504	1.0	1.0	2.0
190000	0.3130875920989884	0.962047886594993	1.0	1.0	2.0
191000	0.27022881865898796	0.8829533418008795	1.0	1.0	2.0
192000	0.21003585915448275	0.7393451294286966	1.0	1.0	2.0
193000	0.1396315714975614	0.5272110931887642	1.0	1.0	2.0
194000	0.09043113684856945	0.2615202997449867	1.0	1.0	2.0
195000	0.28433302057026966	1.055361199005078	1.0	1.0	2.0
196000	0.17187685996131674	0.6481079012507055	1.0	1.0	2.0
197000	0.7586404774215911	2.350967624185007	1.0	1.0	2.0
198000	0.016747130439991056	0.05981295355682597	1.0	1.0	2.0
199000	0.2393847555051471	0.8150642970669619	1.0	1.0	2.0
200000	0.2481282120287652	0.8801570676278884	1.0	1.0	2.0
201000	0.4294556737086196	1.3790579851765274	1.0	1.0	2.0
202000	0.5991120475984297	1.8933901571652805	1.0	1.0	2.0
203000	0.37433748389987787	1.287331315696437	1.0	1.0	2.0
204000	0.4907160664249139	1.4826544637461674	1.0	1.0	2.0
205000	0.1308284433457306	0.4533913413500844	1.0	1.0	2.0
206000	0.36760422242125	1.2790330099835951	1.0	1.0	2.0
207000	0.48892955924097387	1.6690972131823067	1.0	1.0	2.0
208000	0.17010543967760403	0.7151444430134964	1.0	1.0	2.0
209000	0.7137137398239674	2.3828775372349007	1.0	1.0	2.0
210000	0.5245386090418546	1.434350998764988	1.0	1.0	2.0
211000	0.5398102868442484	1.8928608592468659	1.0	1.0	2.0
212000	0.7620215836583629	2.531773935254713	1.0	1.0	2.0
213000	0.7844406455933401	2.4456010403726887	1.0	1.0	2.0
214000	0.6908360732689323	2.100447948697628	1.0	1.0	2.0
215000	0.09223382724817837	0.33699262446334227	1.0	1.0	2.0
216000	0.22280494928998884	0.7674903248490589	1.0	1.0	2.0
217000	0.6571377145084619	2.2040256236120537	1.0	1.0	2.0
218000	0.7749087896974607	2.573210133623007	1.0	1.0	2.0
219000	0.2133781190028107	0.8345242168031319	1.0	1.0	2.0
220000	0.5148674883787885	1.9941565085783535	1.0	1.0	2.0
221000	0.29664213836852177	0.9608799444743548	1.0	1.0	2.0
222000	0.15801100523862957	0.587382991792367	1.0	1.0	2.0
223000	0.22676122178347322	0.7492361598007078	1.0	1.0	2.0
224000	0.4216029845766449	1.4651498416528463	1.0	1.0	2.0
225000	0.3852721771346933	1.3757233465678487	1.0	1.0	2.0
226000	0.3907839825436367	1.2568732150083204	1.0	1.0	2.0
227000	0.44710281965133747	1.472203150966538	1.0	1.0	2.0
228000	0.5104996275574276	1.8356359268068159	1.0	1.0	2.0
229000	0.5709562159748005	2.4958088635163094	1.0	1.0	2.0
230000	0.1163723063331037	0.40289692006113353	1.0	1.0	2.0
231000	0.2775136314527911	0.8810044568580752	1.0	1.0	2.0
232000	0.8514736008759002	2.701849385784404	1.0	1.0	2.0
233000	0.5852223415536717	2.210518624877037	1.0	1.0	2.0
234000	0.12884758579344943	0.4652972401179886	1.0	1.0	2.0
235000	0.8019082484965868	2.962522469031562	1.0	1.0	2.0
236000	0.7269211252572797	2.3653212539035793	1.0	1.0	2.0
237000	0.2080825610711995	0.7206021829566884	1.0	1.0	2.0
238000	0.5490182891318506	1.6306918638072088	1.0	1.0	2.0
239000	0.1749993446011494	0.6379121649778466	1.0	1.0	2.0
240000	0.27538554477147636	1.1250159545249885	1.0	1.0	2.0
241000	0.3921726227483455	1.4043946375763736	1.0	1.0	2.0
242000	1.0849650714571732	3.5808537949622137	1.0	1.0	2.0
243000	0.490725353700373	1.5876785448341	1.0	1.0	2.0
244000	0.24186881227706894	0.9321372610262737	1.0	1.0	2.0
245000	0.5086334123531422	1.6539076581365975	1.0	1.0	2.0
246000	0.15342923397266647	0.480153334938161	1.0	1.0	2.0
247000	0.41290771829895606	1.3736335267156574	1.0	1.0	2.0
248000	0.4278976139932172	1.5769720186613343	1.0	1.0	2.0
249000	0.5405686292982788	1.9838840900691277	1.0	1.0	2.0
250000	0.09312043420275035	0.31544247197524555	1.0	1.0	2.0
251000	0.16717714584451152	0.587880870397202	1.0	1.0	2.0
252000	0.7969642132728042	2.3982636262280232	1.0	1.0	2.0
253000	0.279764948138517	0.8834852703502102	1.0	1.0	2.0
254000	0.6075365212405527	2.1767005978499308	1.0	1.0	2.0
255000	1.2173600249148433	4.6433754485332255	1.0	1.0	2.0
256000	0.385038907019234	1.1988954551383684	1.0	1.0	2.0
257000	0.890555797316352	2.835661426687152	1.0	1.0	2.0
258000	1.363050649677682	5.270469468975995	1.0	1.0	2.0
259000	0.33084508318174155	1.0644734255744666	1.0	1.0	2.0
260000	0.1125365175589888	0.3648718315298141	1.0	1.0	2.0
261000	0.3679911408461149	1.2517122875335203	1.0	1.0	2.0
262000	0.6231197256501859	2.0383744170850053	1.0	1.0	2.0
263000	0.11622099305018824	0.3608888691245797	1.0	1.0	2.0
264000	0.2862292374659502	0.9488811223683157	1.0	1.0	2.0
265000	1.1440600571416684	3.8690897427250452	1.0	1.0	2.0
266000	0.8410326491568156	3.0733330331445488	1.0	1.0	2.0
267000	0.04041767547919572	0.1232531421121178	1.0	1.0	2.0
268000	0.1401989283104146	0.5189338712770686	1.0	1.0	2.0
269000	1.3020527831896052	3.769356585636571	1.0	1.0	2.0
270000	1.4332576677232274	4.207638301760593	1.0	1.0	2.0
271000	0.20722574290294418	0.8338393510189086	1.0	1.0	2.0
272000	0.6343066795067309	2.2016603348880435	1.0	1.0	2.0
273000	0.28890743501767346	0.9856116098340733	1.0	1.0	2.0
274000	0.1365632764067867	0.5144216098121973	1.0	1.0	2.0
275000	0.5592485826797948	2.011711615051427	1.0	1.0	2.0
276000	0.3940244511792515	1.2502155842447502	1.0	1.0	2.0
277000	0.3334141790103997	1.0550270857566044	1.0	1.0	2.0
278000	0.7726845493240198	2.5314738294714605	1.0	1.0	2.0
279000	0.6126756775951884	2.6569722166953795	1.0	1.0	2.0
280000	0.9544685670082564	2.8507744410260574	1.0	1.0	2.0
281000	0.09091910407418047	0.35910179355366256	1.0	1.0	2.0
282000	0.513645922127017	1.8136189590493217	1.0	1.0	2.0
283000	0.09983048304572091	0.33728761188839573	1.0	1.0	2.0
284000	1.2362565776404715	4.032445694583594	1.0	1.0	2.0
285000	0.30378891175131434	1.1426390071709698	1.0	1.0	2.0
286000	0.3023466277012553	1.0925153997802215	1.0	1.0	2.0
287000	0.3172692261650416	1.3500326262617712	1.0	1.0	2.0
288000	0.5920041768748542	1.931225268948874	1.0	1.0	2.0
289000	0.8426392108286176	2.4005739731056877	1.0	1.0	2.0
290000	0.616052090862209	2.107734027936572	1.0	1.0	2.0
291000	0.328697548523432	1.2938314370662203	1.0	1.0	2.0
292000	0.16729954405699413	0.5000762325705799	1.0	1.0	2.0
293000	0.2207901502856049	0.7064452568036103	1.0	1.0	2.0
294000	0.1359337674020418	0.44765156654438737	1.0	1.0	2.0
295000	0.07909105134952275	0.2864122336284377	1.0	1.0	2.0
296000	0.1949563549341713	0.6306919893386805	1.0	1.0	2.0
297000	0.29675010359526216	0.9726961983504828	1.0	1.0	2.0
298000	0.07515010173169154	0.3054861081298126	1.0	1.0	2.0
299000	0.14681257474831186	0.5618292432256913	1.0	1.0	2.0
300000	0.16992143192838985	0.6952333815767634	1.0	1.0	2.0
