node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,cladeID,transitionEvent
14,3,Suffolk,Suffolk,0.00278999999999999,0.16601,0.16322,2021.31473054795,2021.31752054795,17,0
14,4,Suffolk,Suffolk,0.00778999999999999,0.17101,0.16322,2021.31473054795,2021.32252054795,17,0
19,9,Nassau,Nassau,0.04835781938,0.174010000002,0.125652180622,2021.27716272857,2021.32552054795,17,0
18,7,Nassau,Nassau,0.05802071052,0.18201,0.12398928948,2021.27549983743,2021.33352054795,17,0
15,16,Suffolk,Suffolk,0.13101,0.19243,0.06142,2021.21293054795,2021.34394054795,17,0
12,2,Suffolk,Suffolk,0.15544,0.19301,0.03757,2021.18908054795,2021.34452054795,17,0
16,5,Suffolk,Suffolk,0.02858,0.22101,0.19243,2021.34394054795,2021.37252054795,17,0
16,6,Suffolk,Suffolk,0.05058,0.24301,0.19243,2021.34394054795,2021.39452054795,17,0
4,1,Kings,Kings,0.0000500000000100004,0.0000500000000100004,0,2021.30697739726,2021.30702739726,24,0
4,5,Kings,Kings,0.01897601823,0.01897601823,0,2021.30697739726,2021.32595341549,24,0
5,2,Kings,Kings,0.0000739817736300011,0.01905000000363,0.01897601823,2021.32595341549,2021.32602739726,24,0
5,3,Kings,Kings,0.0000739817736300011,0.01905000000363,0.01897601823,2021.32595341549,2021.32602739726,24,0
5,6,NewYork,NewYork,0.01788442664,0.01788442664,0,2021.2032990411,2021.22118346774,39,0
6,1,NewYork,NewYork,0.000405573360299991,0.0182900000003,0.01788442664,2021.22118346774,2021.2215890411,39,0
5,7,NewYork,NewYork,0.10063,0.10063,0,2021.2032990411,2021.3039290411,39,0
7,3,NewYork,Queens,0.00266,0.10329,0.10063,2021.3039290411,2021.3065890411,39,1
7,4,NewYork,NewYork,0.00266,0.10329,0.10063,2021.3039290411,2021.3065890411,39,0
6,2,NewYork,NewYork,0.08840557336,0.10629,0.01788442664,2021.22118346774,2021.3095890411,39,0
7,8,Kings,Kings,0.000416842242400017,0.000416842242400017,0,2020.92594904817,2020.92636589041,40,0
7,10,Kings,Kings,0.000416842242400017,0.000416842242400017,0,2020.92594904817,2020.92636589041,40,0
8,9,Kings,Kings,0.1578040248,0.1582208670424,0.000416842242400017,2020.92636589041,2021.08416991521,40,0
9,1,Kings,Kings,0.000925975184399991,0.1591468422268,0.1582208670424,2021.08416991521,2021.08509589039,40,0
9,2,Kings,Bronx,0.01492597518,0.1731468422224,0.1582208670424,2021.08416991521,2021.09909589039,40,1
8,3,Kings,Kings,0.17773,0.1781468422424,0.000416842242400017,2020.92636589041,2021.10409589041,40,0
10,11,Kings,Queens,0.20367,0.2040868422424,0.000416842242400017,2020.92636589041,2021.13003589041,40,1
10,4,Kings,Kings,0.20573,0.2061468422424,0.000416842242400017,2020.92636589041,2021.13209589041,40,0
11,5,Queens,Queens,0.00706000000000001,0.2111468422424,0.2040868422424,2021.13003589041,2021.13709589041,40,0
11,6,Queens,Queens,0.11106,0.3151468422424,0.2040868422424,2021.13003589041,2021.24109589041,40,0
5,1,Nassau,Bronx,0.06655,0.06655,0,2021.11762808218,2021.18417808218,43,1
5,6,Nassau,Nassau,0.00301999999999999,0.00301999999999999,0,2021.11762808218,2021.12064808218,43,0
6,7,Nassau,Nassau,0.00483913283500001,0.007859132835,0.00301999999999999,2021.12064808218,2021.12548721502,43,0
7,3,Nassau,Nassau,0.000690867165399997,0.0085500000004,0.007859132835,2021.12548721502,2021.12617808219,43,0
6,2,Nassau,NewYork,0.06553,0.06855,0.00301999999999999,2021.12064808218,2021.18617808219,43,1
7,4,Nassau,Nassau,0.09369086717,0.101550000005,0.007859132835,2021.12548721502,2021.21917808219,43,0
11,12,Kings,Kings,0.009373305538,0.009373305538,0,2021.03044614651,2021.03981945205,49,0
11,18,Kings,Kings,0.00113330553800001,0.00113330553800001,0,2021.03044614651,2021.03157945205,49,0
12,13,Kings,Kings,0.01373,0.023103305538,0.009373305538,2021.03981945205,2021.05354945205,49,0
13,16,Kings,Kings,0.02389,0.046993305538,0.023103305538,2021.05354945205,2021.07743945205,49,0
16,17,Kings,Kings,0.000653188520399972,0.0476464940584,0.046993305538,2021.07743945205,2021.07809264057,49,0
17,6,Kings,Queens,0.00138681148000003,0.0490333055384,0.0476464940584,2021.07809264057,2021.07947945205,49,1
16,5,Kings,Kings,0.00503999999999999,0.052033305538,0.046993305538,2021.07743945205,2021.08247945205,49,0
18,19,Kings,Nassau,0.05091,0.052043305538,0.00113330553800001,2021.03157945205,2021.08248945205,49,1
17,7,Kings,Kings,0.01038681148,0.0580333055384,0.0476464940584,2021.07809264057,2021.08847945205,49,0
13,14,Kings,Westchester,0.04500281684,0.068106122378,0.023103305538,2021.05354945205,2021.09855226889,49,1
14,15,Westchester,Westchester,0.001537183156,0.069643305534,0.068106122378,2021.09855226889,2021.10008945205,49,0
18,8,Kings,Kings,0.0789,0.080033305538,0.00113330553800001,2021.03157945205,2021.11047945205,49,0
15,3,Westchester,Westchester,0.03739,0.107033305534,0.069643305534,2021.10008945205,2021.13747945205,49,0
12,1,Kings,Kings,0.09766,0.107033305538,0.009373305538,2021.03981945205,2021.13747945205,49,0
14,2,Westchester,Westchester,0.05492718316,0.123033305538,0.068106122378,2021.09855226889,2021.15347945205,49,0
15,4,Westchester,Westchester,0.06439,0.134033305534,0.069643305534,2021.10008945205,2021.16447945205,49,0
19,9,Nassau,Queens,0.10199,0.154033305538,0.052043305538,2021.08248945205,2021.18447945205,49,1
19,10,Nassau,Nassau,0.12299,0.175033305538,0.052043305538,2021.08248945205,2021.20547945205,49,0
6,1,Bronx,Bronx,0.15625,0.15625,0,2020.95854452051,2021.11479452051,50,0
6,7,Bronx,Bronx,0.00434475126599998,0.00434475126599998,0,2020.95854452051,2020.96288927178,50,0
7,9,Bronx,Bronx,0.1478252487,0.152169999966,0.00434475126599998,2020.96288927178,2021.11071452048,50,0
9,4,Bronx,Kings,0.03708,0.189249999966,0.152169999966,2021.11071452048,2021.14779452048,50,1
9,5,Bronx,Bronx,0.05108,0.203249999966,0.152169999966,2021.11071452048,2021.16179452048,50,0
7,8,Bronx,Bronx,0.2556661548,0.260010906066,0.00434475126599998,2020.96288927178,2021.21855542658,50,0
8,2,Bronx,Bronx,0.000239093970699988,0.2602500000367,0.260010906066,2021.21855542658,2021.21879452055,50,0
8,3,Bronx,Bronx,0.03623909397,0.296250000036,0.260010906066,2021.21855542658,2021.25479452055,50,0
5,1,Queens,Queens,0.04579,0.04579,0,2021.16200452055,2021.20779452055,57,0
5,6,Queens,Queens,0.0596015795,0.0596015795,0,2021.16200452055,2021.22160610005,57,0
6,2,Queens,Queens,0.000188420502999997,0.059790000003,0.0596015795,2021.22160610005,2021.22179452055,57,0
6,7,Queens,Queens,0.0221484205,0.08175,0.0596015795,2021.22160610005,2021.24375452055,57,0
7,3,Queens,Queens,0.0000399999999100009,0.08178999999991,0.08175,2021.24375452055,2021.24379452055,57,0
7,4,Queens,Queens,0.01104,0.09279,0.08175,2021.24375452055,2021.25479452055,57,0
5,6,Nassau,Nassau,0.07258,0.07258,0,2021.10117616438,2021.17375616438,60,0
5,7,Nassau,Nassau,0.04617,0.04617,0,2021.10117616438,2021.14734616438,60,0
7,4,Nassau,Nassau,0.06901,0.11518,0.04617,2021.14734616438,2021.21635616438,60,0
6,2,Nassau,Nassau,0.0426,0.11518,0.07258,2021.17375616438,2021.21635616438,60,0
6,1,Nassau,Nassau,0.0566,0.12918,0.07258,2021.17375616438,2021.23035616438,60,0
7,3,Nassau,Nassau,0.09101,0.13718,0.04617,2021.14734616438,2021.23835616438,60,0
12,13,Kings,Kings,0.07975,0.07975,0,2021.16826547945,2021.24801547945,64,0
12,17,Kings,Kings,0.0125,0.0125,0,2021.16826547945,2021.18076547945,64,0
17,18,Kings,Kings,0.01821030039,0.03071030039,0.0125,2021.18076547945,2021.19897577984,64,0
18,7,Kings,Kings,0.00122969960700001,0.031939999997,0.03071030039,2021.19897577984,2021.20020547945,64,0
18,19,Kings,Kings,0.03442969961,0.06514,0.03071030039,2021.19897577984,2021.23340547945,64,0
19,20,Kings,Kings,0.00267000000000001,0.06781,0.06514,2021.23340547945,2021.23607547945,64,0
17,6,Kings,Kings,0.05544,0.06794,0.0125,2021.18076547945,2021.23620547945,64,0
20,9,Kings,Kings,0.00513,0.07294,0.06781,2021.23607547945,2021.24120547945,64,0
19,8,Kings,NewYork,0.0218,0.08694,0.06514,2021.23340547945,2021.25520547945,64,1
20,21,Kings,Kings,0.01918,0.08699,0.06781,2021.23607547945,2021.25525547945,64,0
21,10,Kings,Kings,0.00294999999999999,0.08994,0.08699,2021.25525547945,2021.25820547945,64,0
13,14,Kings,Kings,0.02621,0.10596,0.07975,2021.24801547945,2021.27422547945,64,0
21,11,Kings,Kings,0.02195,0.10894,0.08699,2021.25525547945,2021.27720547945,64,0
14,15,Kings,Kings,0.04795842914,0.15391842914,0.10596,2021.27422547945,2021.32218390859,64,0
15,2,Kings,Kings,0.001021570857,0.154939999997,0.15391842914,2021.32218390859,2021.32320547945,64,0
14,16,Kings,Kings,0.0598283803,0.1657883803,0.10596,2021.27422547945,2021.33405385975,64,0
16,4,Kings,Kings,0.000151619704700012,0.1659400000047,0.1657883803,2021.33405385975,2021.33420547945,64,0
16,5,Kings,Kings,0.000151619704700012,0.1659400000047,0.1657883803,2021.33405385975,2021.33420547945,64,0
15,3,Kings,Kings,0.01802157086,0.17194,0.15391842914,2021.32218390859,2021.34020547945,64,0
13,1,Kings,Kings,0.09719,0.17694,0.07975,2021.24801547945,2021.34520547945,64,0
6,1,NewYork,NewYork,0.07461,0.07461,0,2021.17232150685,2021.24693150685,67,0
6,7,NewYork,NewYork,0.02281,0.02281,0,2021.17232150685,2021.19513150685,67,0
7,8,NewYork,NewYork,0.02971,0.05252,0.02281,2021.19513150685,2021.22484150685,67,0
8,9,NewYork,NewYork,0.001466673014,0.053986673014,0.05252,2021.22484150685,2021.22630817986,67,0
9,5,NewYork,NewYork,0.000623326985999997,0.05461,0.053986673014,2021.22630817986,2021.22693150685,67,0
9,4,NewYork,NewYork,0.003623326986,0.05761,0.053986673014,2021.22630817986,2021.22993150685,67,0
7,2,NewYork,NewYork,0.0488,0.07161,0.02281,2021.19513150685,2021.24393150685,67,0
8,3,NewYork,Westchester,0.06009,0.11261,0.05252,2021.22484150685,2021.28493150685,67,1
5,6,Queens,Queens,0.09759,0.09759,0,2021.03529835616,2021.13288835616,71,0
5,7,Queens,Queens,0.05822,0.05822,0,2021.03529835616,2021.09351835616,71,0
6,2,Queens,Richmond,0.02955,0.12714,0.09759,2021.13288835616,2021.16243835616,71,1
7,3,Queens,Queens,0.10392,0.16214,0.05822,2021.09351835616,2021.19743835616,71,0
6,1,Queens,Queens,0.07255,0.17014,0.09759,2021.13288835616,2021.20543835616,71,0
7,4,Queens,Queens,0.12292,0.18114,0.05822,2021.09351835616,2021.21643835616,71,0
5,1,Richmond,Richmond,0.11644,0.11644,0,2021.12472438356,2021.24116438356,87,0
5,6,Richmond,Richmond,0.14898,0.14898,0,2021.12472438356,2021.27370438356,87,0
6,7,Richmond,Richmond,0.03366,0.18264,0.14898,2021.27370438356,2021.30736438356,87,0
6,4,Richmond,Richmond,0.05846,0.20744,0.14898,2021.27370438356,2021.33216438356,87,0
7,2,Richmond,Richmond,0.0458,0.22844,0.18264,2021.30736438356,2021.35316438356,87,0
7,3,Richmond,Richmond,0.0488,0.23144,0.18264,2021.30736438356,2021.35616438356,87,0
15,16,NewYork,Suffolk,0.05184,0.05184,0,2021.07337452055,2021.12521452055,100,1
15,21,NewYork,NewYork,0.00613,0.00613,0,2021.07337452055,2021.07950452055,100,0
21,22,NewYork,NewYork,0.00203434211100001,0.00816434211100001,0.00613,2021.07950452055,2021.08153886266,100,0
22,7,NewYork,NewYork,0.000255657889399991,0.0084200000004,0.00816434211100001,2021.08153886266,2021.08179452055,100,0
21,25,NewYork,NewYork,0.01096,0.01709,0.00613,2021.07950452055,2021.09046452055,100,0
25,11,NewYork,NewYork,0.00233,0.01942,0.01709,2021.09046452055,2021.09279452055,100,0
22,23,NewYork,NewYork,0.01988565789,0.028050000001,0.00816434211100001,2021.08153886266,2021.10142452055,100,0
23,24,NewYork,NewYork,0.001965306354,0.030015306355,0.028050000001,2021.10142452055,2021.1033898269,100,0
24,9,NewYork,NewYork,0.000404693646299997,0.0304200000013,0.030015306355,2021.1033898269,2021.10379452055,100,0
25,26,NewYork,NewYork,0.02075,0.03784,0.01709,2021.09046452055,2021.11121452055,100,0
23,8,NewYork,NewYork,0.01637,0.044420000001,0.028050000001,2021.10142452055,2021.11779452055,100,0
16,18,Suffolk,Suffolk,0.01557,0.06741,0.05184,2021.12521452055,2021.14078452055,100,0
24,10,NewYork,NewYork,0.05240469365,0.082420000005,0.030015306355,2021.1033898269,2021.15579452055,100,0
26,12,NewYork,NewYork,0.05058,0.08842,0.03784,2021.11121452055,2021.16179452055,100,0
18,19,Suffolk,Suffolk,0.04009,0.1075,0.06741,2021.14078452055,2021.18087452055,100,0
16,17,Suffolk,Suffolk,0.05828,0.11012,0.05184,2021.12521452055,2021.18349452055,100,0
19,4,Suffolk,Suffolk,0.00292000000000001,0.11042,0.1075,2021.18087452055,2021.18379452055,100,0
17,1,Suffolk,Suffolk,0.000299999999999995,0.11042,0.11012,2021.18349452055,2021.18379452055,100,0
17,2,Suffolk,Suffolk,0.0023,0.11242,0.11012,2021.18349452055,2021.18579452055,100,0
26,27,NewYork,NewYork,0.09706,0.1349,0.03784,2021.11121452055,2021.20827452055,100,0
27,14,NewYork,NewYork,0.00251999999999999,0.13742,0.1349,2021.20827452055,2021.21079452055,100,0
18,3,Suffolk,Suffolk,0.09701,0.16442,0.06741,2021.14078452055,2021.23779452055,100,0
19,20,Suffolk,Suffolk,0.06289,0.17039,0.1075,2021.18087452055,2021.24376452055,100,0
20,5,Suffolk,NewYork,0.0000299999999099909,0.17041999999991,0.17039,2021.24376452055,2021.24379452055,100,1
20,6,Suffolk,Suffolk,0.0000299999999099909,0.17041999999991,0.17039,2021.24376452055,2021.24379452055,100,0
27,13,NewYork,NewYork,0.04652,0.18142,0.1349,2021.20827452055,2021.25479452055,100,0
5,1,NewYork,NewYork,0.08997,0.08997,0,2021.19222178082,2021.28219178082,113,0
5,6,NewYork,NewYork,0.00262,0.00262,0,2021.19222178082,2021.19484178082,113,0
6,2,NewYork,NewYork,0.0003499999999,0.0029699999999,0.00262,2021.19484178082,2021.19519178082,113,0
6,7,NewYork,NewYork,0.01240326665,0.01502326665,0.00262,2021.19484178082,2021.20724504747,113,0
7,3,NewYork,NewYork,0.000946733345499995,0.0159699999955,0.01502326665,2021.20724504747,2021.20819178082,113,0
7,4,NewYork,NewYork,0.03394673335,0.04897,0.01502326665,2021.20724504747,2021.24119178082,113,0
6,1,Suffolk,Suffolk,0.03247,0.03247,0,2021.22772178082,2021.26019178082,114,0
6,7,Suffolk,Suffolk,0.02878,0.02878,0,2021.22772178082,2021.25650178082,114,0
7,8,Suffolk,Suffolk,0.02339,0.05217,0.02878,2021.25650178082,2021.27989178082,114,0
8,9,Suffolk,Suffolk,0.001302092182,0.053472092182,0.05217,2021.27989178082,2021.281193873,114,0
7,2,Suffolk,Suffolk,0.02569,0.05447,0.02878,2021.25650178082,2021.28219178082,114,0
8,3,Suffolk,Suffolk,0.0023,0.05447,0.05217,2021.27989178082,2021.28219178082,114,0
9,4,Suffolk,Suffolk,0.0009979078184,0.0544700000004,0.053472092182,2021.281193873,2021.28219178082,114,0
9,5,Suffolk,Suffolk,0.0009979078184,0.0544700000004,0.053472092182,2021.281193873,2021.28219178082,114,0
4,1,Nassau,Nassau,0.04659,0.04659,0,2021.12321821918,2021.16980821918,118,0
4,5,Nassau,Nassau,0.04252,0.04252,0,2021.12321821918,2021.16573821918,118,0
5,3,Nassau,NewYork,0.02607,0.06859,0.04252,2021.16573821918,2021.19180821918,118,1
5,2,Nassau,Nassau,0.15207,0.19459,0.04252,2021.16573821918,2021.31780821918,118,0
4,1,Nassau,Westchester,0.05566224217,0.05566224217,0,2021.13329666194,2021.18895890411,120,1
4,5,Nassau,Nassau,0.000762242174099995,0.000762242174099995,0,2021.13329666194,2021.13405890411,120,0
5,2,Nassau,Nassau,0.0549,0.0556622421741,0.000762242174099995,2021.13405890411,2021.18895890411,120,0
5,3,Nassau,Nassau,0.0769,0.0776622421741,0.000762242174099995,2021.13405890411,2021.21095890411,120,0
11,12,Nassau,Nassau,0.00273559833100001,0.00273559833100001,0,2021.01541686742,2021.01815246575,129,0
11,13,Nassau,Nassau,0.000580953398600009,0.000580953398600009,0,2021.01541686742,2021.01599782082,129,0
13,19,Nassau,Nassau,0.00215464493199999,0.0027355983306,0.000580953398600009,2021.01599782082,2021.01815246575,129,0
13,14,Nassau,Nassau,0.01514464493,0.0157255983286,0.000580953398600009,2021.01599782082,2021.03114246575,129,0
14,15,Nassau,Nassau,0.01918,0.0349055983286,0.0157255983286,2021.03114246575,2021.05032246575,129,0
19,10,Nassau,Nassau,0.05019,0.0529255983306,0.0027355983306,2021.01815246575,2021.06834246575,129,0
14,3,Nassau,Nassau,0.0482,0.0639255983286,0.0157255983286,2021.03114246575,2021.07934246575,129,0
12,2,Nassau,Nassau,0.07519,0.077925598331,0.00273559833100001,2021.01815246575,2021.09334246575,129,0
15,4,Nassau,Nassau,0.04902,0.0839255983286,0.0349055983286,2021.05032246575,2021.09934246575,129,0
15,16,Nassau,Nassau,0.05435,0.0892555983286,0.0349055983286,2021.05032246575,2021.10467246575,129,0
16,17,Nassau,Nassau,0.00262,0.0918755983286,0.0892555983286,2021.10467246575,2021.10729246575,129,0
17,5,Nassau,Nassau,0.0000499999999700046,0.09192559832857,0.0918755983286,2021.10729246575,2021.10734246575,129,0
12,1,Nassau,Nassau,0.09219,0.094925598331,0.00273559833100001,2021.01815246575,2021.11034246575,129,0
17,18,Nassau,Nassau,0.00422316492700001,0.0960987632556,0.0918755983286,2021.10729246575,2021.11151563068,129,0
18,7,Nassau,Nassau,0.0008268350732,0.0969255983288,0.0960987632556,2021.11151563068,2021.11234246575,129,0
18,6,Nassau,Nassau,0.003826835073,0.0999255983286,0.0960987632556,2021.11151563068,2021.11534246575,129,0
19,9,Nassau,Nassau,0.10019,0.1029255983306,0.0027355983306,2021.01815246575,2021.11834246575,129,0
16,8,Nassau,Nassau,0.07067,0.1599255983286,0.0892555983286,2021.10467246575,2021.17534246575,129,0
4,1,Nassau,Nassau,0.1531,0.1531,0,2021.20306438356,2021.35616438356,143,0
4,5,Nassau,Nassau,0.00281000000000001,0.00281000000000001,0,2021.20306438356,2021.20587438356,143,0
5,2,Nassau,Nassau,0.11229,0.1151,0.00281000000000001,2021.20587438356,2021.31816438356,143,0
5,3,Nassau,Nassau,0.13129,0.1341,0.00281000000000001,2021.20587438356,2021.33716438356,143,0
4,5,Suffolk,Suffolk,0.05011,0.05011,0,2021.28976109589,2021.33987109589,147,0
4,3,Suffolk,Suffolk,0.03328,0.03328,0,2021.28976109589,2021.32304109589,147,0
5,2,Suffolk,Suffolk,0.0001699999999,0.0502799999999,0.05011,2021.33987109589,2021.34004109589,147,0
5,1,Suffolk,Suffolk,0.04917,0.09928,0.05011,2021.33987109589,2021.38904109589,147,0
9,1,Nassau,Nassau,0.1099,0.1099,0,2021.13156575344,2021.24146575344,149,0
9,10,Nassau,Nassau,0.000359999999999999,0.000359999999999999,0,2021.13156575344,2021.13192575344,149,0
10,13,Nassau,Nassau,0.00475028618000001,0.00511028618000001,0.000359999999999999,2021.13192575344,2021.13667603962,149,0
13,14,Nassau,Nassau,0.01095971382,0.01607,0.00511028618000001,2021.13667603962,2021.14763575344,149,0
14,15,Nassau,Nassau,0.01196,0.02803,0.01607,2021.14763575344,2021.15959575344,149,0
15,8,Nassau,Nassau,0.00287000000000001,0.0309,0.02803,2021.15959575344,2021.16246575344,149,0
10,11,Nassau,Nassau,0.05195,0.05231,0.000359999999999999,2021.13192575344,2021.18387575344,149,0
14,6,Nassau,Nassau,0.05783,0.0739,0.01607,2021.14763575344,2021.20546575344,149,0
11,2,Nassau,Nassau,0.03859,0.0909,0.05231,2021.18387575344,2021.22246575344,149,0
11,12,Nassau,Nassau,0.07422,0.12653,0.05231,2021.18387575344,2021.25809575344,149,0
12,3,Nassau,Nassau,0.000370000000000009,0.1269,0.12653,2021.25809575344,2021.25846575344,149,0
12,4,Nassau,NewYork,0.01637,0.1429,0.12653,2021.25809575344,2021.27446575344,149,1
15,7,Nassau,Nassau,0.11787,0.1459,0.02803,2021.15959575344,2021.27746575344,149,0
13,5,Nassau,Nassau,0.2057897138,0.21089999998,0.00511028618000001,2021.13667603962,2021.34246575342,149,0
4,1,Suffolk,Suffolk,0.01771,0.01771,0,2021.01790643836,2021.03561643836,154,0
4,5,Suffolk,Suffolk,0.01742,0.01742,0,2021.01790643836,2021.03532643836,154,0
5,2,Suffolk,Suffolk,0.000290000000099998,0.0177100000001,0.01742,2021.03532643836,2021.03561643836,154,0
5,3,Suffolk,Suffolk,0.000290000000099998,0.0177100000001,0.01742,2021.03532643836,2021.03561643836,154,0
5,6,Queens,Kings,0.04337299515,0.04337299515,0,2021.13984864869,2021.18322164384,173,1
5,7,Queens,Queens,0.001742995153,0.001742995153,0,2021.13984864869,2021.14159164384,173,0
7,4,Queens,Queens,0.02197,0.023712995153,0.001742995153,2021.14159164384,2021.16356164384,173,0
7,3,Queens,NewYork,0.02497,0.026712995153,0.001742995153,2021.14159164384,2021.16656164384,173,1
6,1,Kings,Kings,0.00034,0.04371299515,0.04337299515,2021.18322164384,2021.18356164384,173,0
6,2,Kings,Kings,0.00034,0.04371299515,0.04337299515,2021.18322164384,2021.18356164384,173,0
4,1,NewYork,NewYork,0.00302,0.00302,0,2021.12880191781,2021.13182191781,182,0
4,5,NewYork,NewYork,0.04932,0.04932,0,2021.12880191781,2021.17812191781,182,0
5,2,NewYork,NewYork,0.0027,0.05202,0.04932,2021.17812191781,2021.18082191781,182,0
5,3,NewYork,NewYork,0.0027,0.05202,0.04932,2021.17812191781,2021.18082191781,182,0
4,1,NewYork,NewYork,0.26569,0.26569,0,2021.24115931507,2021.50684931507,190,0
4,5,NewYork,NewYork,0.00262000000000001,0.00262000000000001,0,2021.24115931507,2021.24377931507,190,0
5,2,NewYork,NewYork,0.0000699999999099754,0.00268999999990999,0.00262000000000001,2021.24377931507,2021.24384931507,190,0
5,3,NewYork,NewYork,0.0000699999999099754,0.00268999999990999,0.00262000000000001,2021.24377931507,2021.24384931507,190,0
4,1,Westchester,Westchester,0.000230000000099997,0.000230000000099997,0,2021.15033164384,2021.15056164384,219,0
4,5,Westchester,Westchester,0.02622506409,0.02622506409,0,2021.15033164384,2021.17655670793,219,0
5,2,Westchester,Westchester,0.001004935914,0.027230000004,0.02622506409,2021.17655670793,2021.17756164384,219,0
5,3,Westchester,Westchester,0.007004935914,0.033230000004,0.02622506409,2021.17655670793,2021.18356164384,219,0
4,1,Queens,Queens,0.001597793281,0.001597793281,0,2021.06673097384,2021.06832876712,222,0
4,5,Queens,Queens,0.01039779328,0.01039779328,0,2021.06673097384,2021.07712876712,222,0
5,2,Queens,Queens,0.000199999999999999,0.01059779328,0.01039779328,2021.07712876712,2021.07732876712,222,0
5,3,Queens,Queens,0.0352,0.04559779328,0.01039779328,2021.07712876712,2021.11232876712,222,0
4,1,Nassau,Nassau,0.00239,0.00239,0,2021.29076068493,2021.29315068493,232,0
4,5,Nassau,Nassau,0.002177081146,0.002177081146,0,2021.29076068493,2021.29293776608,232,0
5,2,Nassau,Nassau,0.0002129188541,0.0023900000001,0.002177081146,2021.29293776608,2021.29315068493,232,0
5,3,Nassau,Nassau,0.0002129188541,0.0023900000001,0.002177081146,2021.29293776608,2021.29315068493,232,0
4,1,Nassau,Nassau,0.04826,0.04826,0,2021.15663041099,2021.20489041099,242,0
4,5,Nassau,Nassau,0.02067527317,0.02067527317,0,2021.15663041099,2021.17730568416,242,0
5,2,Nassau,Nassau,0.000584726833299992,0.0212600000033,0.02067527317,2021.17730568416,2021.17789041099,242,0
5,3,Nassau,Nassau,0.1185847268,0.13925999997,0.02067527317,2021.17730568416,2021.29589041096,242,0
5,1,Queens,Queens,0.0009093430023,0.0009093430023,0,2021.30311805426,2021.30402739726,253,0
5,6,Queens,Queens,0.017719343,0.017719343,0,2021.30311805426,2021.32083739726,253,0
6,7,Queens,Queens,0.001914588581,0.019633931581,0.017719343,2021.32083739726,2021.32275198584,253,0
7,3,Queens,Queens,0.000275411418600002,0.0199093429996,0.019633931581,2021.32275198584,2021.32302739726,253,0
7,4,Queens,Queens,0.000275411418600002,0.0199093429996,0.019633931581,2021.32275198584,2021.32302739726,253,0
6,2,Queens,NewYork,0.00519,0.022909343,0.017719343,2021.32083739726,2021.32602739726,253,1
