node1,node2,startLoc,endLoc,length,endNodeL,startNodeL,startYear,endYear,cladeID
20,21,Kings,Kings,0.1090350457,0.1090350457,0,2020.91543068493,2021.02446573063,Alpha_718
20,22,Kings,Kings,0.000270244183899981,0.000270244183899981,0,2020.91543068493,2020.91570092911,Alpha_718
22,23,Kings,Kings,0.00205349397100002,0.0023237381549,0.000270244183899981,2020.91570092911,2020.91775442308,Alpha_718
23,32,Kings,Kings,0.000809999999999977,0.00313373815489998,0.0023237381549,2020.91775442308,2020.91856442308,Alpha_718
23,24,Kings,Kings,0.03726404063,0.0395877787849,0.0023237381549,2020.91775442308,2020.95501846371,Alpha_718
24,30,Kings,Kings,0.00181595937200002,0.0414037381569,0.0395877787849,2020.95501846371,2020.95683442309,Alpha_718
32,33,Kings,Kings,0.0461,0.0492337381549,0.00313373815489998,2020.91856442308,2020.96466442308,Alpha_718
22,3,Kings,Kings,0.06505349397,0.0653237381539,0.000270244183899981,2020.91570092911,2020.98075442308,Alpha_718
24,25,Kings,Kings,0.04581595937,0.0854037381549,0.0395877787849,2020.95501846371,2021.00083442308,Alpha_718
33,34,Kings,Kings,0.05036518249,0.0995989206449,0.0492337381549,2020.96466442308,2021.01502960557,Alpha_718
34,14,Kings,Richmond,0.00172481750800002,0.1013237381529,0.0995989206449,2021.01502960557,2021.01675442308,Alpha_718
25,27,Kings,Kings,0.01655,0.1019537381549,0.0854037381549,2021.00083442308,2021.01738442308,Alpha_718
21,1,Kings,Kings,0.000288692476699992,0.1093237381767,0.1090350457,2021.02446573063,2021.0247544231,Alpha_718
27,28,Kings,Kings,0.01319753867,0.1151512768249,0.1019537381549,2021.01738442308,2021.03058196175,Alpha_718
28,7,Kings,Kings,0.00217246133499999,0.1173237381599,0.1151512768249,2021.03058196175,2021.03275442309,Alpha_718
34,35,Kings,Kings,0.02112481751,0.1207237381549,0.0995989206449,2021.01502960557,2021.03615442308,Alpha_718
35,15,Kings,Kings,0.00259999999999999,0.1233237381549,0.1207237381549,2021.03615442308,2021.03875442308,Alpha_718
35,16,Kings,Kings,0.00259999999999999,0.1233237381549,0.1207237381549,2021.03615442308,2021.03875442308,Alpha_718
21,2,Kings,Kings,0.01428869248,0.12332373818,0.1090350457,2021.02446573063,2021.03875442311,Alpha_718
25,26,Kings,Nassau,0.04548430064,0.1308880387949,0.0854037381549,2021.00083442308,2021.04631872372,Alpha_718
26,5,Nassau,Nassau,0.000435699356500008,0.1313237381514,0.1308880387949,2021.04631872372,2021.04675442308,Alpha_718
32,36,Kings,Queens,0.1336452647,0.1367790028549,0.00313373815489998,2020.91856442308,2021.05220968778,Alpha_718
36,37,Queens,Queens,0.00191473525700001,0.1386937381119,0.1367790028549,2021.05220968778,2021.05412442304,Alpha_718
27,6,Kings,Nassau,0.04837,0.1503237381549,0.1019537381549,2021.01738442308,2021.06575442308,Alpha_718
26,4,Nassau,Nassau,0.02243569936,0.1533237381549,0.1308880387949,2021.04631872372,2021.06875442308,Alpha_718
28,29,Kings,Kings,0.04971246133,0.1648637381549,0.1151512768249,2021.03058196175,2021.08029442308,Alpha_718
30,10,Kings,Nassau,0.13092,0.1723237381569,0.0414037381569,2020.95683442309,2021.08775442309,Alpha_718
36,17,Queens,Queens,0.04654473526,0.1833237381149,0.1367790028549,2021.05220968778,2021.09875442304,Alpha_718
37,18,Queens,NewYork,0.05063,0.1893237381119,0.1386937381119,2021.05412442304,2021.10475442304,Alpha_718
29,9,Kings,Suffolk,0.03546,0.2003237381549,0.1648637381549,2021.08029442308,2021.11575442308,Alpha_718
33,13,Kings,Queens,0.15609,0.2053237381549,0.0492337381549,2020.96466442308,2021.12075442308,Alpha_718
29,8,Kings,Nassau,0.04646,0.2113237381549,0.1648637381549,2021.08029442308,2021.12675442308,Alpha_718
30,31,Kings,Queens,0.19972,0.2411237381569,0.0414037381569,2020.95683442309,2021.15655442309,Alpha_718
31,11,Queens,Queens,0.000200000000000006,0.2413237381569,0.2411237381569,2021.15655442309,2021.15675442309,Alpha_718
31,12,Queens,Queens,0.000200000000000006,0.2413237381569,0.2411237381569,2021.15655442309,2021.15675442309,Alpha_718
37,19,Queens,Queens,0.12163,0.2603237381119,0.1386937381119,2021.05412442304,2021.17575442304,Alpha_718
15,16,Kings,Nassau,0.05184,0.05184,0,2021.2429763152,2021.2948163152,Alpha_100
15,21,Kings,Queens,0.00613,0.00613,0,2021.2429763152,2021.2491063152,Alpha_100
21,22,Queens,Queens,0.00203434211100001,0.00816434211100001,0.00613,2021.2491063152,2021.25114065731,Alpha_100
22,7,Queens,Queens,0.000255657889399991,0.0084200000004,0.00816434211100001,2021.25114065731,2021.2513963152,Alpha_100
21,25,Queens,Kings,0.01096,0.01709,0.00613,2021.2491063152,2021.2600663152,Alpha_100
25,11,Kings,Kings,0.00233,0.01942,0.01709,2021.2600663152,2021.2623963152,Alpha_100
22,23,Queens,NewYork,0.01988565789,0.028050000001,0.00816434211100001,2021.25114065731,2021.2710263152,Alpha_100
23,24,NewYork,NewYork,0.001965306354,0.030015306355,0.028050000001,2021.2710263152,2021.27299162155,Alpha_100
24,9,NewYork,NewYork,0.000404693646299997,0.0304200000013,0.030015306355,2021.27299162155,2021.2733963152,Alpha_100
25,26,Kings,Queens,0.02075,0.03784,0.01709,2021.2600663152,2021.2808163152,Alpha_100
23,8,NewYork,Kings,0.01637,0.044420000001,0.028050000001,2021.2710263152,2021.2873963152,Alpha_100
16,18,Nassau,Nassau,0.01557,0.06741,0.05184,2021.2948163152,2021.3103863152,Alpha_100
