node1,node2,length,startLon,startLat,endLon,endLat,endNodeL,startNodeL,startYear,endYear
26,27,0.2110719818,-73.6604975002494,40.7196906064408,-73.6271843397733,40.7274015948831,0.2110719818,0,2020.98620383562,2021.19727581742
26,31,0.03848,-73.6604975002494,40.7196906064408,-73.6843750468691,40.7115507956601,0.03848,0,2020.98620383562,2021.02468383562
31,32,0.00267000000000001,-73.6843750468691,40.7115507956601,-73.7280023683418,40.7029876613877,0.04115,0.03848,2021.02468383562,2021.02735383562
32,37,0.00259999999999999,-73.7280023683418,40.7029876613877,-73.7140191466743,40.714814056414,0.04375,0.04115,2021.02735383562,2021.02995383562
32,33,0.01225,-73.7280023683418,40.7029876613877,-73.8777672864242,40.6550934728268,0.0534,0.04115,2021.02735383562,2021.03960383562
37,38,0.05208,-73.7140191466743,40.714814056414,-73.5032935610837,40.770847066182,0.09583,0.04375,2021.02995383562,2021.08203383562
38,39,0.000735173790700039,-73.5032935610837,40.770847066182,-73.5016112489782,40.7729770841305,0.0965651737907,0.09583,2021.08203383562,2021.08276900941
39,14,0.00187482620899998,-73.5016112489782,40.7729770841305,-73.6347006790534,40.7570668485211,0.0984399999997,0.0965651737907,2021.08276900941,2021.08464383562
38,40,0.00278,-73.5032935610837,40.770847066182,-73.4897628295319,40.7766487541551,0.09861,0.09583,2021.08203383562,2021.08481383562
39,13,0.00487482620899998,-73.5016112489782,40.7729770841305,-73.2978530313267,40.79764237256,0.1014399999997,0.0965651737907,2021.08276900941,2021.08764383562
40,15,0.00283,-73.4897628295319,40.7766487541551,-73.3222601885131,40.8030332457883,0.10144,0.09861,2021.08481383562,2021.08764383562
40,41,0.01644,-73.4897628295319,40.7766487541551,-73.9286583461433,40.7339950868401,0.11505,0.09861,2021.08481383562,2021.10125383562
41,42,0.02192,-73.9286583461433,40.7339950868401,-73.9373756681107,40.7395633819968,0.13697,0.11505,2021.10125383562,2021.12317383562
42,16,0.00247,-73.9373756681107,40.7395633819968,-73.9208710879316,40.7418089585214,0.13944,0.13697,2021.12317383562,2021.12564383562
33,34,0.08612,-73.8777672864242,40.6550934728268,-73.9980863233845,40.6257173289371,0.13952,0.0534,2021.03960383562,2021.12572383562
42,17,0.01847,-73.9373756681107,40.7395633819968,-73.9810538116236,40.747829146697,0.15544,0.13697,2021.12317383562,2021.14164383562
31,6,0.12796,-73.6843750468691,40.7115507956601,-73.5286247400658,40.7036790791608,0.16644,0.03848,2021.02468383562,2021.15264383562
41,43,0.06028,-73.9286583461433,40.7339950868401,-73.9757421807699,40.712769386655,0.17533,0.11505,2021.10125383562,2021.16153383562
43,46,0.000394980737000006,-73.9757421807699,40.712769386655,-73.9780277116413,40.7216661714908,0.175724980737,0.17533,2021.16153383562,2021.16192881636
46,21,0.00171501926299999,-73.9780277116413,40.7216661714908,-73.9765115926421,40.7439721829839,0.17744,0.175724980737,2021.16192881636,2021.16364383562
43,44,0.00548000000000001,-73.9757421807699,40.712769386655,-73.9923441273434,40.6695987320596,0.18081,0.17533,2021.16153383562,2021.16701383562
44,45,0.00262000000000001,-73.9923441273434,40.6695987320596,-74.0364282955383,40.6217953885115,0.18343,0.18081,2021.16701383562,2021.16963383562
45,18,1.00000000700096e-05,-74.0364282955383,40.6217953885115,-74.0377885608559,40.6206963148868,0.18344000000007,0.18343,2021.16963383562,2021.16964383562
34,7,0.04892,-73.9980863233845,40.6257173289371,-74.0396557368446,40.6204362874316,0.18844,0.13952,2021.12572383562,2021.17464383562
34,8,0.05992,-73.9980863233845,40.6257173289371,-73.9916151467315,40.6224015102604,0.19944,0.13952,2021.12572383562,2021.18564383562
27,28,0.001417854592,-73.6271843397733,40.7274015948831,-73.638886638566,40.7231352555767,0.212489836392,0.2110719818,2021.19727581742,2021.19869367201
44,20,0.04063,-73.9923441273434,40.6695987320596,-73.5647989223452,40.7003129313968,0.22144,0.18081,2021.16701383562,2021.20764383562
33,35,0.17176,-73.8777672864242,40.6550934728268,-73.9636784633114,40.6099660630411,0.22516,0.0534,2021.03960383562,2021.21136383562
46,47,0.05438501926,-73.9780277116413,40.7216661714908,-74.002765043919,40.6584957613464,0.230109999997,0.175724980737,2021.16192881636,2021.21631383562
28,29,0.01805016364,-73.638886638566,40.7231352555767,-73.6720325339742,40.6920094267456,0.230540000032,0.212489836392,2021.19869367201,2021.21674383565
47,48,0.00276000000000001,-74.002765043919,40.6584957613464,-74.0103567247863,40.6523651555535,0.232869999997,0.230109999997,2021.21631383562,2021.21907383562
47,22,0.02433,-74.002765043919,40.6584957613464,-73.9856615282042,40.6387221049008,0.254439999997,0.230109999997,2021.21631383562,2021.24064383562
48,23,0.02157,-74.0103567247863,40.6523651555535,-74.1137462539477,40.6211054625675,0.254439999997,0.232869999997,2021.21907383562,2021.24064383562
28,5,0.04495016364,-73.638886638566,40.7231352555767,-73.6253812294744,40.7568193973348,0.257440000032,0.212489836392,2021.19869367201,2021.24364383565
29,30,0.04457934119,-73.6720325339742,40.6920094267456,-73.6774645700525,40.6635182412424,0.275119341222,0.230540000032,2021.21674383565,2021.26132317684
35,36,0.05014,-73.9636784633114,40.6099660630411,-73.9575333386545,40.5964911695464,0.2753,0.22516,2021.21136383562,2021.26150383562
30,3,0.001320658807,-73.6774645700525,40.6635182412424,-73.6858008620493,40.6633007292183,0.276440000029,0.275119341222,2021.26132317684,2021.26264383565
29,2,0.0489,-73.6720325339742,40.6920094267456,-73.7107694318897,40.6803096772274,0.279440000032,0.230540000032,2021.21674383565,2021.26564383565
48,49,0.05808760349,-74.0103567247863,40.6523651555535,-73.6126674052276,40.7795991120783,0.290957603487,0.232869999997,2021.21907383562,2021.27716143911
49,24,0.00148239651100002,-73.6126674052276,40.7795991120783,-73.4376298869464,40.8919892958218,0.292439999998,0.290957603487,2021.27716143911,2021.27864383562
30,4,0.02632065881,-73.6774645700525,40.6635182412424,-73.64245116555,40.6562782808875,0.301440000032,0.275119341222,2021.26132317684,2021.28764383565
37,12,0.25969,-73.7140191466743,40.714814056414,-73.9722592694666,40.7413547055263,0.30344,0.04375,2021.02995383562,2021.28964383562
45,19,0.12601,-74.0364282955383,40.6217953885115,-73.6658489727266,40.7088814076821,0.30944,0.18343,2021.16963383562,2021.29564383562
49,25,0.02648239651,-73.6126674052276,40.7795991120783,-73.6770154055543,40.6902781302092,0.317439999997,0.290957603487,2021.27716143911,2021.30364383562
27,1,0.1203680182,-73.6271843397733,40.7274015948831,-73.5139048927234,40.7600170947141,0.33144,0.2110719818,2021.19727581742,2021.31764383562
35,11,0.11128,-73.9636784633114,40.6099660630411,-74.0185771790786,40.6253898252115,0.33644,0.22516,2021.21136383562,2021.32264383562
36,9,0.06414,-73.9575333386545,40.5964911695464,-73.9550780126795,40.5857712856307,0.33944,0.2753,2021.26150383562,2021.32564383562
36,10,0.10014,-73.9575333386545,40.5964911695464,-73.9420688019459,40.5871887940949,0.37544,0.2753,2021.26150383562,2021.36164383562
