# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Sep 20 18:47:43 CEST 2022 [seed=1663692462596]
# -overwrite All_clades.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate9	coordinates.diffusionRate18	coordinates.diffusionRate58	coordinates.diffusionRate78	coordinates.diffusionRate129	coordinates.diffusionRate141	coordinates.diffusionRate142	coordinates.diffusionRate182	coordinates.diffusionRate232	coordinates.diffusionRate294	coordinates.diffusionRate363	coordinates.diffusionRate388	coordinates.diffusionRate428	coordinates.diffusionRate458	coordinates.diffusionRate474	coordinates.diffusionRate475	coordinates.diffusionRate503	coordinates.diffusionRate515	coordinates.diffusionRate533	coordinates.diffusionRate568	coordinates.diffusionRate616	coordinates.diffusionRate720	coordinates.traitLikelihood9	coordinates.traitLikelihood18	coordinates.traitLikelihood58	coordinates.traitLikelihood78	coordinates.traitLikelihood129	coordinates.traitLikelihood141	coordinates.traitLikelihood142	coordinates.traitLikelihood182	coordinates.traitLikelihood232	coordinates.traitLikelihood294	coordinates.traitLikelihood363	coordinates.traitLikelihood388	coordinates.traitLikelihood428	coordinates.traitLikelihood458	coordinates.traitLikelihood474	coordinates.traitLikelihood475	coordinates.traitLikelihood503	coordinates.traitLikelihood515	coordinates.traitLikelihood533	coordinates.traitLikelihood568	coordinates.traitLikelihood616	coordinates.traitLikelihood720
1000000	-570.3741135173565	-410.1514670424052	-160.22264647495126	9.912785392071807	-4.6875088209480404	-4.6875088209480404	16.819125430302723	0.3630300214466133	0.11619298549198671	0.03238311330056906	0.03238311330056906	0.06848133299315352	63.42238635484125	143.4349831746724	132.2468574646329	87.99948573597247	34.01777374087626	151.40770261530406	198.6402192241084	116.11565396594425	269.78062674295063	261.65146444308255	168.63115045160737	128.81417957106282	222.06524917575766	214.1391236173044	585.0993058675773	233.08688832229348	114.15475862595193	137.08625224717858	160.88304903672366	524.1343007421922	507.7956394265036	166.53154070664277	19.394348706586847	-1.3859816876082096	-10.577745366076574	-8.287237102654162	-7.739139923432937	-5.1910917675892705	-19.120755816180687	-10.773312607294885	-6.9475441143417775	-12.436387063741664	-11.013488405400519	-11.146907325860777	-8.923824536232415	-3.187306387975669	-9.19602606255048	-8.795112766335198	-8.212091512090272	-6.411267350978416	-5.498430223433881	-12.539111989927589	-7.674551781527022	-4.559681390305725
1100000	-574.3166003579779	-422.44151488343266	-151.8750854745453	12.961174602487336	3.6132748533626984	3.6132748533626984	5.295339494585382	-0.4361460198988438	0.09527750799577551	-0.06501260666747005	-0.06501260666747004	0.23320665617112077	69.28875395593133	155.77795268998423	155.95483314284616	97.9478688153236	129.16657476117948	126.10264860587152	227.15250946062295	230.71235761025227	238.60675027595966	554.7817073065045	220.85674256798887	249.24706974517022	299.37388201871465	147.53638612191762	621.7758355129669	333.79425373876626	89.01225731493555	160.38280909592035	200.4064639636691	142.87455093454548	550.3929319349903	185.0547864888353	33.00674953193241	1.2292627574510941	-12.149262569876562	-7.729206617376436	-10.260708815826163	-7.018048456412887	-4.424631413085077	-12.439616457068894	-8.967832877302401	-12.38476262995564	-12.31288184346091	-10.417150882371036	-11.144237847531716	-8.512963255230172	-9.872143114091482	-11.659760121699934	-9.239711803615094	-7.306416121961915	-5.746868464147447	-11.286144004403226	-6.284650366776164	-6.954100101735632
1200000	-624.6588822870929	-441.174421978947	-183.4844603081458	4.42723594815278	1.0224870529351318	1.0224870529351318	5.615331659267213	-0.2050707772012	0.23579050588210862	-0.042934728364903585	-0.04293472836490358	0.18590178946093225	94.23977899912069	183.96207345653406	170.9213133059647	111.30392689817108	105.55996976682731	186.93081095125333	219.38456072104222	444.98002776413045	577.0949153432942	298.1583793261887	527.0839985563406	407.8556948417169	360.2395114668597	184.71805257841572	86.93080190053892	226.4466778134747	85.94575281805403	365.5068832390684	198.6611124172663	170.5513386259984	496.7609413339935	137.94503788438303	28.51281439188883	-3.9186437303692916	-12.94330875611965	-10.023792989295899	-12.538962760984717	-8.88524218189964	-5.284720964976522	-12.463398291679049	-10.737523224947019	-13.78688551105895	-12.511146885032446	-11.31863681165466	-12.727648368694021	-3.5089560002732156	-9.016492260001236	-10.48646677029856	-10.693323600941069	-11.483999462609972	-8.393288424747334	-12.298345703487575	-8.421939826594244	-10.554552174369562
1300000	-526.8538284152716	-388.8424302270854	-138.01139818818612	20.79484688954239	-2.1202258313122133	-2.1202258313122133	2.3066612819172656	0.3061345489530857	0.05306169171505232	0.04877299077646476	0.04877299077646477	0.4783579468579252	70.94656767368816	189.01574833851495	193.45113100660566	109.54679122086817	55.185020972925614	145.8327447917138	217.8634511164173	370.2611941417585	585.240054087801	632.3097482632044	351.80537101743624	212.07382294608325	244.34477957243163	127.9854996683328	435.4241212728341	436.53230335514667	161.31926545547	310.7318430871253	212.21793176946142	168.58991851728467	1022.5341082763397	225.81342968551448	34.92667260638282	5.452075831475028	-14.608777992459332	-6.324686709731824	-9.15279679038465	-10.286383459883067	12.607148648251894	-13.172119088478162	-11.535554357222056	-13.30648254257672	-11.729645253520236	-9.78181445507544	-9.390298911901539	-3.321167254977249	-8.785806944312025	-12.601081914834761	-9.699691788668876	-11.457583615543195	-5.761871749353922	-12.37272896373437	-10.594599566067611	-7.114203915570808
1400000	-682.3618370981725	-367.4842740287892	-314.8775630693833	2.114232974913316	1.7542367056837727	1.7542367056837727	4.2015670089958475	-0.5885808471857523	0.723691264201745	-0.30215530932322415	-0.30215530932322415	0.3641622116596228	92.33807469624416	220.48486723270958	257.8641215753603	133.73927577594267	198.2905941394102	689.0417861759472	367.6686985202845	237.42737985234157	855.2584036719416	445.39303823488245	379.6274769104694	818.6239701266051	423.1503277883598	207.98123607423375	799.827601339093	651.4645492651234	225.11939987954753	268.50899241294775	803.9676401032234	187.8346098206518	941.9123342181086	631.9221751157521	9.619908357293646	-26.72893043005945	-18.72472137244469	-14.74528389796655	-12.395865795470225	-15.871667050166549	-11.9180063159577	-15.098206742316343	-11.814149821993126	-17.039873229439447	-15.312182857004082	-18.224308226663602	-14.058782254097707	-12.341664108657035	-12.450826746905118	-14.582015731469511	-14.952926484802692	-12.29270296923642	-17.629015373454006	-16.404472393655546	-15.899191039188672	-16.012678585728505
1500000	-583.628348897965	-387.20187013569625	-196.4264787622687	6.995326502246794	-2.540728190762927	-2.540728190762927	4.001953716211653	0.4801956048341578	0.18579454237251336	0.11795574486118725	0.11795574486118725	0.32476474702000785	68.11758669862589	160.87304894483418	168.54764966675447	225.4472450401093	54.303761078246104	294.32783629493383	207.32858034574198	252.08366835543538	682.7248836820946	329.83407893829764	449.4978553745627	328.762348468631	323.3668949776392	241.32028757926386	757.0525825299046	322.9866563458184	558.8442508755527	243.186734669999	254.92460672191638	424.23742452951376	469.8063587888057	207.11825217386618	26.680248762455307	2.3164172316087885	-9.395494420821441	-14.644980243607113	-9.9403662081137	-12.906853596138703	3.787140084145012	-13.932778470393394	-11.505567806568774	-12.313923198063591	-13.550335249616463	-11.541069359485133	-17.43447997342703	-7.270009720243866	-11.753045751592001	-12.868568222198322	-16.07297486414096	-11.415879184314592	-10.93220077224244	-13.063381162742216	-11.656348999900782	-7.012027636867252
1600000	-767.9607410822646	-394.4514514840676	-373.5092895981969	1.2420066925999742	1.8464195440109357	1.8464195440109357	4.061507260186941	-0.822100293868497	2.4838682439316013	-1.1292021844452733	-1.1292021844452733	0.7595655466974593	127.02255662453199	488.255480719569	419.7382611791459	326.6231755044507	165.5322257873572	296.1518977481789	396.1265128406935	263.03714113743655	361.69317413037277	742.8555693550752	420.84693662221565	421.0280177604731	1415.0633609498057	238.50742351114133	595.9766314445528	490.7334731939575	217.33195133337878	154.00753939904067	544.7561808366974	1256.025407292841	898.1185326174235	1248.3967537295682	-0.414931732391965	-23.06506796923457	-17.758350726182453	-20.12594296537619	-16.266743212692138	-14.397538684135856	-24.87236713806834	-16.729931074432958	-17.234722329581672	-16.77603227818038	-15.120558852895446	-16.19778112428638	-23.109727559241556	-17.025083965743416	-14.94459471545578	-15.803003599568054	-16.60965020197536	-16.25920041281392	-14.237713661967522	-18.212563517593075	-14.909036225554225	-23.43874765082564
1700000	-653.4042494425082	-442.46345828933136	-210.94079115317686	3.5215069003326653	-0.5775662959471135	-0.5775662959471135	8.2823725233688	0.10694492738719145	0.28725473766735604	0.020031537383724485	0.020031537383724485	0.1221352381814136	69.25575875541232	161.29229737398913	154.52304223777955	175.8802906905419	37.99943102998079	184.0164928496993	197.08764131492018	139.96402283842767	310.3084464016637	509.72759720470486	510.2975647468835	417.38832046928604	362.40512033258256	178.4918035292109	446.90635426912553	459.1302235167292	163.4537684011643	298.1440836871797	415.5330180997994	511.2862060594533	478.87045128561584	259.1314439328179	28.14115744648511	-12.972892940377331	-13.650220217093269	-14.763822823041231	-10.780158592381255	-5.905274498228032	-11.687576227367085	-14.03774371134822	-12.378534614031885	-12.849619392026442	-13.170672266495878	-13.025399983978172	-13.086535031440814	-6.492077174100985	-10.522479296110541	-11.381381116201343	-10.453805738945661	-9.668889967572817	-10.699211987506157	-14.143037774411436	-9.930677376355591	-7.4819378706478785
1800000	-654.9045545178404	-389.97908037962844	-264.925474138212	3.138797654542076	1.325662369993446	1.325662369993446	15.012826922919038	-0.19311678826537254	0.3309352616974107	-0.029222239461539727	-0.029222239461539727	0.06919008848595534	72.5455181268935	186.96105849526197	160.06360434741833	122.62867656425188	107.3769977660039	251.28290192938218	232.65773414222028	176.1105497808618	1026.7300141127482	443.1301073567786	293.72499836444274	209.01266694469106	310.2998059031143	126.6636483717807	964.4396417995617	265.84880317563864	95.19267480315634	103.56517528663682	218.90063239309393	587.8170754836171	809.0519618898275	241.8196471639295	15.929016230845175	-22.217781995103053	-20.604256531264436	-17.776895984825995	-10.64594796593195	-7.0893416408093755	-33.08121352001908	-12.592674766520979	-15.40869342550027	-14.062841420566029	-12.541268784854312	-12.3309822431894	-14.409640606731243	-8.719600452238225	-10.476573420579827	-13.731814966098803	-9.750510875125725	-8.68719422654894	-7.99138860454965	-13.242108112094664	-10.800184967065327	-4.693575859439887
1900000	-587.0569885264329	-411.2027086434195	-175.8542798830133	6.910809293782345	-1.2457609924600297	-1.2457609924600297	3.1727479551279116	0.26604339868499033	0.15572276891236167	0.06114363759508482	0.061143637595084836	0.33919188472368983	66.73957157661047	171.49093342548724	248.89170365064044	132.01884170131117	72.98403920395744	219.14925647346948	214.18842060932647	145.74296585230363	885.9055898475457	354.3011524177912	1182.2704051628039	909.5310867537261	395.8924056958487	166.76979251419016	146.87641421486472	483.74610677627527	148.95126463352298	139.84579094853507	127.88779209586394	406.05599813926347	906.5521117262782	185.36398222330106	34.28130521180741	2.652492086660928	-13.133473679724897	-8.581514436517509	-10.217760567733023	-7.989586989566537	1.6301916940320638	-12.668701552115092	-14.224981924485848	-11.905474236638572	-14.638521272702343	-13.801123885816857	-12.378973551975855	-3.965921093594794	-10.15896791702722	-15.626647877760126	-11.480582579198998	-11.552932949710875	-10.441082609435114	-13.323475439893297	-10.642843506542011	-7.685702805074745
2000000	-594.8822845223476	-391.098798432664	-203.78348608968355	3.9980198946428533	-0.8932177218823109	-0.8932177218823109	5.43558662725524	0.1916071207722135	0.2596566681048978	0.042668796113608014	0.042668796113608014	0.19098445044638432	74.06497875358382	174.2875775107091	159.34939841632388	135.51036603603043	129.86084768074716	357.61757075469325	230.78515964503526	406.54619356847917	838.823743022381	388.67216198846603	240.51412686475285	869.3388539658753	239.521481440693	164.02798374599988	229.34724322844505	478.95603834035853	372.2428389337486	312.0084318200115	87.06594289068804	412.2362328336941	399.26547841816375	215.80513450665862	29.426414987003973	-6.805342846906657	-13.418360266254648	-9.72032064464616	-11.5556663174684	-9.284541441957778	-8.11495300364366	-13.972533938211116	-11.354562006654621	-12.64228880966947	-12.449300070562751	-12.975684189527806	-11.8961229964098	-5.705384745141707	-9.422818495868938	-11.80070976059987	-16.345589193850444	-10.476664541662554	-10.851405938426575	-13.165067315255513	-14.194795326246176	-7.057789227722916
2100000	-662.1266540679896	-386.4492282756688	-275.67742579232083	2.768129025577174	2.373793312178549	2.373793312178549	5.29260260939574	-0.6201761977123333	0.5870420975291983	-0.26329515135110004	-0.26329515135110004	0.3070338714872471	79.82128264239735	246.90590184539337	194.61443763306758	160.7038316870657	88.2793463583753	297.78942511473883	334.00737346706916	409.9689582456801	426.4821342776495	497.3789351746166	693.6421002587349	633.508466328486	318.60379412818014	180.91295802541256	446.71983074313516	625.1833664713034	279.8747285866198	191.27919631156362	445.4523275013949	669.8168281642078	1665.9380825257813	276.65115054655513	16.285519832232275	-15.104467678730744	-14.719114818857564	-15.295438268588523	-13.1650077632498	-10.08032209376539	-18.540941680719023	-15.548900502325404	-13.811432900839819	-15.918232540276389	-13.623759025523873	-12.75907838892884	-16.791000611710444	-13.808179491284319	-12.205934782298964	-13.114872951767255	-12.271589858862074	-11.954197557787346	-9.543785985751681	-15.295974769733311	-16.179719742556163	-12.230994210996212
2200000	-572.3609985520193	-437.8761150782841	-134.48488347373512	15.873989690028939	-5.476735272710162	-5.476735272710162	5.37008511182207	0.5931822098744393	0.09719602890214625	0.09912634693328455	0.09912634693328455	0.28731178902691956	72.66242622439808	148.40007018468165	116.50480865873617	112.55216163292674	53.15788966263029	153.19301912952702	224.61757058713982	227.9109436752046	433.3133113301037	260.97349629252057	214.79351875457314	237.7590603367045	271.44547609261605	116.27241702338094	49.53552732149122	231.964271960711	80.9304363913762	224.60581697938426	125.11712194719424	351.24419363349455	1079.7395357490384	126.56231608809945	35.97838234469851	-0.9657180504735408	-10.623782361836309	-6.999329725832414	-10.14130896163818	-9.029994819630629	6.206472339034352	-10.311413674577748	-10.353828079366961	-11.537534531295666	-11.16238315361653	-10.577017736990129	-9.747531901763269	-2.0917401576314667	-10.321125539816482	-11.195939801430836	-10.377060767188702	-10.016241200325403	-6.940432214206615	-11.42217666511074	-10.139184735061379	-2.7159940796749886
2300000	-623.5905757647486	-356.22347383731426	-267.36710192743436	7.403391389191807	6.340539314561527	6.340539314561527	9.286645816817128	-0.7646829445885477	0.32527388504550186	-0.22208361305180419	-0.22208361305180413	0.25931105020867345	88.57485168831963	222.29608941829693	231.80523156443476	155.2908721795155	44.864523199004125	448.9849222561765	249.5169111809728	565.2117870910585	1165.0540529742227	287.98859418369693	891.854192597863	1483.202798302727	276.30303941959187	130.28324379279417	215.8562821629216	329.80768156111077	159.54690974430133	409.73871604705676	292.248791431374	386.60464935150833	522.7739647655497	233.18242663187507	14.352685644064337	-18.161648218416754	-13.77399686462241	-10.646592526664605	-12.142058974934399	-8.891549451334326	-24.893282366024103	-14.035058214488124	-17.150409447344426	-13.009981343597794	-13.717667726108475	-12.078319238102548	-16.32875700753173	-8.737917419194492	-11.884364852654372	-12.755447038503123	-11.759587676114963	-13.466324589129503	-11.112621272352303	-13.318542931573086	-10.572925727994607	-13.282734684812558
2400000	-631.4372459827898	-401.50402568514914	-229.93322029764062	2.5071022077792495	-0.344008616373616	-0.344008616373616	6.725156041105005	0.08377841081807103	0.4016862300534481	0.020547259182155102	0.02054725918215511	0.14974647845287062	90.18044870516606	200.90966134002772	158.95328371168412	109.88204764272731	95.6498276931117	163.6571089278557	213.88797734430483	665.0625840375561	842.1798380143362	1035.6706883657573	559.9579104097608	481.61982815795255	284.8450580207176	177.52873501147917	266.1031353282886	399.6763138963891	117.90226631111598	172.16961553109135	118.51288121624349	242.54388286520683	1078.903105648262	254.43029099491463	15.458087227137717	-8.747717644159323	-14.106411111767134	-14.17936496030189	-9.620260080585915	-8.981722356293321	-6.950270280014318	-15.718019303148996	-12.665448347636405	-15.960128605670267	-14.931189011421429	-11.890720742030823	-10.656231692481093	-7.546720811044855	-11.891830327177358	-11.17838745029802	-11.23754821409317	-11.009416838452857	-14.48628085230853	-13.914523069314779	-11.478487888301691	-8.24062793827613
