# BEAST v1.10.5 Prerelease #23570d1
# Generated Tue Jul 12 13:07:51 CEST 2022 [seed=1657624070736]
# -overwrite All_clades.xml
state	joint	prior	likelihood	coordinates.precision.col11	coordinates.precision.col12	coordinates.precision.col21	coordinates.precision.col22	correlation	coordinates.varCovar.coordinates.precision.col11	coordinates.varCovar.coordinates.precision.col12	coordinates.varCovar.coordinates.precision.col21	coordinates.varCovar.coordinates.precision.col22	coordinates.diffusionRate28	coordinates.diffusionRate89	coordinates.diffusionRate128	coordinates.diffusionRate150	coordinates.diffusionRate157	coordinates.diffusionRate233	coordinates.diffusionRate290	coordinates.diffusionRate292	coordinates.diffusionRate293	coordinates.diffusionRate294	coordinates.diffusionRate296	coordinates.diffusionRate314	coordinates.diffusionRate363	coordinates.diffusionRate423	coordinates.diffusionRate521	coordinates.diffusionRate615	coordinates.diffusionRate642	coordinates.diffusionRate647	coordinates.diffusionRate837	coordinates.diffusionRate957	coordinates.diffusionRate1036	coordinates.diffusionRate1047	coordinates.diffusionRate1060	coordinates.diffusionRate1061	coordinates.diffusionRate1072	coordinates.diffusionRate1073	coordinates.diffusionRate1091	coordinates.diffusionRate1128	coordinates.diffusionRate1158	coordinates.diffusionRate1274	coordinates.diffusionRate1275	coordinates.diffusionRate1286	coordinates.diffusionRate1300	coordinates.diffusionRate1345	coordinates.diffusionRate1356	coordinates.diffusionRate1420	coordinates.diffusionRate1433	coordinates.diffusionRate1448	coordinates.diffusionRate1518	coordinates.diffusionRate1571	coordinates.diffusionRate1578	coordinates.diffusionRate1581	coordinates.diffusionRate1627	coordinates.diffusionRate1723	coordinates.diffusionRate1784	coordinates.diffusionRate1926	coordinates.diffusionRate2037	coordinates.diffusionRate2072	coordinates.diffusionRate2135	coordinates.traitLikelihood28	coordinates.traitLikelihood89	coordinates.traitLikelihood128	coordinates.traitLikelihood150	coordinates.traitLikelihood157	coordinates.traitLikelihood233	coordinates.traitLikelihood290	coordinates.traitLikelihood292	coordinates.traitLikelihood293	coordinates.traitLikelihood294	coordinates.traitLikelihood296	coordinates.traitLikelihood314	coordinates.traitLikelihood363	coordinates.traitLikelihood423	coordinates.traitLikelihood521	coordinates.traitLikelihood615	coordinates.traitLikelihood642	coordinates.traitLikelihood647	coordinates.traitLikelihood837	coordinates.traitLikelihood957	coordinates.traitLikelihood1036	coordinates.traitLikelihood1047	coordinates.traitLikelihood1060	coordinates.traitLikelihood1061	coordinates.traitLikelihood1072	coordinates.traitLikelihood1073	coordinates.traitLikelihood1091	coordinates.traitLikelihood1128	coordinates.traitLikelihood1158	coordinates.traitLikelihood1274	coordinates.traitLikelihood1275	coordinates.traitLikelihood1286	coordinates.traitLikelihood1300	coordinates.traitLikelihood1345	coordinates.traitLikelihood1356	coordinates.traitLikelihood1420	coordinates.traitLikelihood1433	coordinates.traitLikelihood1448	coordinates.traitLikelihood1518	coordinates.traitLikelihood1571	coordinates.traitLikelihood1578	coordinates.traitLikelihood1581	coordinates.traitLikelihood1627	coordinates.traitLikelihood1723	coordinates.traitLikelihood1784	coordinates.traitLikelihood1926	coordinates.traitLikelihood2037	coordinates.traitLikelihood2072	coordinates.traitLikelihood2135
38800000	-1068.6535828591905	-601.3218165796214	-467.33176627956897	5.973969935595694	3.447214158533849	3.447214158533849	10.386412047265518	-0.43762686501704817	0.2070457029661671	-0.06871775118111864	-0.06871775118111863	0.11908682220438183	2846.9476127643425	3824.8388385036596	245.1091678431603	295.6443442112619	632.3664742910497	3261.1340783688497	161.37453088826143	376.86523084352194	7945.397415794523	6427.179505170111	312.85617343802744	1319.7707968215466	7017.412709575688	471.31848305440167	393.281519129817	606.6064348090356	2297.5634848594723	12124.841650946604	909.2760842776878	11228.18710825838	555.2088896423342	450.2108731343812	3103.0093399164552	8985.129127821898	200.5360816115531	263.77473150312073	88.11894254955293	344.16091926260634	18960.995389538268	3088.2809668854775	988.6176033572419	738.588067285597	1227.8572362930238	4427.946146221922	294.24601423287146	231.02426826157964	480.17640637846273	1669.0297139061456	274.9940828361751	208.97267263992177	4795.825191651919	3033.6502942533334	275.6201269718738	1260.3057634924842	971.174306203574	107.796288294369	6331.725479179219	491.6849905624511	2817.9102594729475	-11.950541416508152	-24.666548856517995	-10.782291846650102	-11.361532739819586	-17.51667697105701	-14.532824996291868	-10.816761740219203	52.42281465408823	-13.46250805927507	-11.79533047603358	-9.537311174588678	-3.4410436851609845	-12.262375980304219	-11.132758820712166	-10.441999906420204	-1.7454286168534008	-10.76822839480484	-11.584845426003145	-9.830941971629764	-11.828839590370508	-11.554678482899194	-14.516350471581703	-7.151304947500851	-9.79000300268991	-8.405323643180749	-8.339191369248187	-10.007754816736039	-8.079890136630997	-11.438311450704319	-12.947119627979342	-11.968974883728306	-11.100576683334939	-12.462619220472622	-11.384688589125412	-1.3141990572728748	-9.011890340711652	-13.477453094526977	-13.272213584563842	-11.224205371292939	5.253795571271521	-12.132589398603436	-10.640545205942125	-15.211361313723774	-11.23324927480944	-10.782595494280445	-10.260817625151617	-13.579104741098167	-13.07883135726641	-11.183742650651803
38900000	-1225.6623794822185	-587.6350258425042	-638.0273536397144	1.8009417093876017	-1.8532963844732806	-1.8532963844732806	4.756862668962633	0.6331910149917236	0.9268797552315555	0.36111677354493227	0.3611167735449322	0.35091540936739035	3943.40808386379	6340.478054184742	108.24700167253499	437.77113491374854	279.2061872186251	3413.980797777868	751.36725336131	544.5513653433417	3768.8584040630294	13743.825092642433	401.832816944645	3574.4136855318466	4493.388360760865	541.8334527809683	612.8671537982792	813.4373163169865	4374.276054790275	20234.533953683527	900.856037309878	28022.775574535	591.9773641169478	585.8665377828942	3169.6053233771313	17053.666576739917	424.20717384891225	595.3828565846203	449.64263923063316	717.5051337329296	35222.407024339336	3451.4019032337815	3400.3660878395717	3603.477181951808	2650.604186575353	5828.044419306761	377.4470099345821	860.1663976009171	425.6901668334576	677.6097081838609	1906.2256086617092	208.44979103429395	7740.952039705362	7197.85098028027	495.7068263331481	4300.715560930071	6136.19613410342	132.12227035556748	9190.176303550807	477.1360517898027	9635.284167496484	-13.905185289557071	-12.181676000280769	-14.390225163010351	-16.03591022115429	-15.672607999511657	-14.605256393259847	-13.599287105802514	44.40485043537482	-10.85581432515897	-17.312177658635605	-12.109638082413749	-19.051420728669314	-13.676402580646627	-15.259487314003554	-16.84811285921435	-5.78325939567579	-13.207515333953978	-13.762183897410512	-12.888625757801742	-14.970979971220698	-14.90478663533876	-16.659246889123867	-10.399621184155173	-13.915629576706777	-13.10496404716445	-13.933995104228101	-13.945650955016	-12.0911207940069	-15.365984872651579	-14.32341943599021	-14.349738146480433	-15.009393662223841	-16.599418109772348	-14.774307068242628	-11.435914337636257	-12.50380886034388	-15.620037570280651	-17.84487783629927	-17.317851971279104	-3.355831514679272	-17.996585585174103	-13.899422898747055	-16.141504302870935	-15.288156949193144	-13.91832110553993	-14.381563589026701	-15.536513513447382	-16.25404822794681	-15.444723254142602
39000000	-1041.9116983225185	-629.6140005425916	-412.29769777992703	11.49051853858529	-4.066362457209739	-4.066362457209739	5.896631081988508	0.4940083555259952	0.11512350422756476	0.07939006002314263	0.07939006002314263	0.22433636107817015	1437.0139181725476	4371.116231553282	275.7579102850991	186.13829055615813	416.23303392752274	3382.0179047518045	340.80580434321973	378.9146928987368	4664.110845594754	7938.680165032935	283.77019720712383	2046.0210901994444	3690.24974772179	433.2865211660017	390.5180918167582	313.01578747827006	6083.834064538141	18037.46989423446	1653.319858092369	10614.979183982608	582.5891891436854	204.04529305516527	3274.76848519734	4138.34215082167	431.18680995147196	395.00371086794894	232.64212341623838	440.07149780493484	10478.4148430399	3801.858173756752	2038.7245917479827	815.706749010886	754.256597258364	4698.584405800709	267.3485590967284	182.417452356444	261.3963022699086	497.78781484426844	343.2122673949606	243.95450518345308	2212.976261865571	1936.5073200475254	371.1426571939269	967.5022509831723	508.4128905441139	59.31059635899654	5157.452969168055	590.8764367234669	6074.878653574227	-13.070379972994406	-10.946825952732329	-10.136787068710724	-10.853291314412514	-13.894042552907608	-6.398261625078675	-10.6790374261713	69.56890853055019	-10.246866375807139	-12.173109031098168	-13.249423520530636	-5.9262131581343125	-9.801638827634799	-8.57699869146187	-10.654803812285383	2.1692076067230985	-10.166022811844293	-13.099606529550078	-12.103447314571293	-13.185337649163083	-12.36217641583248	-12.47878093007695	-7.627160005054937	-9.378838047889076	-9.111433240307784	-11.141680183202187	-11.270811502465499	-8.836042131245568	-12.120269245375503	-11.410184442499144	-12.568030389207202	-10.245311645100527	-9.597468613001336	-10.64070322190925	-0.9674345738592383	-6.318210968541524	-12.168999139713085	-12.715900399830197	-11.436427986426322	7.148972869854333	-11.41141623361678	-10.571653893993698	-12.402256536927835	-10.94081044154899	-9.079954421370573	-10.155821736299139	-12.609668162388894	-15.304355013403846	-11.150893630878524
39100000	-1325.8760947214591	-669.6936385199218	-656.1824562015372	0.8272682868595495	-1.303308237078786	-1.303308237078786	10.377493629373204	0.4448132488474143	1.506963782387456	0.18925940893915072	0.18925940893915075	0.12013144899327252	6171.1275189148655	6806.483499501446	1717.045438917157	1009.043099331604	285.02887862407	6048.603411348104	1150.1477801717647	555.7804770502631	7318.2441683343	12169.577350903297	324.99149603235213	1846.7962411612416	5509.388859796064	658.4401347740653	744.8667683900522	436.39830230439173	3505.940209328489	20661.22578842308	2240.1950182799246	37564.122676119085	887.5338399687254	397.5154899360392	4264.431453102462	7467.380775940129	347.59774468618303	399.5674656619252	117.37993754558637	607.0935161271688	135243.44196517882	3065.5779333261585	2038.9302211743154	3116.9115569396736	4618.117788149538	13471.717105403874	317.17414664146577	476.29477259298926	386.7319657177602	743.8119098607489	402.02814091223655	466.08281869329613	3483.5072673390246	6215.750567756139	826.2892121845077	5592.149788499475	2560.411346118942	572.1141593018717	13764.374740646945	413.1012546346968	18326.57117450066	-14.769028676430198	-14.40091936137017	-16.00005209839623	-15.168424428725404	-15.740410514508532	-16.997520809025957	-15.903834493883721	21.226414532808235	-14.035380447814475	-17.21425371177769	-11.821068560079507	-13.065165223703755	-12.582741905619628	-12.110627797748254	-15.66460840437371	-2.4160544100290053	-13.080426687311173	-15.065959710675026	-11.524517215972427	-15.077947375731423	-18.14133783147337	-15.746446593031935	-14.588762744561759	-16.866660303956845	-10.968949689733492	-15.894595786547315	-12.513209609601986	-13.45937628426628	-16.66224412104849	-17.404922582163792	-14.45576943148269	-14.073285405123848	-15.940200548077717	-13.704479236792528	-7.3432359023956035	-14.527022520584257	-17.15599392344495	-18.12380196983513	-12.413858890190232	-0.5605497622456319	-13.80015189543557	-13.187396007659201	-15.456510670642631	-15.509294298548959	-15.11448974835865	-14.786234996086995	-15.011520871456874	-16.543637394343243	-14.815989882079236
39200000	-1448.3020271486903	-640.1651679490728	-808.1368591996174	1.91157756736391	2.224499959964342	2.224499959964342	3.138797747286378	-0.9081441160636443	2.9846260235332314	-2.11523678949947	-2.11523678949947	1.817684544500895	4659.8577695441445	11548.90869111499	2584.22024667523	1382.427316493055	1108.8087212242117	9666.868800639322	1840.287869119011	952.8032220624395	17779.001379774785	23072.86720566975	643.0863145169259	2926.631781586145	11315.505655977253	1605.5623155246399	1419.232500544317	1910.6489805642	2119.004906188375	42218.2537100558	979.5329489873608	22994.693872631167	1812.5975735202987	232.5750115343216	6970.732689019887	19234.31502373216	1437.201814497297	1029.6947676136376	257.1246211388558	710.055906249315	14763.0343324721	3217.866586305351	3796.512399420539	5759.024970932791	1165.4298034007165	5350.483901022326	800.5090400832933	640.946765792401	1158.636147451368	2047.9441464249496	1445.984523261701	464.75497559289363	5118.76248626372	14020.940580443472	504.6980728947212	1926.357331397303	7230.627082172838	264.2503085143097	23883.51777920493	862.5150724604439	28376.31111073167	-15.579062214310733	-20.94269202831879	-16.708907958613363	-18.653854664282132	-17.183076995082107	-22.24558075979661	-15.871273640045821	14.265085306697515	-19.460049289535462	-17.14982107058162	-14.34985478471081	-15.248548479091772	-17.723801515365885	-16.384848603420817	-18.600438437964705	-11.758597852060031	-15.460962116912585	-17.403519149368297	-13.455979957751378	-17.76918986236971	-17.18327271676418	-18.678643548088214	-20.277070939601522	-16.182783799576907	-17.279817855037145	-15.722144851776616	-16.75484656330097	-16.423068774106813	-17.00555897440262	-19.276800264855503	-17.05335317000256	-15.356585726397407	-15.582927748720309	-14.927699209122846	-14.259265645591649	-17.602156839568966	-18.20898286054528	-19.501971813345612	-18.54173170444617	-15.643848274333475	-16.828603701610245	-15.780524507183193	-17.48375856060575	-16.5449510175784	-17.101149910642008	-17.296720783730464	-20.99434631399418	-18.649562193157713	-18.30973685864566
39300000	-1172.1865137443347	-615.5900174946238	-556.5964962497108	7.06988708228046	-3.6439168733265026	-3.6439168733265026	3.810669834969185	0.7020395210961644	0.27890687443682644	0.26670205235855243	0.26670205235855243	0.5174523624810656	3396.386707599127	3939.1323864894694	1020.0277717232251	340.0664446413279	1967.14512820652	3074.653028012977	648.6619865498068	439.8612504507789	4132.977679690278	7086.973096338103	560.6533874088758	2221.715243084072	6616.077257273213	838.7471276982474	565.1415831710965	371.440267516116	2959.0622761795753	10187.97640913962	2748.9243807527478	38117.39451665399	777.6634986234418	195.04151845859838	3733.791639025782	3366.552764087063	196.64519958074314	362.3340140493319	94.20594410397013	684.304230720426	19357.57446917853	3001.0970320227834	1324.513604865854	1549.6237024914296	1316.685295061618	3772.918167042349	558.9102467573391	399.80294907224487	362.02617506124807	687.6339191211056	1196.7390619998666	177.0703251359783	3750.7845965375795	3197.803979756591	404.3349611836338	1036.343528535805	1120.1473875667998	100.17105664521348	5793.3708715399525	567.1638863735868	32721.81093769613	-12.740405294731016	-6.8130292997135555	-13.065855174510203	-15.839149591916629	-20.573269348199652	-11.897203826418954	-12.40663973256574	60.505027293960865	-12.074326591014723	-14.54281373803029	-13.327630318047081	-8.019472088227236	-12.252449830623881	-14.843473562851665	-13.825104521101586	-1.967236872106204	-11.027456263352427	-13.777183205477511	-14.998304682454304	-13.640105352241862	-14.478725579643335	-16.69348974945188	-11.946948418372873	-10.236693200753635	-10.727318751398776	-11.054244448500942	-12.686517402675848	-13.401532220597355	-14.521458158061195	-16.121791764575327	-14.064487352496451	-14.320647957009815	-12.135942472767042	-15.821246366952176	-6.716541754690367	-10.464185811169326	-16.50205296237396	-19.535287661711955	-14.73668179797266	-2.307869434492275	-11.687818307424209	-10.850278672150441	-14.954393382619651	-13.365667418067089	-12.531373109284639	-13.6527521137875	-12.774290841226893	-15.584844937566592	-15.595332202293015
39400000	-1156.4650006885372	-647.0738240951017	-509.3911765934354	2.943454896982158	-0.7331885867525177	-0.7331885867525177	12.239536709284263	0.12215310578356063	0.3448829477376077	0.020659625200925267	0.02065962520092527	0.08294001852487327	14070.295698330587	3903.868713765977	597.2931047815284	469.6169909602563	651.9609474260961	3459.6677696925567	190.84606150574228	404.8537352505807	4750.127549865518	7194.3097192024625	312.3353652600254	2254.0360235172875	5391.771302859373	513.163521551181	523.1026988813196	841.8710753674153	1337.7377325583138	10127.152662200557	696.4937325910457	33741.80215160602	524.5810481655532	157.4578041766626	2828.2818507833713	3224.754773505233	328.4975302578481	312.83055071907523	91.55418468100201	449.795924991099	8601.394106154617	3239.114537749959	1216.4827796248046	1594.8952874713789	841.2027810603558	7787.616338758972	277.6869157074892	435.2727556662661	347.98834081790443	559.8018581603235	691.2362080100698	265.4066423160899	1826.9599452855996	647.4483136230245	285.75061671848215	1525.4634785552403	1369.2372298909459	49.16075309593388	6764.895029922031	1138.6569628346376	7084.312889996333	-15.09288892609136	-14.259423463825188	-10.882624353277444	-11.986828431624229	-14.681966932067926	-17.159627393058592	-11.519784654514815	22.438227459705338	-9.718909700382588	-12.321704127055837	-12.32052189076256	-9.555319748004663	-8.539290955818611	-10.899825013627236	-15.556247536168323	0.5485491685878756	-10.362920916343773	-11.82374850824646	-9.542216579543446	-12.800526555847034	-16.051480947959746	-15.294986767278582	-5.753137002761276	-11.15663033250382	-11.214005239224353	-6.771436253955021	-9.459312388158615	-7.813895073028168	-10.906289948246407	-13.036560820669546	-12.74822101002634	-11.335499916567812	-13.713609280945374	-14.07037847665981	-5.5148418152288095	-9.806485863969908	-14.092547359624556	-14.330847716081205	-13.052490392379575	7.927054096263195	-10.275661297677384	-8.755980705250712	-14.353803575998256	-11.512591776287527	-10.504174744901196	-11.125147647396021	-13.542049346130213	-14.844161379996791	-10.24440455282469
39500000	-1112.1608874150284	-654.0815304444	-458.0793569706285	8.067784131608859	2.244385400086127	2.244385400086127	4.642322528641897	-0.36673524117633005	0.14321088139224272	-0.06923698414901959	-0.06923698414901959	0.2488828531928958	2379.343831567353	3912.572116930879	109.35803015756927	156.61250591329448	595.6042637847961	3079.2927533110847	138.2099308567983	413.1939939051927	4604.558867511674	4913.893600430159	275.19899754741414	2097.1532116573967	4187.144271195589	509.12303959758367	367.32043484218497	560.6790209039062	1551.5018055387027	19556.72573207487	1463.6051061728192	21536.18658033476	717.2237748898324	148.59489013831035	3475.7301805814027	6271.291835448665	149.65253950558932	255.06928189227094	602.6022677602404	1050.8476473613644	16143.71273228965	3216.737496652762	1746.0081675825118	961.301470661331	1796.7440522091722	2422.944614862614	289.8191565545824	260.6147609932288	363.969477923697	382.52024803436603	368.9918863514055	206.23097293446216	1924.816769643293	2831.2587304224508	343.5739217012501	1865.2117263026255	1002.477271546603	99.68939612364221	7828.482000070724	491.46769603777904	6510.614268338857	-11.985556865869299	-4.423939457974637	-11.359244485193301	-11.896083643580194	-16.21057994810094	-15.02086297449385	-12.748314787106708	49.278320055744885	-7.746807335257963	-11.322429755970587	-8.533113059322716	-5.090929335916153	-10.781700599300915	-9.558491790370438	-10.63983627413969	0.16889418638387355	-12.895626258816604	-14.6004341197375	-8.74087762356709	-13.313771090283108	-12.450968348619554	-13.25730607888969	-6.80951937057262	-10.849574134080331	-10.246127984063575	-6.430029466924852	-12.509676660985544	-11.851389650975493	-11.615201652170569	-11.726917867709187	-12.16207438370235	-11.486560918772366	-12.206175772301629	-13.904444681437745	-3.552470175834344	-9.9065529929982	-11.194992840149336	-12.747661294617338	-12.805538461043824	8.792268765909082	-11.039235709813013	-10.838188380519629	-13.364791971370131	-11.105702489421972	-12.689073209002924	-12.469657094748257	-15.692724107387424	-13.469599433281768	-11.068085442271109
39600000	-1442.5830636406113	-629.4121170787671	-813.1709465618442	6.6878023578799795	2.223360456661213	2.223360456661213	0.9123996418199914	-0.9000685961270726	0.7874904599578578	-1.9189783384567392	-1.9189783384567392	5.772229967570725	6261.987965860382	11201.722653729028	709.2312974149462	915.5133635206414	1439.4383453488017	14761.486513627178	1304.3776018532674	666.0197278055596	12609.82672678887	8647.066577552838	756.8707303891583	3163.3953251224257	10378.238844160045	902.0698890983841	1893.1508462700942	1717.359104255786	3188.1638873116167	89038.68901131269	4471.006992814811	26598.53684751542	799.4394129092802	514.3599051197782	9472.152464434335	12119.057768881834	547.1653454752088	725.7584631703188	473.4275928067325	1160.0130524768153	69736.53935426885	4497.79660719977	5297.196380115466	9763.302943163446	2730.942641423496	7147.30544865977	912.2276737435601	642.601663717883	1199.4685204011075	551.8785007704242	2172.596059311425	638.7876262086545	9376.003635700088	5093.595555863941	519.960561682005	12901.315852195323	5609.599231367328	421.51471711725287	20300.645694124105	2236.254114493292	84433.1188774562	-15.88942299780871	-16.05319551988494	-17.65738368113425	-17.53131688259454	-19.238489315647197	-17.85286838594656	-15.175464678282626	5.956017156525675	-20.221750511716685	-15.572247742871806	-13.84510003247655	-17.37146064614121	-20.00102797554593	-17.573128576454828	-19.621828334657053	-9.490929927559687	-15.200000028717872	-19.68509144248552	-15.83806634331477	-17.630258708432542	-16.690996668923173	-17.599318138859747	-15.786874913291669	-19.33003572414729	-18.242428539079473	-16.20348290454858	-16.352458957772335	-16.388765843952285	-18.941852511294428	-19.3691322203818	-17.495374067179725	-17.665417918157942	-14.533318570187834	-16.411023128263167	-20.652477909552427	-14.484889961482335	-17.601921531827298	-18.70845435956962	-17.053158903489578	-6.917612364981235	-19.10879717591073	-14.57891812687736	-18.96731025976687	-16.6528115401264	-15.795286202580115	-17.2256971263038	-20.89304077843572	-20.050104397886916	-17.976971241866583
39700000	-1121.8750142461265	-687.6479483128282	-434.2270659332983	15.148505809603131	0.1860333906239719	0.1860333906239719	2.672260529924531	-0.02923927528255733	0.06606959652246507	-0.004599533211897973	-0.004599533211897973	0.3745352129969763	2548.329996672959	4722.942945036784	222.44945083314857	390.27206950316304	332.2604123776181	3234.4938048632876	258.4010137958029	395.79208943543324	4750.235066688534	6949.116700242602	266.3206156607125	1475.576786086821	2580.049674694108	366.9357492874202	438.05098949490696	324.7942671654408	6017.153315755155	7116.6065050175275	464.29327738981283	19920.334638105698	461.2768372049397	151.08765475015548	2348.9181752923037	6373.817881699072	95.50440695189876	335.12601001281104	157.75701274946613	878.2985231031513	11555.260386318272	3156.8823112326763	879.3747823659809	1192.3170181344822	875.6230376331789	1847.5915670098027	428.01475058515473	538.1153077434136	434.447436214204	1077.518681856039	170.40696242671723	224.1749839025757	2707.503480744156	1047.370868347559	289.0472067575867	1035.5911261439892	1746.0777521392008	129.3492161977894	7023.247243619207	571.0034555640649	17643.01708420483	-11.529006336360967	-22.484264132530733	-8.820009118002936	-13.784842876911293	-11.547802383627708	-9.726250855849486	-10.498317580555868	61.358504848442635	-11.780822769984958	-13.277269220968819	-7.770565875496015	-4.857972586836093	-8.635415984763997	-10.557463625986134	-7.982704284903372	4.757220563093341	-12.968455196062724	-12.910653230614582	-9.29056916065045	-13.424048917920592	-11.274347332083478	-12.056051932672009	-5.473291685106931	-12.113503607281203	-9.737318610110583	-6.454284826030408	-12.08533084071695	-9.398531510406695	-13.420032398353339	-11.34843675164809	-11.093297524547381	-11.42594916532831	-10.379485973475234	-11.873471057250262	-5.966966334908001	-9.150328710136025	-12.284200420744902	-16.05289191190732	-11.263639003308953	8.311272865491834	-10.951074681051788	-8.702529079857895	-13.513517717917612	-9.889572078917618	-10.859158944615295	-11.099159332527945	-14.861218294875693	-13.383896704801007	-10.696143641718495
39800000	-1396.8989611750285	-624.39568660741	-772.5032745676185	3.371395683827041	-1.047389526984307	-1.047389526984307	0.7061728277244119	0.6788094230275836	0.5500802846817477	0.8158743958370682	0.8158743958370683	2.626181898715223	11846.251696645657	5805.489415755451	619.2220063344643	1942.0558631636857	312.29652234032494	7509.93075973969	799.1556870871779	570.9577135195339	9558.26104875842	9059.385406213685	720.3780381671862	2834.1815403604955	16053.942392709849	875.9008918761442	490.23189327793153	1972.8548589525992	3955.3476269288494	37132.65585303719	1629.848057597068	35225.58431613438	727.0437652947633	382.388224324939	7086.27516661402	5643.209575651384	527.2390954850162	646.9859585733815	508.0537507667466	2261.9498944544926	85234.47491261698	4431.932104777989	1935.5070617173901	6891.597689331289	1256.3117206481818	5479.637913451224	450.97263310584094	1930.1083954218534	292.8243849951252	337.6522952768083	887.485353154801	248.33063210923265	4181.624425328246	3221.8522727430136	306.30289716261586	2598.8313203106104	1787.7283715554863	237.7685333576828	11244.823587519573	416.5831752713684	19535.28542281094	-19.004899589574997	-16.913316928069655	-15.344033196482211	-19.070201100274854	-17.068214151052896	-21.954034970610664	-15.935876180529243	19.625651387289643	-16.87014683234355	-17.236848067779494	-14.792269192527776	-13.079768557634319	-21.633336693413284	-16.44675028928781	-15.911303371156768	-11.388497880114329	-13.513185985681453	-18.569735634856123	-13.83333309561433	-17.123406360640374	-16.530644987217453	-17.99275900668589	-15.130689675850242	-16.442997963341764	-16.302466111338145	-17.46157694150945	-15.909690953864779	-17.612864144936964	-19.090287405818234	-16.642143276296988	-15.821360910950347	-16.651174800192067	-15.728861377511915	-15.674550781126314	-16.169161367053725	-17.555292474928184	-17.78424925634549	-17.40023930699558	-17.89718729538971	-9.944056207720926	-16.027832643839126	-15.418886245153352	-16.511724023448508	-14.998126801408642	-15.153722925896991	-17.52257659976483	-17.64635988060797	-16.813780573414206	-16.604503938656567
39900000	-1145.5166379402006	-659.6993315034551	-485.81730643674547	3.277062255375538	-0.9844385920070013	-0.9844385920070013	6.551204039001864	0.2124641801116515	0.3195774116005375	0.048022368902008415	0.048022368902008415	0.15985993826354641	2960.554638011191	3774.728886293891	162.02771516889976	322.14388970078903	475.4695783625604	3506.6941486697406	152.6806156815959	423.80148634761474	5993.383765795923	9554.12993596746	420.2606617555549	2167.2963544149716	4296.7494644680755	495.5017451326033	513.7845197822992	435.55390458376945	1709.005947222043	16375.616422866813	1659.9985649924922	11285.167062255628	903.1879118588677	367.06536977546665	2776.345097395699	5653.196739477252	303.9709755395039	262.79675357860873	186.1993436696608	462.67007791508235	16047.640115623242	5798.9466707209895	595.6647098002856	2113.014718898223	792.5821723835759	2466.127271068774	425.81546284710157	316.16210110258766	384.42310014725587	703.6975221844916	893.3575075369572	174.0747142716522	5694.4561108480675	2558.373260591273	388.8046831222108	1163.3377872740568	3209.1179055538073	117.54375866163197	5383.578459797043	461.74000195831843	9883.006783466852	-12.429290171461927	-7.592850454632814	-10.831444212552013	-12.455742811151495	-13.985312019552481	-12.3872442554366	-10.59053651515248	58.57666340968795	-9.898822559912674	-14.738759648549525	-9.69425959656495	-8.672300665385043	-11.857014920201824	-10.175117587153363	-12.161495928487271	-1.9829037003476309	-11.565101683305263	-14.22392538772176	-12.210149279994427	-11.818231974079534	-16.287610921132075	-15.35143580617545	-7.142786548893832	-10.996907652868984	-9.771501243227233	-12.634398823612983	-12.076057456982973	-7.510767440063355	-13.992526174101515	-12.992433704987462	-12.296157734481397	-13.01857228104284	-12.31689930481106	-13.222312139288206	-3.2776979412140292	-7.736895448496534	-12.599128075533734	-14.07914154246197	-14.897035826525533	0.6565382979858736	-11.243182212352961	-12.46839354071754	-13.887572540786195	-12.44580710288793	-12.101267765071531	-11.3044577175406	-12.361037510355036	-15.14172167503607	-12.626298642127072
40000000	-1142.9391316913225	-636.62153681537	-506.3175948759524	3.9070591767555864	-1.7253896536244946	-1.7253896536244946	5.017125359985905	0.38970386993744743	0.30177768863203275	0.10378136169630937	0.10378136169630936	0.23500773911560902	5498.132866997616	3961.3397416153043	186.67796629396753	584.9716577210551	294.1329429016078	3717.922938390653	465.74261258515946	456.03388863666464	5175.108941366354	10097.783898315527	666.4421044373993	1399.856673827047	3229.052467864642	605.4554202954578	367.0330104837793	378.1712785230121	2845.571860288701	27680.740369936102	741.3092497659608	31641.157497957236	811.9931115529113	154.83460620899055	4140.020845536293	3223.838840756278	315.6565183616111	376.2731943405043	189.406210297928	527.1794767291586	12497.203611072071	2847.11415355007	2091.150689824916	2765.0090479924597	1745.7546980416882	3679.8657975328415	569.2647330132145	376.39805371993157	309.65434200547986	584.6942221057373	639.1918009952337	237.8549601461137	2635.328584919099	3713.487470998077	441.5868823269383	2386.923001507036	1412.918826983409	72.63690499358562	6413.664280787154	545.5793213659513	7300.243661975488	-12.73539877474763	-6.591405318151214	-11.69601424819197	-14.240629400062963	-13.853564168568369	-10.56484573817329	-13.48876343256292	53.754297600338134	-10.716985200918366	-13.86973145167214	-11.698821586689185	-8.549880756595496	-9.24045655642624	-11.946097645579123	-12.389970134652796	-1.827891984393986	-13.355699502535474	-12.811038309095121	-11.728061929667813	-14.97073719638483	-12.384671668732425	-14.844489618930597	-7.317531500108614	-13.285533334710957	-11.097571275862443	-9.000071512007814	-12.011153373373467	-12.542803073837614	-16.079566781269335	-13.628638110946902	-15.803472430274493	-15.49909703123876	-13.313731446730053	-11.709967635054927	-8.268487848027222	-8.07038350184718	-14.306823245133636	-13.734751039391213	-14.008654673297288	4.582406488443663	-10.647291848572356	-11.550660634361039	-14.727604145484513	-12.986498155103497	-10.97771759733017	-12.439991163649907	-11.543218873187152	-15.230074420587126	-11.367849690614602
